selection_scope,outer_fold,comparison_name,model_type,p,tuning_mode,tuning_metric,trial_number,n_trials_planned,tuning_score,best_tuning_score_so_far,model_params
outer_fold_0,0,method_scores,ridge,6,nested,spearman,54,100,0.8858,0.8858,{'alpha': 25.4}
outer_fold_0,0,method_scores,ridge,6,nested,spearman,55,100,0.8857,0.8858,{'alpha': 89.8}
outer_fold_0,0,method_scores,ridge,6,nested,spearman,56,100,0.8855,0.8858,{'alpha': 1.8}
outer_fold_0,0,method_scores,ridge,6,nested,spearman,57,100,0.8857,0.8858,{'alpha': 10.8}
outer_fold_0,0,method_scores,ridge,6,nested,spearman,58,100,0.8855,0.8858,{'alpha': 0.000119}
outer_fold_0,0,method_scores,ridge,6,nested,spearman,59,100,0.8858,0.8858,{'alpha': 32.1}
outer_fold_0,0,method_scores,ridge,6,nested,spearman,60,100,0.8839,0.8858,{'alpha': 302.0}
outer_fold_0,0,method_scores,ridge,6,nested,spearman,61,100,0.8858,0.8858,{'alpha': 32.0}
outer_fold_0,0,method_scores,ridge,6,nested,spearman,62,100,0.8858,0.8858,{'alpha': 33.7}
outer_fold_0,0,method_scores,ridge,6,nested,spearman,63,100,0.8858,0.8858,{'alpha': 37.8}
outer_fold_0,0,method_scores,ridge,6,nested,spearman,64,100,0.8858,0.8858,{'alpha': 32.0}
outer_fold_0,0,method_scores,ridge,6,nested,spearman,65,100,0.8853,0.8858,{'alpha': 157.0}
outer_fold_0,0,method_scores,ridge,6,nested,spearman,66,100,0.8857,0.8858,{'alpha': 75.3}
outer_fold_0,0,method_scores,ridge,6,nested,spearman,67,100,0.8856,0.8858,{'alpha': 5.59}
outer_fold_0,0,method_scores,ridge,6,nested,spearman,68,100,0.8859,0.8859,{'alpha': 40.6}
outer_fold_0,0,method_scores,ridge,6,nested,spearman,69,100,0.8858,0.8859,{'alpha': 43.2}
outer_fold_0,0,method_scores,ridge,6,nested,spearman,70,100,0.8795,0.8859,{'alpha': 580.0}
outer_fold_0,0,method_scores,ridge,6,nested,spearman,71,100,0.8858,0.8859,{'alpha': 33.4}
outer_fold_0,0,method_scores,ridge,6,nested,spearman,72,100,0.8856,0.8859,{'alpha': 63.1}
outer_fold_0,0,method_scores,ridge,6,nested,spearman,73,100,0.8858,0.8859,{'alpha': 22.4}
outer_fold_0,0,method_scores,ridge,6,nested,spearman,74,100,0.8851,0.8859,{'alpha': 187.0}
outer_fold_0,0,method_scores,ridge,6,nested,spearman,75,100,0.8855,0.8859,{'alpha': 96.4}
outer_fold_0,0,method_scores,ridge,6,nested,spearman,76,100,0.8857,0.8859,{'alpha': 9.54}
outer_fold_0,0,method_scores,ridge,6,nested,spearman,77,100,0.8855,0.8859,{'alpha': 4.57}
outer_fold_0,0,method_scores,ridge,6,nested,spearman,78,100,0.8859,0.8859,{'alpha': 39.2}
outer_fold_0,0,method_scores,ridge,6,nested,spearman,79,100,0.8848,0.8859,{'alpha': 238.0}
outer_fold_0,0,method_scores,ridge,6,nested,spearman,80,100,0.8857,0.8859,{'alpha': 50.8}
outer_fold_0,0,method_scores,ridge,6,nested,spearman,81,100,0.8855,0.8859,{'alpha': 0.00168}
outer_fold_0,0,method_scores,ridge,6,nested,spearman,82,100,0.8858,0.8859,{'alpha': 31.3}
outer_fold_0,0,method_scores,ridge,6,nested,spearman,83,100,0.8857,0.8859,{'alpha': 19.9}
outer_fold_0,0,method_scores,ridge,6,nested,spearman,84,100,0.8858,0.8859,{'alpha': 13.1}
outer_fold_0,0,method_scores,ridge,6,nested,spearman,85,100,0.8858,0.8859,{'alpha': 35.7}
outer_fold_0,0,method_scores,ridge,6,nested,spearman,86,100,0.8853,0.8859,{'alpha': 135.0}
outer_fold_0,0,method_scores,ridge,6,nested,spearman,87,100,0.8858,0.8859,{'alpha': 69.8}
outer_fold_0,0,method_scores,ridge,6,nested,spearman,88,100,0.8857,0.8859,{'alpha': 52.3}
outer_fold_0,0,method_scores,ridge,6,nested,spearman,89,100,0.8858,0.8859,{'alpha': 20.8}
outer_fold_0,0,method_scores,ridge,6,nested,spearman,90,100,0.8855,0.8859,{'alpha': 2.57}
outer_fold_0,0,method_scores,ridge,6,nested,spearman,91,100,0.8858,0.8859,{'alpha': 37.2}
outer_fold_0,0,method_scores,ridge,6,nested,spearman,92,100,0.8858,0.8859,{'alpha': 37.6}
outer_fold_0,0,method_scores,ridge,6,nested,spearman,93,100,0.8856,0.8859,{'alpha': 8.21}
outer_fold_0,0,method_scores,ridge,6,nested,spearman,94,100,0.8858,0.8859,{'alpha': 12.5}
outer_fold_0,0,method_scores,ridge,6,nested,spearman,95,100,0.8852,0.8859,{'alpha': 114.0}
outer_fold_0,0,method_scores,ridge,6,nested,spearman,96,100,0.8859,0.8859,{'alpha': 40.9}
outer_fold_0,0,method_scores,ridge,6,nested,spearman,97,100,0.8858,0.8859,{'alpha': 42.6}
outer_fold_0,0,method_scores,ridge,6,nested,spearman,98,100,0.8828,0.8859,{'alpha': 358.0}
outer_fold_0,0,method_scores,ridge,6,nested,spearman,99,100,0.8859,0.8859,{'alpha': 42.3}
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,0,100,0.8815,0.8815,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,1,100,0.8202,0.8815,"{'learning_rate': 0.00139, 'max_depth': 3, 'n_estimators': 150, 'subsample': 0.933}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,2,100,0.8741,0.8815,"{'learning_rate': 0.00112, 'max_depth': 6, 'n_estimators': 400, 'subsample': 0.985}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,3,100,0.8769,0.8815,"{'learning_rate': 0.00282, 'max_depth': 3, 'n_estimators': 550, 'subsample': 0.592}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,4,100,0.8952,0.8952,"{'learning_rate': 0.0117, 'max_depth': 5, 'n_estimators': 250, 'subsample': 0.646}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,5,100,0.8713,0.8952,"{'learning_rate': 0.00529, 'max_depth': 2, 'n_estimators': 400, 'subsample': 0.683}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,6,100,0.8862,0.8952,"{'learning_rate': 0.00312, 'max_depth': 7, 'n_estimators': 350, 'subsample': 0.757}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,7,100,0.8984,0.8984,"{'learning_rate': 0.032, 'max_depth': 2, 'n_estimators': 400, 'subsample': 0.585}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,8,100,0.8628,0.8984,"{'learning_rate': 0.247, 'max_depth': 8, 'n_estimators': 100, 'subsample': 0.904}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,9,100,0.8956,0.8984,"{'learning_rate': 0.0495, 'max_depth': 2, 'n_estimators': 250, 'subsample': 0.72}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,10,100,0.8942,0.8984,"{'learning_rate': 0.0218, 'max_depth': 5, 'n_estimators': 600, 'subsample': 0.509}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,11,100,0.8931,0.8984,"{'learning_rate': 0.0571, 'max_depth': 2, 'n_estimators': 500, 'subsample': 0.505}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,12,100,0.8924,0.8984,"{'learning_rate': 0.056, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.754}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,13,100,0.8812,0.8984,"{'learning_rate': 0.197, 'max_depth': 2, 'n_estimators': 450, 'subsample': 0.601}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,14,100,0.8934,0.8984,"{'learning_rate': 0.0224, 'max_depth': 4, 'n_estimators': 300, 'subsample': 0.823}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,15,100,0.8823,0.8984,"{'learning_rate': 0.127, 'max_depth': 4, 'n_estimators': 200, 'subsample': 0.691}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,16,100,0.8997,0.8997,"{'learning_rate': 0.0251, 'max_depth': 2, 'n_estimators': 350, 'subsample': 0.567}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,17,100,0.8985,0.8997,"{'learning_rate': 0.013, 'max_depth': 3, 'n_estimators': 450, 'subsample': 0.571}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,18,100,0.8984,0.8997,"{'learning_rate': 0.00985, 'max_depth': 4, 'n_estimators': 500, 'subsample': 0.556}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,19,100,0.8967,0.8997,"{'learning_rate': 0.011, 'max_depth': 3, 'n_estimators': 450, 'subsample': 0.637}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,20,100,0.8971,0.8997,"{'learning_rate': 0.00639, 'max_depth': 5, 'n_estimators': 600, 'subsample': 0.548}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,21,100,0.8985,0.8997,"{'learning_rate': 0.0108, 'max_depth': 4, 'n_estimators': 500, 'subsample': 0.552}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,22,100,0.8967,0.8997,"{'learning_rate': 0.018, 'max_depth': 4, 'n_estimators': 500, 'subsample': 0.542}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,23,100,0.8848,0.8997,"{'learning_rate': 0.0062, 'max_depth': 3, 'n_estimators': 350, 'subsample': 0.638}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,24,100,0.8919,0.8997,"{'learning_rate': 0.0362, 'max_depth': 4, 'n_estimators': 450, 'subsample': 0.606}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,25,100,0.8989,0.8997,"{'learning_rate': 0.0161, 'max_depth': 3, 'n_estimators': 550, 'subsample': 0.553}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,26,100,0.8856,0.8997,"{'learning_rate': 0.0876, 'max_depth': 3, 'n_estimators': 550, 'subsample': 0.504}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,27,100,0.8996,0.8997,"{'learning_rate': 0.0154, 'max_depth': 2, 'n_estimators': 550, 'subsample': 0.658}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,28,100,0.8977,0.8997,"{'learning_rate': 0.0268, 'max_depth': 2, 'n_estimators': 550, 'subsample': 0.668}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,29,100,0.8989,0.8997,"{'learning_rate': 0.0177, 'max_depth': 2, 'n_estimators': 550, 'subsample': 0.623}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,30,100,0.8907,0.8997,"{'learning_rate': 0.0853, 'max_depth': 2, 'n_estimators': 600, 'subsample': 0.837}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,31,100,0.8992,0.8997,"{'learning_rate': 0.0176, 'max_depth': 2, 'n_estimators': 550, 'subsample': 0.627}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,32,100,0.8971,0.8997,"{'learning_rate': 0.0375, 'max_depth': 2, 'n_estimators': 600, 'subsample': 0.623}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,33,100,0.8898,0.8997,"{'learning_rate': 0.00722, 'max_depth': 2, 'n_estimators': 550, 'subsample': 0.715}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,34,100,0.8596,0.8997,"{'learning_rate': 0.00336, 'max_depth': 2, 'n_estimators': 500, 'subsample': 0.668}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,35,100,0.8972,0.8997,"{'learning_rate': 0.0163, 'max_depth': 3, 'n_estimators': 350, 'subsample': 0.619}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,36,100,0.8859,0.8997,"{'learning_rate': 0.00816, 'max_depth': 2, 'n_estimators': 400, 'subsample': 0.657}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,37,100,0.8409,0.8997,"{'learning_rate': 0.00474, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.695}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,38,100,0.889,0.8997,"{'learning_rate': 0.0244, 'max_depth': 7, 'n_estimators': 300, 'subsample': 0.758}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,39,100,0.8971,0.8997,"{'learning_rate': 0.0391, 'max_depth': 2, 'n_estimators': 550, 'subsample': 0.596}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,40,100,0.8969,0.8997,"{'learning_rate': 0.0142, 'max_depth': 3, 'n_estimators': 600, 'subsample': 0.727}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,41,100,0.8979,0.8997,"{'learning_rate': 0.0178, 'max_depth': 3, 'n_estimators': 550, 'subsample': 0.575}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,42,100,0.9002,0.9002,"{'learning_rate': 0.0277, 'max_depth': 2, 'n_estimators': 550, 'subsample': 0.541}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,43,100,0.9006,0.9006,"{'learning_rate': 0.0299, 'max_depth': 2, 'n_estimators': 500, 'subsample': 0.528}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,44,100,0.8998,0.9006,"{'learning_rate': 0.0302, 'max_depth': 2, 'n_estimators': 500, 'subsample': 0.532}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,45,100,0.8982,0.9006,"{'learning_rate': 0.0472, 'max_depth': 2, 'n_estimators': 400, 'subsample': 0.533}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,46,100,0.8998,0.9006,"{'learning_rate': 0.0293, 'max_depth': 2, 'n_estimators': 450, 'subsample': 0.524}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,47,100,0.8915,0.9006,"{'learning_rate': 0.0747, 'max_depth': 2, 'n_estimators': 450, 'subsample': 0.522}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,48,100,0.8983,0.9006,"{'learning_rate': 0.042, 'max_depth': 2, 'n_estimators': 400, 'subsample': 0.517}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,49,100,0.8958,0.9006,"{'learning_rate': 0.03, 'max_depth': 3, 'n_estimators': 500, 'subsample': 0.575}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,50,100,0.801,0.9006,"{'learning_rate': 0.00141, 'max_depth': 2, 'n_estimators': 250, 'subsample': 0.527}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,51,100,0.8993,0.9006,"{'learning_rate': 0.0272, 'max_depth': 2, 'n_estimators': 500, 'subsample': 0.577}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,52,100,0.9001,0.9006,"{'learning_rate': 0.022, 'max_depth': 2, 'n_estimators': 450, 'subsample': 0.501}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,53,100,0.8928,0.9006,"{'learning_rate': 0.0628, 'max_depth': 2, 'n_estimators': 450, 'subsample': 0.503}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,54,100,0.8992,0.9006,"{'learning_rate': 0.0225, 'max_depth': 3, 'n_estimators': 350, 'subsample': 0.532}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,55,100,0.897,0.9006,"{'learning_rate': 0.0344, 'max_depth': 2, 'n_estimators': 450, 'subsample': 0.566}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,56,100,0.8961,0.9006,"{'learning_rate': 0.0294, 'max_depth': 3, 'n_estimators': 500, 'subsample': 0.535}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,57,100,0.8883,0.9006,"{'learning_rate': 0.125, 'max_depth': 2, 'n_estimators': 450, 'subsample': 0.593}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,58,100,0.8952,0.9006,"{'learning_rate': 0.0476, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.558}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,59,100,0.892,0.9006,"{'learning_rate': 0.022, 'max_depth': 8, 'n_estimators': 400, 'subsample': 0.518}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,60,100,0.8915,0.9006,"{'learning_rate': 0.0122, 'max_depth': 2, 'n_estimators': 300, 'subsample': 0.544}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,61,100,0.8944,0.9006,"{'learning_rate': 0.00885, 'max_depth': 2, 'n_estimators': 500, 'subsample': 0.506}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,62,100,0.8973,0.9006,"{'learning_rate': 0.031, 'max_depth': 2, 'n_estimators': 500, 'subsample': 0.894}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,63,100,0.8967,0.9006,"{'learning_rate': 0.014, 'max_depth': 2, 'n_estimators': 400, 'subsample': 0.607}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,64,100,0.9004,0.9006,"{'learning_rate': 0.0205, 'max_depth': 2, 'n_estimators': 450, 'subsample': 0.556}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,65,100,0.8999,0.9006,"{'learning_rate': 0.0196, 'max_depth': 2, 'n_estimators': 450, 'subsample': 0.56}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,66,100,0.8995,0.9006,"{'learning_rate': 0.021, 'max_depth': 2, 'n_estimators': 450, 'subsample': 0.545}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,67,100,0.8875,0.9006,"{'learning_rate': 0.0539, 'max_depth': 6, 'n_estimators': 450, 'subsample': 0.59}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,68,100,0.8872,0.9006,"{'learning_rate': 0.0434, 'max_depth': 3, 'n_estimators': 500, 'subsample': 0.975}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,69,100,0.9005,0.9006,"{'learning_rate': 0.0213, 'max_depth': 2, 'n_estimators': 450, 'subsample': 0.559}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,70,100,0.9,0.9006,"{'learning_rate': 0.0218, 'max_depth': 2, 'n_estimators': 450, 'subsample': 0.565}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,71,100,0.8996,0.9006,"{'learning_rate': 0.0208, 'max_depth': 2, 'n_estimators': 450, 'subsample': 0.562}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,72,100,0.8988,0.9006,"{'learning_rate': 0.019, 'max_depth': 2, 'n_estimators': 450, 'subsample': 0.582}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,73,100,0.9001,0.9006,"{'learning_rate': 0.0257, 'max_depth': 2, 'n_estimators': 400, 'subsample': 0.555}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,74,100,0.8998,0.9006,"{'learning_rate': 0.0252, 'max_depth': 2, 'n_estimators': 400, 'subsample': 0.551}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,75,100,0.894,0.9006,"{'learning_rate': 0.0109, 'max_depth': 2, 'n_estimators': 400, 'subsample': 0.566}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,76,100,0.8976,0.9006,"{'learning_rate': 0.0145, 'max_depth': 3, 'n_estimators': 400, 'subsample': 0.612}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,77,100,0.8975,0.9006,"{'learning_rate': 0.0343, 'max_depth': 2, 'n_estimators': 450, 'subsample': 0.587}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,78,100,0.8991,0.9006,"{'learning_rate': 0.0197, 'max_depth': 2, 'n_estimators': 350, 'subsample': 0.515}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,79,100,0.897,0.9006,"{'learning_rate': 0.0243, 'max_depth': 3, 'n_estimators': 400, 'subsample': 0.545}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,80,100,0.8992,0.9006,"{'learning_rate': 0.0167, 'max_depth': 2, 'n_estimators': 500, 'subsample': 0.599}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,81,100,0.9001,0.9006,"{'learning_rate': 0.0252, 'max_depth': 2, 'n_estimators': 400, 'subsample': 0.551}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,82,100,0.9002,0.9006,"{'learning_rate': 0.0245, 'max_depth': 2, 'n_estimators': 400, 'subsample': 0.559}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,83,100,0.8986,0.9006,"{'learning_rate': 0.0366, 'max_depth': 2, 'n_estimators': 350, 'subsample': 0.543}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,84,100,0.9005,0.9006,"{'learning_rate': 0.0238, 'max_depth': 2, 'n_estimators': 400, 'subsample': 0.505}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,85,100,0.9003,0.9006,"{'learning_rate': 0.0248, 'max_depth': 2, 'n_estimators': 400, 'subsample': 0.511}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,86,100,0.8999,0.9006,"{'learning_rate': 0.0259, 'max_depth': 2, 'n_estimators': 400, 'subsample': 0.518}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,87,100,0.8991,0.9006,"{'learning_rate': 0.0414, 'max_depth': 2, 'n_estimators': 350, 'subsample': 0.536}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,88,100,0.8935,0.9006,"{'learning_rate': 0.0323, 'max_depth': 3, 'n_estimators': 400, 'subsample': 0.58}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,89,100,0.9,0.9006,"{'learning_rate': 0.0268, 'max_depth': 2, 'n_estimators': 350, 'subsample': 0.501}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,90,100,0.8992,0.9006,"{'learning_rate': 0.0156, 'max_depth': 3, 'n_estimators': 400, 'subsample': 0.532}"
outer_fold_0,0,method_scores,xgboost,6,nested,spearman,91,100,0.8957,0.9006,"{'learning_rate': 0.0121, 'max_depth': 2, 'n_estimators': 400, 'subsample': 0.513}"
