outer_fold,comparison_name,model_type,p,tuning_mode,tuning_metric,tuning_score,n_train,n_test,rmse,mae,r2,spearman,ef_1pct,ef_5pct,ef_10pct,precision_at_10,precision_at_25,precision_at_50
0,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,xgboost,35,nested,spearman,0.2274,240,60,0.8173,0.6116,-0.1348,-0.0198,0.0,0.0,0.6667,0.2,0.24,0.28
1,method_scores,ridge,6,nested,spearman,-0.1238,240,60,1.0288,0.7375,-0.0994,-0.0456,0.0,0.0,0.0,0.2,0.2,0.32
1,method_scores,xgboost,6,nested,spearman,0.1293,240,60,1.0446,0.7619,-0.1333,-0.0836,0.0,0.0,0.0,0.1,0.32,0.32
1,method_scores_plus_glide_uncertainty,ridge,7,nested,spearman,-0.0472,240,60,1.0347,0.7301,-0.112,0.042,0.0,0.0,1.0,0.2,0.32,0.32
1,method_scores_plus_glide_uncertainty,xgboost,7,nested,spearman,0.1765,240,60,1.1344,0.8621,-0.3366,-0.0749,0.0,1.0,0.5,0.3,0.28,0.34
1,method_ranks,ridge,6,nested,spearman,-0.1083,240,60,1.0196,0.7322,-0.0796,-0.0246,0.0,1.0,0.5,0.1,0.32,0.34
1,method_ranks,xgboost,6,nested,spearman,0.1293,240,60,1.0446,0.7619,-0.1333,-0.0836,0.0,0.0,0.0,0.1,0.32,0.32
1,method_scores_plus_method_ranks,ridge,12,nested,spearman,-0.0896,240,60,1.0233,0.7391,-0.0875,0.0934,0.0,0.0,0.5,0.2,0.32,0.32
1,method_scores_plus_method_ranks,xgboost,12,nested,spearman,0.1346,240,60,1.0314,0.7463,-0.1048,-0.0149,0.0,0.0,0.0,0.2,0.36,0.32
1,method_scores_plus_method_ranks_plus_rank_summary,ridge,21,nested,spearman,-0.0661,240,60,1.0191,0.7367,-0.0787,0.0943,0.0,0.0,0.5,0.2,0.28,0.32
1,method_scores_plus_method_ranks_plus_rank_summary,xgboost,21,nested,spearman,0.1487,240,60,1.15,0.8689,-0.3735,-0.1643,0.0,0.0,0.5,0.2,0.28,0.28
1,chemical_descriptors,ridge,13,nested,spearman,0.1721,240,60,1.009,0.7304,-0.0573,0.083,0.0,1.0,1.0,0.3,0.28,0.3
1,chemical_descriptors,xgboost,13,nested,spearman,0.0741,240,60,1.0076,0.732,-0.0545,0.0677,0.0,1.0,1.0,0.4,0.36,0.3
1,method_scores_plus_chemical_descriptors,ridge,19,nested,spearman,0.1074,240,60,1.0097,0.7315,-0.0589,0.0288,3.0,1.0,1.0,0.3,0.28,0.32
1,method_scores_plus_chemical_descriptors,xgboost,19,nested,spearman,0.1703,240,60,1.0684,0.7847,-0.1855,0.0595,0.0,1.0,1.0,0.3,0.4,0.34
1,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,ridge,35,nested,spearman,0.0855,240,60,1.012,0.7329,-0.0637,-0.004,3.0,1.0,1.5,0.3,0.28,0.3
1,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,xgboost,35,nested,spearman,0.1453,240,60,1.1288,0.831,-0.3234,-0.0236,0.0,0.0,0.0,0.2,0.32,0.36
2,method_scores,ridge,6,nested,spearman,0.0702,240,60,0.7505,0.5887,-0.0191,-0.1395,0.0,0.0,0.6667,0.1,0.08,0.26
2,method_scores,xgboost,6,nested,spearman,0.2026,240,60,0.7494,0.5812,-0.0162,-0.006,0.0,0.0,0.0,0.1,0.16,0.2
2,method_scores_plus_glide_uncertainty,ridge,7,nested,spearman,0.0837,240,60,0.7537,0.5936,-0.0278,-0.2004,0.0,1.3333,1.3333,0.2,0.08,0.22
2,method_scores_plus_glide_uncertainty,xgboost,7,nested,spearman,0.1847,240,60,0.7529,0.5829,-0.0256,-0.0245,0.0,0.0,0.0,0.1,0.08,0.22
2,method_ranks,ridge,6,nested,spearman,0.1245,240,60,0.7757,0.6082,-0.0888,-0.1867,0.0,0.0,0.0,0.0,0.16,0.22
2,method_ranks,xgboost,6,nested,spearman,0.2026,240,60,0.7494,0.5812,-0.0162,-0.006,0.0,0.0,0.0,0.1,0.16,0.2
2,method_scores_plus_method_ranks,ridge,12,nested,spearman,0.1057,240,60,0.7581,0.5946,-0.04,-0.1615,0.0,0.0,0.0,0.1,0.08,0.24
2,method_scores_plus_method_ranks,xgboost,12,nested,spearman,0.198,240,60,0.7502,0.5812,-0.0183,-0.0134,0.0,0.0,0.0,0.1,0.12,0.22
2,method_scores_plus_method_ranks_plus_rank_summary,ridge,21,nested,spearman,0.1194,240,60,0.7839,0.6139,-0.1119,-0.1812,0.0,0.0,0.0,0.1,0.16,0.2
2,method_scores_plus_method_ranks_plus_rank_summary,xgboost,21,nested,spearman,0.2257,240,60,0.7487,0.5763,-0.0142,0.168,0.0,0.0,0.6667,0.2,0.36,0.26
2,chemical_descriptors,ridge,13,nested,spearman,0.1305,240,60,0.728,0.5626,0.0409,0.2519,0.0,1.3333,2.6667,0.4,0.36,0.3
2,chemical_descriptors,xgboost,13,nested,spearman,0.2292,240,60,0.7673,0.5914,-0.0653,-0.0398,0.0,1.3333,0.6667,0.1,0.24,0.26
2,method_scores_plus_chemical_descriptors,ridge,19,nested,spearman,0.1387,240,60,0.7212,0.564,0.0588,0.2833,4.0,1.3333,0.6667,0.1,0.28,0.26
2,method_scores_plus_chemical_descriptors,xgboost,19,nested,spearman,0.2567,240,60,0.7799,0.6225,-0.1005,0.1063,4.0,1.3333,0.6667,0.4,0.28,0.24
2,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,ridge,35,nested,spearman,0.183,240,60,0.7417,0.5867,0.0047,0.1236,4.0,1.3333,1.3333,0.2,0.24,0.26
2,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,xgboost,35,nested,spearman,0.2396,240,60,0.7736,0.5978,-0.0829,0.0447,4.0,1.3333,1.3333,0.2,0.2,0.22
3,method_scores,ridge,6,nested,spearman,-0.0973,240,60,0.7744,0.605,-0.0196,0.2322,0.0,0.0,2.3077,0.4,0.24,0.22
3,method_scores,xgboost,6,nested,spearman,0.1261,240,60,0.9852,0.7902,-0.6503,-0.1259,0.0,0.0,0.0,0.1,0.16,0.22
3,method_scores_plus_glide_uncertainty,ridge,7,nested,spearman,-0.1079,240,60,0.7726,0.6062,-0.0151,0.3284,0.0,3.0769,3.0769,0.4,0.28,0.22
3,method_scores_plus_glide_uncertainty,xgboost,7,nested,spearman,0.1027,240,60,0.7904,0.6132,-0.0621,-0.0042,4.6154,1.5385,1.5385,0.3,0.16,0.22
3,method_ranks,ridge,6,nested,spearman,-0.0713,240,60,0.7769,0.6093,-0.0262,0.2821,0.0,1.5385,1.5385,0.4,0.28,0.22
3,method_ranks,xgboost,6,nested,spearman,0.1261,240,60,0.9852,0.7902,-0.6503,-0.1259,0.0,0.0,0.0,0.1,0.16,0.22
3,method_scores_plus_method_ranks,ridge,12,nested,spearman,0.0011,240,60,0.7877,0.6121,-0.0551,0.078,0.0,1.5385,1.5385,0.2,0.16,0.2
3,method_scores_plus_method_ranks,xgboost,12,nested,spearman,0.1222,240,60,0.8289,0.6515,-0.1682,-0.1591,4.6154,1.5385,0.7692,0.3,0.16,0.22
3,method_scores_plus_method_ranks_plus_rank_summary,ridge,21,nested,spearman,-0.001,240,60,0.7844,0.616,-0.0461,0.1081,0.0,0.0,0.0,0.1,0.2,0.24
3,method_scores_plus_method_ranks_plus_rank_summary,xgboost,21,nested,spearman,0.0765,240,60,0.7811,0.6183,-0.0374,0.0691,0.0,0.0,0.0,0.1,0.28,0.22
3,chemical_descriptors,ridge,13,nested,spearman,0.1452,240,60,0.8074,0.6209,-0.1083,0.1143,0.0,1.5385,0.7692,0.2,0.2,0.22
3,chemical_descriptors,xgboost,13,nested,spearman,-0.0221,240,60,0.7737,0.6057,-0.0177,0.2959,0.0,0.0,0.7692,0.1,0.2,0.26
3,method_scores_plus_chemical_descriptors,ridge,19,nested,spearman,0.1007,240,60,0.792,0.6042,-0.0666,0.1568,0.0,1.5385,0.7692,0.1,0.16,0.24
3,method_scores_plus_chemical_descriptors,xgboost,19,nested,spearman,0.1785,240,60,0.8426,0.6673,-0.2072,0.1644,0.0,1.5385,2.3077,0.3,0.24,0.22
3,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,ridge,35,nested,spearman,0.1403,240,60,0.8364,0.6348,-0.1894,0.1562,0.0,0.0,0.7692,0.1,0.16,0.22
3,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,xgboost,35,nested,spearman,0.0995,240,60,0.8444,0.6816,-0.2123,0.0611,0.0,0.0,1.5385,0.2,0.2,0.18
4,method_scores,ridge,6,nested,spearman,0.0566,240,60,0.7764,0.6006,-0.0534,-0.1316,0.0,0.0,0.0,0.0,0.12,0.16
4,method_scores,xgboost,6,nested,spearman,0.1637,240,60,0.9619,0.798,-0.6169,-0.2178,0.0,0.0,0.0,0.2,0.16,0.18
4,method_scores_plus_glide_uncertainty,ridge,7,nested,spearman,0.0567,240,60,0.7729,0.5975,-0.0438,-0.0988,0.0,0.0,0.0,0.0,0.16,0.16
4,method_scores_plus_glide_uncertainty,xgboost,7,nested,spearman,0.1094,240,60,0.805,0.6316,-0.1323,0.0251,0.0,0.0,0.0,0.2,0.2,0.18
4,method_ranks,ridge,6,nested,spearman,0.0609,240,60,0.7711,0.5956,-0.039,-0.0691,0.0,0.0,0.0,0.0,0.16,0.18
4,method_ranks,xgboost,6,nested,spearman,0.1637,240,60,0.9619,0.798,-0.6169,-0.2178,0.0,0.0,0.0,0.2,0.16,0.18
4,method_scores_plus_method_ranks,ridge,12,nested,spearman,0.0548,240,60,0.774,0.5987,-0.0469,-0.0909,0.0,0.0,0.0,0.0,0.16,0.18
4,method_scores_plus_method_ranks,xgboost,12,nested,spearman,0.1088,240,60,0.9212,0.7519,-0.483,-0.1286,0.0,0.0,1.0,0.2,0.2,0.18
4,method_scores_plus_method_ranks_plus_rank_summary,ridge,21,nested,spearman,0.0502,240,60,0.7722,0.5963,-0.0421,-0.0121,0.0,0.0,1.0,0.1,0.2,0.18
4,method_scores_plus_method_ranks_plus_rank_summary,xgboost,21,nested,spearman,0.0267,240,60,0.822,0.6351,-0.1807,-0.0713,0.0,2.0,2.0,0.3,0.24,0.16
4,chemical_descriptors,ridge,13,nested,spearman,0.2031,240,60,0.7793,0.6023,-0.0611,0.0303,0.0,2.0,2.0,0.2,0.2,0.14
4,chemical_descriptors,xgboost,13,nested,spearman,0.1661,240,60,0.7755,0.606,-0.0509,-0.0034,0.0,0.0,0.0,0.1,0.2,0.16
4,method_scores_plus_chemical_descriptors,ridge,19,nested,spearman,0.1993,240,60,0.7866,0.6101,-0.0811,-0.0088,0.0,2.0,1.0,0.1,0.24,0.16
4,method_scores_plus_chemical_descriptors,xgboost,19,nested,spearman,0.1919,240,60,0.8087,0.6389,-0.1428,0.05,0.0,0.0,2.0,0.4,0.24,0.18
4,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,ridge,35,nested,spearman,0.1977,240,60,0.7791,0.6049,-0.0607,0.09,6.0,2.0,2.0,0.4,0.24,0.16
4,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,xgboost,35,nested,spearman,0.1603,240,60,0.7914,0.6327,-0.0946,-0.0024,0.0,2.0,1.0,0.2,0.24,0.18
