outer_fold,comparison_name,model_type,p,tuning_mode,tuning_metric,tuning_score,n_train,n_test,rmse,mae,r2,spearman,ef_1pct,ef_5pct,ef_10pct,precision_at_10,precision_at_25,precision_at_50
1,method_scores,ridge,6,nested,spearman,0.071,986,247,0.8114,0.6382,-0.0175,-0.015,2.4577,0.5672,1.1797,0.2,0.32,0.24
1,method_scores,xgboost,6,nested,spearman,0.333,986,247,0.756,0.6049,0.1167,0.3165,3.6866,2.8358,2.2119,0.8,0.6,0.5
1,method_scores_plus_target_context,ridge,20,nested,spearman,0.1067,986,247,0.8124,0.6361,-0.0198,0.0555,1.2289,1.1343,1.0322,0.3,0.28,0.32
1,method_scores_plus_target_context,xgboost,20,nested,spearman,0.2316,986,247,0.8,0.6252,0.0109,0.1914,1.2289,1.7015,1.917,0.5,0.52,0.34
1,method_scores_plus_glide_uncertainty_plus_target_context,ridge,21,nested,spearman,0.1429,986,247,0.813,0.634,-0.0214,0.0677,1.2289,1.4179,1.0322,0.5,0.28,0.3
1,method_scores_plus_glide_uncertainty_plus_target_context,xgboost,21,nested,spearman,0.2727,986,247,0.7982,0.6174,0.0155,0.2189,0.0,1.7015,1.7696,0.4,0.48,0.4
1,method_scores_plus_method_ranks_plus_rank_summary_plus_target_context,ridge,35,nested,spearman,0.1588,986,247,0.8194,0.6412,-0.0375,0.0503,1.2289,0.5672,1.1797,0.2,0.32,0.38
1,method_scores_plus_method_ranks_plus_rank_summary_plus_target_context,xgboost,35,nested,spearman,0.3188,986,247,0.7629,0.5916,0.1005,0.3079,3.6866,3.1194,2.5069,0.8,0.68,0.48
1,chemical_descriptors,ridge,13,nested,spearman,0.1447,986,247,0.8144,0.6415,-0.0249,-0.0119,1.2289,1.7015,1.3272,0.4,0.36,0.2
1,chemical_descriptors,xgboost,13,nested,spearman,0.5948,986,247,0.5551,0.4019,0.5238,0.6882,3.6866,3.1194,3.0967,1.0,0.84,0.8
1,method_scores_plus_chemical_descriptors_plus_target_context,ridge,33,nested,spearman,0.1718,986,247,0.8178,0.6404,-0.0336,0.0288,2.4577,1.7015,1.4746,0.6,0.4,0.28
1,method_scores_plus_chemical_descriptors_plus_target_context,xgboost,33,nested,spearman,0.4981,986,247,0.6232,0.486,0.3999,0.5877,3.6866,3.6866,3.0967,1.0,0.84,0.6
1,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors_plus_target_context,ridge,49,nested,spearman,0.2246,986,247,0.8194,0.6423,-0.0377,0.0498,1.2289,1.1343,1.1797,0.2,0.32,0.26
1,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors_plus_target_context,xgboost,49,nested,spearman,0.5039,986,247,0.6446,0.5032,0.3579,0.5405,3.6866,3.403,3.0967,0.9,0.84,0.64
2,method_scores,ridge,6,nested,spearman,0.04,986,247,0.7714,0.6121,0.0043,0.0923,1.497,0.3455,1.0778,0.1,0.24,0.22
2,method_scores,xgboost,6,nested,spearman,0.3221,986,247,0.7304,0.5904,0.1073,0.3377,1.497,2.7636,1.976,0.6,0.44,0.44
2,method_scores_plus_target_context,ridge,20,nested,spearman,0.099,986,247,0.7718,0.608,0.0033,0.084,0.0,1.0364,0.8982,0.3,0.2,0.2
2,method_scores_plus_target_context,xgboost,20,nested,spearman,0.2367,986,247,0.7805,0.6241,-0.0193,0.162,1.497,1.3818,1.4371,0.3,0.32,0.32
2,method_scores_plus_glide_uncertainty_plus_target_context,ridge,21,nested,spearman,0.1427,986,247,0.771,0.6045,0.0053,0.0968,0.0,0.6909,1.0778,0.1,0.24,0.22
2,method_scores_plus_glide_uncertainty_plus_target_context,xgboost,21,nested,spearman,0.2733,986,247,0.7614,0.613,0.0298,0.2524,1.497,1.0364,1.7964,0.3,0.4,0.36
2,method_scores_plus_method_ranks_plus_rank_summary_plus_target_context,ridge,35,nested,spearman,0.1335,986,247,0.783,0.62,-0.0259,0.0801,1.497,1.3818,1.2575,0.3,0.28,0.24
2,method_scores_plus_method_ranks_plus_rank_summary_plus_target_context,xgboost,35,nested,spearman,0.3006,986,247,0.7427,0.5951,0.0769,0.291,4.4909,2.7636,1.7964,0.7,0.4,0.32
2,chemical_descriptors,ridge,13,nested,spearman,0.0825,986,247,0.775,0.6123,-0.005,0.0971,2.9939,1.3818,0.8982,0.3,0.2,0.18
2,chemical_descriptors,xgboost,13,nested,spearman,0.6167,986,247,0.564,0.4111,0.4677,0.6865,4.4909,4.4909,3.952,1.0,0.88,0.68
2,method_scores_plus_chemical_descriptors_plus_target_context,ridge,33,nested,spearman,0.1093,986,247,0.7726,0.6082,0.001,0.1311,0.0,1.7273,1.6167,0.4,0.36,0.26
2,method_scores_plus_chemical_descriptors_plus_target_context,xgboost,33,nested,spearman,0.5592,986,247,0.6062,0.4774,0.385,0.5846,4.4909,4.1455,3.4131,0.9,0.76,0.6
2,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors_plus_target_context,ridge,49,nested,spearman,0.1877,986,247,0.7905,0.618,-0.0456,0.1158,1.497,1.3818,1.2575,0.3,0.28,0.24
2,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors_plus_target_context,xgboost,49,nested,spearman,0.5255,986,247,0.5981,0.4717,0.4014,0.5907,4.4909,4.4909,3.5927,1.0,0.8,0.6
3,method_scores,ridge,6,nested,spearman,0.0334,987,246,0.7456,0.5906,-0.0015,0.0793,3.3469,1.9309,1.0041,0.3,0.2,0.2
3,method_scores,xgboost,6,nested,spearman,0.3289,987,246,0.6988,0.5466,0.1203,0.3786,5.0204,2.3171,1.4057,0.5,0.28,0.32
3,method_scores_plus_target_context,ridge,20,nested,spearman,0.0446,987,246,0.7443,0.5893,0.0019,0.1348,3.3469,1.1586,1.0041,0.2,0.2,0.16
3,method_scores_plus_target_context,xgboost,20,nested,spearman,0.2427,987,246,0.7509,0.6131,-0.0159,0.2667,3.3469,1.5447,1.2049,0.3,0.24,0.28
3,method_scores_plus_glide_uncertainty_plus_target_context,ridge,21,nested,spearman,0.0686,987,246,0.7403,0.5841,0.0128,0.1934,1.6735,0.7724,0.8033,0.2,0.16,0.24
3,method_scores_plus_glide_uncertainty_plus_target_context,xgboost,21,nested,spearman,0.2535,987,246,0.7141,0.5794,0.0812,0.3177,3.3469,1.9309,1.4057,0.4,0.28,0.28
3,method_scores_plus_method_ranks_plus_rank_summary_plus_target_context,ridge,35,nested,spearman,0.0956,987,246,0.7265,0.5698,0.0492,0.2777,1.6735,1.5447,1.4057,0.4,0.28,0.24
3,method_scores_plus_method_ranks_plus_rank_summary_plus_target_context,xgboost,35,nested,spearman,0.304,987,246,0.6816,0.5613,0.163,0.4285,5.0204,2.3171,1.8073,0.6,0.36,0.34
3,chemical_descriptors,ridge,13,nested,spearman,0.0729,987,246,0.7444,0.5883,0.0018,0.1079,1.6735,1.9309,1.6065,0.3,0.32,0.24
3,chemical_descriptors,xgboost,13,nested,spearman,0.5981,987,246,0.4947,0.3786,0.559,0.7025,5.0204,5.0204,4.6188,1.0,0.92,0.68
3,method_scores_plus_chemical_descriptors_plus_target_context,ridge,33,nested,spearman,0.076,987,246,0.7378,0.5834,0.0192,0.1948,1.6735,1.5447,1.0041,0.3,0.2,0.24
3,method_scores_plus_chemical_descriptors_plus_target_context,xgboost,33,nested,spearman,0.5273,987,246,0.5617,0.4387,0.4315,0.6559,5.0204,4.248,3.8155,0.9,0.76,0.58
3,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors_plus_target_context,ridge,49,nested,spearman,0.1494,987,246,0.7172,0.565,0.0734,0.3216,0.0,2.7033,1.6065,0.6,0.32,0.26
3,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors_plus_target_context,xgboost,49,nested,spearman,0.5075,987,246,0.5542,0.4329,0.4467,0.6806,5.0204,4.6342,3.8155,0.9,0.76,0.6
4,method_scores,ridge,6,nested,spearman,-0.0463,987,246,0.7471,0.5847,-0.0039,0.0297,1.7826,0.8227,1.2835,0.2,0.24,0.2
4,method_scores,xgboost,6,nested,spearman,0.2717,987,246,0.7038,0.5528,0.1091,0.3071,5.3478,2.4682,2.7809,0.4,0.52,0.36
4,method_scores_plus_target_context,ridge,20,nested,spearman,0.0214,987,246,0.7451,0.5851,0.0013,0.0649,1.7826,1.6455,1.4974,0.3,0.28,0.26
4,method_scores_plus_target_context,xgboost,20,nested,spearman,0.2083,987,246,0.7575,0.5909,-0.0322,0.2163,0.0,2.4682,1.9252,0.5,0.36,0.32
4,method_scores_plus_glide_uncertainty_plus_target_context,ridge,21,nested,spearman,0.0561,987,246,0.7443,0.584,0.0035,0.1019,1.7826,1.2341,1.4974,0.3,0.28,0.32
4,method_scores_plus_glide_uncertainty_plus_target_context,xgboost,21,nested,spearman,0.231,987,246,0.7173,0.5683,0.0745,0.2829,0.0,1.6455,2.1391,0.4,0.4,0.34
4,method_scores_plus_method_ranks_plus_rank_summary_plus_target_context,ridge,35,nested,spearman,0.1051,987,246,0.7534,0.598,-0.021,0.0983,1.7826,2.8796,1.9252,0.5,0.36,0.24
4,method_scores_plus_method_ranks_plus_rank_summary_plus_target_context,xgboost,35,nested,spearman,0.257,987,246,0.7102,0.5489,0.0928,0.3321,3.5652,3.291,2.9948,0.7,0.56,0.44
4,chemical_descriptors,ridge,13,nested,spearman,0.1074,987,246,0.7547,0.5849,-0.0245,0.0614,1.7826,0.8227,0.8557,0.2,0.16,0.18
4,chemical_descriptors,xgboost,13,nested,spearman,0.5612,987,246,0.533,0.3818,0.4891,0.6634,5.3478,4.9365,4.92,1.0,0.92,0.64
4,method_scores_plus_chemical_descriptors_plus_target_context,ridge,33,nested,spearman,0.075,987,246,0.7574,0.5927,-0.0319,0.1047,1.7826,1.2341,1.4974,0.3,0.28,0.22
4,method_scores_plus_chemical_descriptors_plus_target_context,xgboost,33,nested,spearman,0.4723,987,246,0.5724,0.4435,0.4107,0.605,5.3478,4.5251,4.2783,0.8,0.8,0.54
4,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors_plus_target_context,ridge,49,nested,spearman,0.1794,987,246,0.7649,0.6027,-0.0524,0.1348,5.3478,2.0569,1.7113,0.5,0.32,0.24
4,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors_plus_target_context,xgboost,49,nested,spearman,0.4388,987,246,0.5924,0.458,0.3687,0.5929,5.3478,4.1137,3.8504,0.7,0.72,0.6
