selection_scope,outer_fold,comparison_name,model_type,p,tuning_mode,tuning_metric,trial_number,n_trials_planned,tuning_score,best_tuning_score_so_far,model_params
outer_fold_1,1,method_scores,ridge,6,nested,spearman,0,1,-0.1253,-0.1253,{'alpha': 0.0419}
outer_fold_1,1,method_scores,xgboost,6,nested,spearman,0,1,0.1012,0.1012,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_1,1,method_scores_plus_glide_uncertainty,ridge,7,nested,spearman,0,1,-0.0558,-0.0558,{'alpha': 0.0419}
outer_fold_1,1,method_scores_plus_glide_uncertainty,xgboost,7,nested,spearman,0,1,0.1237,0.1237,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_1,1,method_ranks,ridge,6,nested,spearman,0,1,-0.1174,-0.1174,{'alpha': 0.0419}
outer_fold_1,1,method_ranks,xgboost,6,nested,spearman,0,1,0.1012,0.1012,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_1,1,method_scores_plus_method_ranks,ridge,12,nested,spearman,0,1,-0.0903,-0.0903,{'alpha': 0.0419}
outer_fold_1,1,method_scores_plus_method_ranks,xgboost,12,nested,spearman,0,1,0.0606,0.0606,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_1,1,method_scores_plus_method_ranks_plus_rank_summary,ridge,21,nested,spearman,0,1,-0.0674,-0.0674,{'alpha': 0.0419}
outer_fold_1,1,method_scores_plus_method_ranks_plus_rank_summary,xgboost,21,nested,spearman,0,1,0.0696,0.0696,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_1,1,chemical_descriptors,ridge,13,nested,spearman,0,1,0.1028,0.1028,{'alpha': 0.0419}
outer_fold_1,1,chemical_descriptors,xgboost,13,nested,spearman,0,1,-0.0644,-0.0644,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_1,1,method_scores_plus_chemical_descriptors,ridge,19,nested,spearman,0,1,0.0554,0.0554,{'alpha': 0.0419}
outer_fold_1,1,method_scores_plus_chemical_descriptors,xgboost,19,nested,spearman,0,1,0.0786,0.0786,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_1,1,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,ridge,35,nested,spearman,0,1,0.0276,0.0276,{'alpha': 0.0419}
outer_fold_1,1,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,xgboost,35,nested,spearman,0,1,0.0687,0.0687,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_2,2,method_scores,ridge,6,nested,spearman,0,1,0.0394,0.0394,{'alpha': 0.0419}
outer_fold_2,2,method_scores,xgboost,6,nested,spearman,0,1,0.0355,0.0355,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_2,2,method_scores_plus_glide_uncertainty,ridge,7,nested,spearman,0,1,0.0543,0.0543,{'alpha': 0.0419}
outer_fold_2,2,method_scores_plus_glide_uncertainty,xgboost,7,nested,spearman,0,1,0.0377,0.0377,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_2,2,method_ranks,ridge,6,nested,spearman,0,1,0.1103,0.1103,{'alpha': 0.0419}
outer_fold_2,2,method_ranks,xgboost,6,nested,spearman,0,1,0.0355,0.0355,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_2,2,method_scores_plus_method_ranks,ridge,12,nested,spearman,0,1,0.0424,0.0424,{'alpha': 0.0419}
outer_fold_2,2,method_scores_plus_method_ranks,xgboost,12,nested,spearman,0,1,0.0397,0.0397,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_2,2,method_scores_plus_method_ranks_plus_rank_summary,ridge,21,nested,spearman,0,1,0.0097,0.0097,{'alpha': 0.0419}
outer_fold_2,2,method_scores_plus_method_ranks_plus_rank_summary,xgboost,21,nested,spearman,0,1,0.0981,0.0981,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_2,2,chemical_descriptors,ridge,13,nested,spearman,0,1,0.1158,0.1158,{'alpha': 0.0419}
outer_fold_2,2,chemical_descriptors,xgboost,13,nested,spearman,0,1,0.1844,0.1844,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_2,2,method_scores_plus_chemical_descriptors,ridge,19,nested,spearman,0,1,0.0924,0.0924,{'alpha': 0.0419}
outer_fold_2,2,method_scores_plus_chemical_descriptors,xgboost,19,nested,spearman,0,1,0.1507,0.1507,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_2,2,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,ridge,35,nested,spearman,0,1,0.1038,0.1038,{'alpha': 0.0419}
outer_fold_2,2,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,xgboost,35,nested,spearman,0,1,0.1706,0.1706,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_3,3,method_scores,ridge,6,nested,spearman,0,1,-0.1084,-0.1084,{'alpha': 0.0419}
outer_fold_3,3,method_scores,xgboost,6,nested,spearman,0,1,0.0359,0.0359,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_3,3,method_scores_plus_glide_uncertainty,ridge,7,nested,spearman,0,1,-0.1169,-0.1169,{'alpha': 0.0419}
outer_fold_3,3,method_scores_plus_glide_uncertainty,xgboost,7,nested,spearman,0,1,-0.0105,-0.0105,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_3,3,method_ranks,ridge,6,nested,spearman,0,1,-0.0929,-0.0929,{'alpha': 0.0419}
outer_fold_3,3,method_ranks,xgboost,6,nested,spearman,0,1,0.0359,0.0359,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_3,3,method_scores_plus_method_ranks,ridge,12,nested,spearman,0,1,-0.0035,-0.0035,{'alpha': 0.0419}
outer_fold_3,3,method_scores_plus_method_ranks,xgboost,12,nested,spearman,0,1,0.0449,0.0449,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_3,3,method_scores_plus_method_ranks_plus_rank_summary,ridge,21,nested,spearman,0,1,-0.0036,-0.0036,{'alpha': 0.0419}
outer_fold_3,3,method_scores_plus_method_ranks_plus_rank_summary,xgboost,21,nested,spearman,0,1,-0.0257,-0.0257,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_3,3,chemical_descriptors,ridge,13,nested,spearman,0,1,0.1383,0.1383,{'alpha': 0.0419}
outer_fold_3,3,chemical_descriptors,xgboost,13,nested,spearman,0,1,-0.1125,-0.1125,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_3,3,method_scores_plus_chemical_descriptors,ridge,19,nested,spearman,0,1,0.0929,0.0929,{'alpha': 0.0419}
outer_fold_3,3,method_scores_plus_chemical_descriptors,xgboost,19,nested,spearman,0,1,0.1171,0.1171,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_3,3,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,ridge,35,nested,spearman,0,1,0.1387,0.1387,{'alpha': 0.0419}
outer_fold_3,3,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,xgboost,35,nested,spearman,0,1,0.0193,0.0193,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_4,4,method_scores,ridge,6,nested,spearman,0,1,0.0423,0.0423,{'alpha': 0.0419}
outer_fold_4,4,method_scores,xgboost,6,nested,spearman,0,1,0.0256,0.0256,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_4,4,method_scores_plus_glide_uncertainty,ridge,7,nested,spearman,0,1,0.03,0.03,{'alpha': 0.0419}
outer_fold_4,4,method_scores_plus_glide_uncertainty,xgboost,7,nested,spearman,0,1,0.0542,0.0542,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_4,4,method_ranks,ridge,6,nested,spearman,0,1,0.0023,0.0023,{'alpha': 0.0419}
outer_fold_4,4,method_ranks,xgboost,6,nested,spearman,0,1,0.0256,0.0256,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_4,4,method_scores_plus_method_ranks,ridge,12,nested,spearman,0,1,-0.0112,-0.0112,{'alpha': 0.0419}
outer_fold_4,4,method_scores_plus_method_ranks,xgboost,12,nested,spearman,0,1,0.041,0.041,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_4,4,method_scores_plus_method_ranks_plus_rank_summary,ridge,21,nested,spearman,0,1,0.005,0.005,{'alpha': 0.0419}
outer_fold_4,4,method_scores_plus_method_ranks_plus_rank_summary,xgboost,21,nested,spearman,0,1,-0.0469,-0.0469,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_4,4,chemical_descriptors,ridge,13,nested,spearman,0,1,0.0946,0.0946,{'alpha': 0.0419}
outer_fold_4,4,chemical_descriptors,xgboost,13,nested,spearman,0,1,0.0633,0.0633,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_4,4,method_scores_plus_chemical_descriptors,ridge,19,nested,spearman,0,1,0.1305,0.1305,{'alpha': 0.0419}
outer_fold_4,4,method_scores_plus_chemical_descriptors,xgboost,19,nested,spearman,0,1,0.0641,0.0641,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_4,4,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,ridge,35,nested,spearman,0,1,0.0811,0.0811,{'alpha': 0.0419}
outer_fold_4,4,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,xgboost,35,nested,spearman,0,1,0.1,0.1,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
full_labeled_data,,method_scores,ridge,6,nested,spearman,0,1,-0.0069,-0.0069,{'alpha': 0.0419}
full_labeled_data,,method_scores,xgboost,6,nested,spearman,0,1,-0.0102,-0.0102,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
full_labeled_data,,method_scores_plus_glide_uncertainty,ridge,7,nested,spearman,0,1,0.0274,0.0274,{'alpha': 0.0419}
full_labeled_data,,method_scores_plus_glide_uncertainty,xgboost,7,nested,spearman,0,1,-0.02,-0.02,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
full_labeled_data,,method_ranks,ridge,6,nested,spearman,0,1,0.047,0.047,{'alpha': 0.0419}
full_labeled_data,,method_ranks,xgboost,6,nested,spearman,0,1,-0.0102,-0.0102,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
full_labeled_data,,method_scores_plus_method_ranks,ridge,12,nested,spearman,0,1,-0.0151,-0.0151,{'alpha': 0.0419}
full_labeled_data,,method_scores_plus_method_ranks,xgboost,12,nested,spearman,0,1,0.0171,0.0171,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
full_labeled_data,,method_scores_plus_method_ranks_plus_rank_summary,ridge,21,nested,spearman,0,1,-0.011,-0.011,{'alpha': 0.0419}
full_labeled_data,,method_scores_plus_method_ranks_plus_rank_summary,xgboost,21,nested,spearman,0,1,0.007,0.007,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
full_labeled_data,,chemical_descriptors,ridge,13,nested,spearman,0,1,0.1725,0.1725,{'alpha': 0.0419}
full_labeled_data,,chemical_descriptors,xgboost,13,nested,spearman,0,1,0.0224,0.0224,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
full_labeled_data,,method_scores_plus_chemical_descriptors,ridge,19,nested,spearman,0,1,0.1511,0.1511,{'alpha': 0.0419}
full_labeled_data,,method_scores_plus_chemical_descriptors,xgboost,19,nested,spearman,0,1,0.1142,0.1142,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
full_labeled_data,,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,ridge,35,nested,spearman,0,1,0.1194,0.1194,{'alpha': 0.0419}
full_labeled_data,,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,xgboost,35,nested,spearman,0,1,0.0569,0.0569,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
