selection_scope,outer_fold,comparison_name,model_type,p,tuning_mode,tuning_metric,trial_number,n_trials_planned,tuning_score,best_tuning_score_so_far,model_params
outer_fold_0,0,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,ridge,35,nested,spearman,0,1,0.8493,0.8493,{'alpha': 0.0419}
outer_fold_0,0,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,xgboost,35,nested,spearman,0,1,0.8832,0.8832,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_1,1,method_scores,ridge,6,nested,spearman,0,1,0.8493,0.8493,{'alpha': 0.0419}
outer_fold_1,1,method_scores,xgboost,6,nested,spearman,0,1,0.8072,0.8072,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_1,1,method_scores_plus_glide_uncertainty,ridge,7,nested,spearman,0,1,0.8543,0.8543,{'alpha': 0.0419}
outer_fold_1,1,method_scores_plus_glide_uncertainty,xgboost,7,nested,spearman,0,1,0.8208,0.8208,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_1,1,method_ranks,ridge,6,nested,spearman,0,1,0.8794,0.8794,{'alpha': 0.0419}
outer_fold_1,1,method_ranks,xgboost,6,nested,spearman,0,1,0.8072,0.8072,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_1,1,method_scores_plus_method_ranks,ridge,12,nested,spearman,0,1,0.8799,0.8799,{'alpha': 0.0419}
outer_fold_1,1,method_scores_plus_method_ranks,xgboost,12,nested,spearman,0,1,0.8238,0.8238,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_1,1,method_scores_plus_method_ranks_plus_rank_summary,ridge,21,nested,spearman,0,1,0.8644,0.8644,{'alpha': 0.0419}
outer_fold_1,1,method_scores_plus_method_ranks_plus_rank_summary,xgboost,21,nested,spearman,0,1,0.8559,0.8559,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_1,1,chemical_descriptors,ridge,13,nested,spearman,0,1,0.376,0.376,{'alpha': 0.0419}
outer_fold_1,1,chemical_descriptors,xgboost,13,nested,spearman,0,1,0.3902,0.3902,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_1,1,method_scores_plus_chemical_descriptors,ridge,19,nested,spearman,0,1,0.8319,0.8319,{'alpha': 0.0419}
outer_fold_1,1,method_scores_plus_chemical_descriptors,xgboost,19,nested,spearman,0,1,0.7961,0.7961,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_1,1,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,ridge,35,nested,spearman,0,1,0.8471,0.8471,{'alpha': 0.0419}
outer_fold_1,1,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,xgboost,35,nested,spearman,0,1,0.8435,0.8435,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_2,2,method_scores,ridge,6,nested,spearman,0,1,0.8886,0.8886,{'alpha': 0.0419}
outer_fold_2,2,method_scores,xgboost,6,nested,spearman,0,1,0.8605,0.8605,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_2,2,method_scores_plus_glide_uncertainty,ridge,7,nested,spearman,0,1,0.8918,0.8918,{'alpha': 0.0419}
outer_fold_2,2,method_scores_plus_glide_uncertainty,xgboost,7,nested,spearman,0,1,0.8548,0.8548,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_2,2,method_ranks,ridge,6,nested,spearman,0,1,0.9119,0.9119,{'alpha': 0.0419}
outer_fold_2,2,method_ranks,xgboost,6,nested,spearman,0,1,0.8605,0.8605,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_2,2,method_scores_plus_method_ranks,ridge,12,nested,spearman,0,1,0.9067,0.9067,{'alpha': 0.0419}
outer_fold_2,2,method_scores_plus_method_ranks,xgboost,12,nested,spearman,0,1,0.8616,0.8616,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_2,2,method_scores_plus_method_ranks_plus_rank_summary,ridge,21,nested,spearman,0,1,0.8966,0.8966,{'alpha': 0.0419}
outer_fold_2,2,method_scores_plus_method_ranks_plus_rank_summary,xgboost,21,nested,spearman,0,1,0.8961,0.8961,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_2,2,chemical_descriptors,ridge,13,nested,spearman,0,1,0.3773,0.3773,{'alpha': 0.0419}
outer_fold_2,2,chemical_descriptors,xgboost,13,nested,spearman,0,1,0.3756,0.3756,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_2,2,method_scores_plus_chemical_descriptors,ridge,19,nested,spearman,0,1,0.8722,0.8722,{'alpha': 0.0419}
outer_fold_2,2,method_scores_plus_chemical_descriptors,xgboost,19,nested,spearman,0,1,0.8516,0.8516,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_2,2,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,ridge,35,nested,spearman,0,1,0.878,0.878,{'alpha': 0.0419}
outer_fold_2,2,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,xgboost,35,nested,spearman,0,1,0.8921,0.8921,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_3,3,method_scores,ridge,6,nested,spearman,0,1,0.8898,0.8898,{'alpha': 0.0419}
outer_fold_3,3,method_scores,xgboost,6,nested,spearman,0,1,0.8397,0.8397,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_3,3,method_scores_plus_glide_uncertainty,ridge,7,nested,spearman,0,1,0.8877,0.8877,{'alpha': 0.0419}
outer_fold_3,3,method_scores_plus_glide_uncertainty,xgboost,7,nested,spearman,0,1,0.8523,0.8523,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_3,3,method_ranks,ridge,6,nested,spearman,0,1,0.9099,0.9099,{'alpha': 0.0419}
outer_fold_3,3,method_ranks,xgboost,6,nested,spearman,0,1,0.8397,0.8397,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_3,3,method_scores_plus_method_ranks,ridge,12,nested,spearman,0,1,0.9044,0.9044,{'alpha': 0.0419}
outer_fold_3,3,method_scores_plus_method_ranks,xgboost,12,nested,spearman,0,1,0.8389,0.8389,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_3,3,method_scores_plus_method_ranks_plus_rank_summary,ridge,21,nested,spearman,0,1,0.8966,0.8966,{'alpha': 0.0419}
outer_fold_3,3,method_scores_plus_method_ranks_plus_rank_summary,xgboost,21,nested,spearman,0,1,0.8729,0.8729,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_3,3,chemical_descriptors,ridge,13,nested,spearman,0,1,0.336,0.336,{'alpha': 0.0419}
outer_fold_3,3,chemical_descriptors,xgboost,13,nested,spearman,0,1,0.4854,0.4854,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_3,3,method_scores_plus_chemical_descriptors,ridge,19,nested,spearman,0,1,0.8756,0.8756,{'alpha': 0.0419}
outer_fold_3,3,method_scores_plus_chemical_descriptors,xgboost,19,nested,spearman,0,1,0.8263,0.8263,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_3,3,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,ridge,35,nested,spearman,0,1,0.8898,0.8898,{'alpha': 0.0419}
outer_fold_3,3,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,xgboost,35,nested,spearman,0,1,0.8856,0.8856,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_4,4,method_scores,ridge,6,nested,spearman,0,1,0.8475,0.8475,{'alpha': 0.0419}
outer_fold_4,4,method_scores,xgboost,6,nested,spearman,0,1,0.836,0.836,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_4,4,method_scores_plus_glide_uncertainty,ridge,7,nested,spearman,0,1,0.8429,0.8429,{'alpha': 0.0419}
outer_fold_4,4,method_scores_plus_glide_uncertainty,xgboost,7,nested,spearman,0,1,0.8488,0.8488,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_4,4,method_ranks,ridge,6,nested,spearman,0,1,0.881,0.881,{'alpha': 0.0419}
outer_fold_4,4,method_ranks,xgboost,6,nested,spearman,0,1,0.836,0.836,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_4,4,method_scores_plus_method_ranks,ridge,12,nested,spearman,0,1,0.8743,0.8743,{'alpha': 0.0419}
outer_fold_4,4,method_scores_plus_method_ranks,xgboost,12,nested,spearman,0,1,0.8431,0.8431,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_4,4,method_scores_plus_method_ranks_plus_rank_summary,ridge,21,nested,spearman,0,1,0.8709,0.8709,{'alpha': 0.0419}
outer_fold_4,4,method_scores_plus_method_ranks_plus_rank_summary,xgboost,21,nested,spearman,0,1,0.8613,0.8613,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_4,4,chemical_descriptors,ridge,13,nested,spearman,0,1,0.2511,0.2511,{'alpha': 0.0419}
outer_fold_4,4,chemical_descriptors,xgboost,13,nested,spearman,0,1,0.4737,0.4737,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_4,4,method_scores_plus_chemical_descriptors,ridge,19,nested,spearman,0,1,0.8315,0.8315,{'alpha': 0.0419}
outer_fold_4,4,method_scores_plus_chemical_descriptors,xgboost,19,nested,spearman,0,1,0.832,0.832,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_4,4,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,ridge,35,nested,spearman,0,1,0.8498,0.8498,{'alpha': 0.0419}
outer_fold_4,4,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,xgboost,35,nested,spearman,0,1,0.8615,0.8615,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
full_labeled_data,,method_scores,ridge,6,nested,spearman,0,1,0.8809,0.8809,{'alpha': 0.0419}
full_labeled_data,,method_scores,xgboost,6,nested,spearman,0,1,0.8428,0.8428,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
full_labeled_data,,method_scores_plus_glide_uncertainty,ridge,7,nested,spearman,0,1,0.8789,0.8789,{'alpha': 0.0419}
full_labeled_data,,method_scores_plus_glide_uncertainty,xgboost,7,nested,spearman,0,1,0.8486,0.8486,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
full_labeled_data,,method_ranks,ridge,6,nested,spearman,0,1,0.9017,0.9017,{'alpha': 0.0419}
full_labeled_data,,method_ranks,xgboost,6,nested,spearman,0,1,0.8428,0.8428,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
full_labeled_data,,method_scores_plus_method_ranks,ridge,12,nested,spearman,0,1,0.8975,0.8975,{'alpha': 0.0419}
full_labeled_data,,method_scores_plus_method_ranks,xgboost,12,nested,spearman,0,1,0.8313,0.8313,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
full_labeled_data,,method_scores_plus_method_ranks_plus_rank_summary,ridge,21,nested,spearman,0,1,0.8909,0.8909,{'alpha': 0.0419}
full_labeled_data,,method_scores_plus_method_ranks_plus_rank_summary,xgboost,21,nested,spearman,0,1,0.8694,0.8694,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
full_labeled_data,,chemical_descriptors,ridge,13,nested,spearman,0,1,0.3597,0.3597,{'alpha': 0.0419}
full_labeled_data,,chemical_descriptors,xgboost,13,nested,spearman,0,1,0.4298,0.4298,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
full_labeled_data,,method_scores_plus_chemical_descriptors,ridge,19,nested,spearman,0,1,0.865,0.865,{'alpha': 0.0419}
full_labeled_data,,method_scores_plus_chemical_descriptors,xgboost,19,nested,spearman,0,1,0.8203,0.8203,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
full_labeled_data,,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,ridge,35,nested,spearman,0,1,0.874,0.874,{'alpha': 0.0419}
full_labeled_data,,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,xgboost,35,nested,spearman,0,1,0.8672,0.8672,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
