outer_fold,comparison_name,model_type,p,tuning_mode,tuning_metric,tuning_score,n_train,n_test,rmse,mae,r2,spearman,ef_1pct,ef_5pct,ef_10pct,precision_at_10,precision_at_25,precision_at_50
1,method_scores_plus_method_ranks,xgboost,12,nested,spearman,0.8509,240,60,0.3666,0.2892,0.804,0.906,4.0,4.0,4.0,0.8,0.6,0.3
1,method_scores_plus_method_ranks_plus_rank_summary,ridge,21,nested,spearman,0.8744,240,60,0.3589,0.2799,0.8122,0.9343,4.0,4.0,3.3333,0.9,0.6,0.3
1,method_scores_plus_method_ranks_plus_rank_summary,xgboost,21,nested,spearman,0.8716,240,60,0.4019,0.3172,0.7645,0.9278,4.0,4.0,4.0,0.9,0.6,0.3
1,chemical_descriptors,ridge,13,nested,spearman,0.3904,240,60,0.8009,0.6256,0.0648,0.2771,0.0,1.3333,1.3333,0.3,0.28,0.28
1,chemical_descriptors,xgboost,13,nested,spearman,0.4482,240,60,0.7798,0.5835,0.1134,0.3677,0.0,1.3333,1.3333,0.3,0.28,0.26
1,method_scores_plus_chemical_descriptors,ridge,19,nested,spearman,0.8396,240,60,0.4019,0.3024,0.7645,0.905,4.0,4.0,4.0,0.8,0.56,0.3
1,method_scores_plus_chemical_descriptors,xgboost,19,nested,spearman,0.8395,240,60,0.3724,0.2926,0.7978,0.9112,4.0,4.0,4.0,0.8,0.56,0.3
1,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,ridge,35,nested,spearman,0.8695,240,60,0.3827,0.307,0.7864,0.9311,4.0,4.0,4.0,0.8,0.56,0.3
1,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,xgboost,35,nested,spearman,0.8746,240,60,0.3983,0.3148,0.7686,0.9259,4.0,4.0,4.0,0.9,0.56,0.3
2,method_scores,ridge,6,nested,spearman,0.8898,240,60,0.5123,0.3769,0.5707,0.7973,5.4545,3.6364,3.6364,0.5,0.4,0.22
2,method_scores,xgboost,6,nested,spearman,0.8821,240,60,0.4704,0.3528,0.6382,0.821,5.4545,3.6364,2.7273,0.4,0.4,0.22
2,method_scores_plus_glide_uncertainty,ridge,7,nested,spearman,0.8932,240,60,0.5185,0.3796,0.5603,0.8033,5.4545,3.6364,3.6364,0.5,0.4,0.22
2,method_scores_plus_glide_uncertainty,xgboost,7,nested,spearman,0.8802,240,60,0.4791,0.3666,0.6246,0.823,5.4545,3.6364,3.6364,0.4,0.4,0.22
2,method_ranks,ridge,6,nested,spearman,0.912,240,60,0.4616,0.3593,0.6515,0.8574,5.4545,3.6364,3.6364,0.7,0.4,0.22
2,method_ranks,xgboost,6,nested,spearman,0.8821,240,60,0.4704,0.3528,0.6382,0.821,5.4545,3.6364,2.7273,0.4,0.4,0.22
2,method_scores_plus_method_ranks,ridge,12,nested,spearman,0.9091,240,60,0.4743,0.3648,0.6322,0.8453,5.4545,3.6364,3.6364,0.7,0.4,0.22
2,method_scores_plus_method_ranks,xgboost,12,nested,spearman,0.882,240,60,0.4743,0.3652,0.6321,0.8214,5.4545,3.6364,2.7273,0.5,0.4,0.22
2,method_scores_plus_method_ranks_plus_rank_summary,ridge,21,nested,spearman,0.909,240,60,0.4563,0.3536,0.6595,0.8475,5.4545,3.6364,3.6364,0.7,0.4,0.22
2,method_scores_plus_method_ranks_plus_rank_summary,xgboost,21,nested,spearman,0.9111,240,60,0.441,0.3215,0.682,0.8389,5.4545,3.6364,4.5455,0.6,0.4,0.22
2,chemical_descriptors,ridge,13,nested,spearman,0.381,240,60,0.7486,0.5371,0.0836,0.5099,5.4545,3.6364,1.8182,0.3,0.28,0.22
2,chemical_descriptors,xgboost,13,nested,spearman,0.4467,240,60,0.676,0.5014,0.2527,0.555,5.4545,3.6364,1.8182,0.5,0.36,0.22
2,method_scores_plus_chemical_descriptors,ridge,19,nested,spearman,0.8827,240,60,0.5193,0.3813,0.559,0.7996,5.4545,3.6364,3.6364,0.5,0.4,0.22
2,method_scores_plus_chemical_descriptors,xgboost,19,nested,spearman,0.8872,240,60,0.4659,0.3606,0.645,0.8406,5.4545,3.6364,3.6364,0.6,0.4,0.22
2,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,ridge,35,nested,spearman,0.9068,240,60,0.4651,0.349,0.6462,0.8498,5.4545,3.6364,3.6364,0.7,0.4,0.22
2,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,xgboost,35,nested,spearman,0.914,240,60,0.4442,0.3243,0.6773,0.838,5.4545,3.6364,3.6364,0.6,0.4,0.22
3,method_scores,ridge,6,nested,spearman,0.8898,240,60,0.4154,0.3201,0.5939,0.8062,3.5294,3.5294,2.9412,0.7,0.56,0.34
3,method_scores,xgboost,6,nested,spearman,0.8853,240,60,0.3694,0.2481,0.6788,0.8643,3.5294,3.5294,2.9412,0.9,0.68,0.34
3,method_scores_plus_glide_uncertainty,ridge,7,nested,spearman,0.8892,240,60,0.4088,0.3153,0.6066,0.8044,3.5294,3.5294,2.9412,0.8,0.56,0.34
3,method_scores_plus_glide_uncertainty,xgboost,7,nested,spearman,0.8857,240,60,0.3787,0.2485,0.6624,0.853,3.5294,3.5294,2.9412,0.9,0.64,0.34
3,method_ranks,ridge,6,nested,spearman,0.9099,240,60,0.3324,0.2505,0.7399,0.8749,3.5294,3.5294,3.5294,1.0,0.68,0.34
3,method_ranks,xgboost,6,nested,spearman,0.8853,240,60,0.3694,0.2481,0.6788,0.8643,3.5294,3.5294,2.9412,0.9,0.68,0.34
3,method_scores_plus_method_ranks,ridge,12,nested,spearman,0.9044,240,60,0.3318,0.2482,0.7409,0.8732,3.5294,3.5294,3.5294,0.9,0.64,0.34
3,method_scores_plus_method_ranks,xgboost,12,nested,spearman,0.8849,240,60,0.3699,0.2444,0.6778,0.8594,3.5294,3.5294,2.9412,0.9,0.68,0.34
3,method_scores_plus_method_ranks_plus_rank_summary,ridge,21,nested,spearman,0.9015,240,60,0.3354,0.2548,0.7352,0.8602,3.5294,3.5294,3.5294,1.0,0.64,0.34
3,method_scores_plus_method_ranks_plus_rank_summary,xgboost,21,nested,spearman,0.903,240,60,0.3368,0.2574,0.7329,0.8943,3.5294,3.5294,3.5294,0.9,0.64,0.34
3,chemical_descriptors,ridge,13,nested,spearman,0.4207,240,60,0.6556,0.5084,-0.0119,0.1769,0.0,0.0,1.1765,0.4,0.32,0.34
3,chemical_descriptors,xgboost,13,nested,spearman,0.4899,240,60,0.582,0.4573,0.2025,0.4482,3.5294,2.3529,2.9412,0.6,0.52,0.34
3,method_scores_plus_chemical_descriptors,ridge,19,nested,spearman,0.8832,240,60,0.4357,0.3417,0.553,0.7709,3.5294,3.5294,2.9412,0.8,0.56,0.34
3,method_scores_plus_chemical_descriptors,xgboost,19,nested,spearman,0.8693,240,60,0.3624,0.2411,0.6908,0.8517,3.5294,2.3529,2.9412,0.9,0.64,0.34
3,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,ridge,35,nested,spearman,0.9018,240,60,0.3556,0.2617,0.7023,0.8319,3.5294,3.5294,3.5294,1.0,0.64,0.34
3,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,xgboost,35,nested,spearman,0.9033,240,60,0.3357,0.2576,0.7347,0.8865,3.5294,3.5294,3.5294,0.9,0.68,0.34
4,method_scores,ridge,6,nested,spearman,0.8494,240,60,0.4126,0.2897,0.7871,0.8912,4.2857,4.2857,4.2857,0.9,0.56,0.28
4,method_scores,xgboost,6,nested,spearman,0.8597,240,60,0.3793,0.2903,0.8201,0.8792,4.2857,4.2857,4.2857,0.9,0.56,0.28
4,method_scores_plus_glide_uncertainty,ridge,7,nested,spearman,0.8466,240,60,0.4119,0.2897,0.7878,0.8877,4.2857,4.2857,4.2857,0.9,0.56,0.28
4,method_scores_plus_glide_uncertainty,xgboost,7,nested,spearman,0.8568,240,60,0.3895,0.2952,0.8102,0.8831,4.2857,4.2857,4.2857,0.9,0.56,0.28
4,method_ranks,ridge,6,nested,spearman,0.8812,240,60,0.3676,0.2692,0.831,0.9142,4.2857,4.2857,4.2857,0.9,0.56,0.28
4,method_ranks,xgboost,6,nested,spearman,0.8597,240,60,0.3793,0.2903,0.8201,0.8792,4.2857,4.2857,4.2857,0.9,0.56,0.28
4,method_scores_plus_method_ranks,ridge,12,nested,spearman,0.8744,240,60,0.3709,0.2687,0.8279,0.9079,4.2857,4.2857,4.2857,0.9,0.56,0.28
4,method_scores_plus_method_ranks,xgboost,12,nested,spearman,0.8593,240,60,0.3818,0.2881,0.8177,0.8826,4.2857,4.2857,4.2857,0.9,0.56,0.28
4,method_scores_plus_method_ranks_plus_rank_summary,ridge,21,nested,spearman,0.8764,240,60,0.3813,0.2686,0.8181,0.9015,4.2857,4.2857,4.2857,0.9,0.56,0.28
4,method_scores_plus_method_ranks_plus_rank_summary,xgboost,21,nested,spearman,0.8763,240,60,0.3955,0.2814,0.8043,0.9193,4.2857,4.2857,4.2857,0.9,0.56,0.28
4,chemical_descriptors,ridge,13,nested,spearman,0.3346,240,60,0.8459,0.6222,0.1049,0.4325,4.2857,2.8571,2.1429,0.4,0.36,0.28
4,chemical_descriptors,xgboost,13,nested,spearman,0.4737,240,60,0.7293,0.5627,0.3347,0.6103,4.2857,2.8571,2.8571,0.6,0.4,0.28
4,method_scores_plus_chemical_descriptors,ridge,19,nested,spearman,0.8358,240,60,0.4159,0.2917,0.7837,0.8885,4.2857,4.2857,4.2857,0.9,0.56,0.28
4,method_scores_plus_chemical_descriptors,xgboost,19,nested,spearman,0.8553,240,60,0.3939,0.2975,0.8059,0.883,4.2857,4.2857,4.2857,0.9,0.56,0.28
4,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,ridge,35,nested,spearman,0.8623,240,60,0.3793,0.2641,0.82,0.9005,4.2857,4.2857,4.2857,0.9,0.56,0.28
4,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,xgboost,35,nested,spearman,0.8768,240,60,0.4158,0.2927,0.7837,0.9218,4.2857,4.2857,4.2857,0.9,0.56,0.28
