dataset_label,base_name,selection_scope,outer_fold,comparison_name,model_type,p,tuning_mode,tuning_metric,trial_number,n_trials_planned,tuning_score,best_tuning_score_so_far,model_params,param_alpha,param_log10_alpha,param_signature,feature_set_label,target_class_label
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,21,100,0.4457,0.452,{'alpha': 52.4},52.4,1.7193312869837267,alpha=52.4,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,22,100,0.4483,0.452,{'alpha': 38.7},38.7,1.5877109650189114,alpha=38.7,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,23,100,0.4161,0.452,{'alpha': 3.95},3.95,0.5965970956264602,alpha=3.95,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,24,100,0.4476,0.452,{'alpha': 35.8},35.8,1.5538830266438743,alpha=35.8,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,25,100,0.3753,0.452,{'alpha': 0.404},0.404,-0.393618634889395,alpha=0.404,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,26,100,0.4414,0.452,{'alpha': 257.0},257.0,2.4099331233312946,alpha=257.0,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,27,100,0.4363,0.452,{'alpha': 972.0},972.0,2.9876662649262746,alpha=972.0,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,28,100,0.4197,0.452,{'alpha': 4.42},4.42,0.6454222693490919,alpha=4.42,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,29,100,0.3662,0.452,{'alpha': 0.0517},0.0517,-1.2865094569060576,alpha=0.0517,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,30,100,0.4398,0.452,{'alpha': 166.0},166.0,2.220108088040055,alpha=166.0,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,31,100,0.4465,0.452,{'alpha': 34.3},34.3,1.5352941200427705,alpha=34.3,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,32,100,0.4501,0.452,{'alpha': 25.2},25.2,1.4014005407815442,alpha=25.2,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,33,100,0.4256,0.452,{'alpha': 5.47},5.47,0.7379873263334308,alpha=5.47,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,34,100,0.4516,0.452,{'alpha': 24.4},24.4,1.3873898263387294,alpha=24.4,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,35,100,0.4488,0.452,{'alpha': 18.7},18.7,1.271841606536499,alpha=18.7,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,36,100,0.449,0.452,{'alpha': 18.3},18.3,1.2624510897304295,alpha=18.3,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,37,100,0.4059,0.452,{'alpha': 2.15},2.15,0.33243845991560533,alpha=2.15,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,38,100,0.3823,0.452,{'alpha': 0.799},0.799,-0.09745322068600858,alpha=0.799,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,39,100,0.4365,0.452,{'alpha': 472.0},472.0,2.673941998634088,alpha=472.0,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,40,100,0.4333,0.452,{'alpha': 7.86},7.86,0.895422546039408,alpha=7.86,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,41,100,0.4478,0.452,{'alpha': 15.3},15.3,1.1846914308175989,alpha=15.3,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,42,100,0.4492,0.452,{'alpha': 26.3},26.3,1.4199557484897578,alpha=26.3,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,43,100,0.4114,0.452,{'alpha': 2.69},2.69,0.42975228000240795,alpha=2.69,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,44,100,0.443,0.452,{'alpha': 134.0},134.0,2.1271047983648077,alpha=134.0,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,45,100,0.452,0.452,{'alpha': 22.6},22.6,1.354108439147401,alpha=22.6,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,46,100,0.4309,0.452,{'alpha': 7.44},7.44,0.8715729355458788,alpha=7.44,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,47,100,0.4529,0.4529,{'alpha': 23.3},23.3,1.3673559210260189,alpha=23.3,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,48,100,0.4386,0.4529,{'alpha': 398.0},398.0,2.5998830720736876,alpha=398.0,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,49,100,0.444,0.4529,{'alpha': 103.0},103.0,2.012837224705172,alpha=103.0,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,50,100,0.4374,0.4529,{'alpha': 9.22},9.22,0.9647309210536293,alpha=9.22,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,51,100,0.4501,0.4529,{'alpha': 25.2},25.2,1.4014005407815442,alpha=25.2,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,52,100,0.4507,0.4529,{'alpha': 24.8},24.8,1.3944516808262162,alpha=24.8,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,53,100,0.3639,0.4529,{'alpha': 0.00144},0.00144,-2.8416375079047502,alpha=0.00144,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,54,100,0.4483,0.4529,{'alpha': 64.3},64.3,1.808210972924222,alpha=64.3,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,55,100,0.4446,0.4529,{'alpha': 12.6},12.6,1.100370545117563,alpha=12.6,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,56,100,0.388,0.4529,{'alpha': 1.14},1.14,0.05690485133647256,alpha=1.14,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,57,100,0.4114,0.4529,{'alpha': 2.7},2.7,0.43136376415898736,alpha=2.7,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,58,100,0.4432,0.4529,{'alpha': 84.5},84.5,1.9268567089496924,alpha=84.5,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,59,100,0.4408,0.4529,{'alpha': 210.0},210.0,2.322219294733919,alpha=210.0,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,60,100,0.4489,0.4529,{'alpha': 37.3},37.3,1.5717088318086876,alpha=37.3,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,61,100,0.4503,0.4529,{'alpha': 25.3},25.3,1.403120521175818,alpha=25.3,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,62,100,0.4405,0.4529,{'alpha': 11.5},11.5,1.0606978403536116,alpha=11.5,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,63,100,0.4455,0.4529,{'alpha': 52.8},52.8,1.7226339225338123,alpha=52.8,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,64,100,0.4174,0.4529,{'alpha': 4.16},4.16,0.6190933306267428,alpha=4.16,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,65,100,0.4531,0.4531,{'alpha': 23.4},23.4,1.3692158574101427,alpha=23.4,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,66,100,0.4272,0.4531,{'alpha': 6.18},6.18,0.7909884750888159,alpha=6.18,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,67,100,0.4419,0.4531,{'alpha': 101.0},101.0,2.0043213737826426,alpha=101.0,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,68,100,0.4514,0.4531,{'alpha': 43.9},43.9,1.6424645202421213,alpha=43.9,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,69,100,0.4405,0.4531,{'alpha': 319.0},319.0,2.503790683057181,alpha=319.0,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,70,100,0.4489,0.4531,{'alpha': 46.9},46.9,1.6711728427150832,alpha=46.9,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,71,100,0.4526,0.4531,{'alpha': 23.2},23.2,1.3654879848908996,alpha=23.2,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,72,100,0.4513,0.4531,{'alpha': 17.0},17.0,1.2304489213782739,alpha=17.0,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,73,100,0.448,0.4531,{'alpha': 15.5},15.5,1.1903316981702914,alpha=15.5,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,74,100,0.4446,0.4531,{'alpha': 124.0},124.0,2.093421685162235,alpha=124.0,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,75,100,0.4387,0.4531,{'alpha': 9.95},9.95,0.9978230807457255,alpha=9.95,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,76,100,0.449,0.4531,{'alpha': 46.7},46.7,1.6693168805661123,alpha=46.7,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,77,100,0.4217,0.4531,{'alpha': 5.24},5.24,0.7193312869837266,alpha=5.24,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,78,100,0.4492,0.4531,{'alpha': 20.4},20.4,1.3096301674258988,alpha=20.4,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,79,100,0.4414,0.4531,{'alpha': 182.0},182.0,2.2600713879850747,alpha=182.0,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,80,100,0.3642,0.4531,{'alpha': 0.000197},0.000197,-3.705533773838407,alpha=0.000197,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,81,100,0.4493,0.4531,{'alpha': 33.0},33.0,1.5185139398778875,alpha=33.0,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,82,100,0.4436,0.4531,{'alpha': 79.6},79.6,1.900913067737669,alpha=79.6,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,83,100,0.4443,0.4531,{'alpha': 12.4},12.4,1.0934216851622351,alpha=12.4,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,84,100,0.4491,0.4531,{'alpha': 20.1},20.1,1.3031960574204888,alpha=20.1,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,85,100,0.4153,0.4531,{'alpha': 3.37},3.37,0.5276299008713387,alpha=3.37,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,86,100,0.4465,0.4531,{'alpha': 34.3},34.3,1.5352941200427705,alpha=34.3,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,87,100,0.4341,0.4531,{'alpha': 8.75},8.75,0.9420080530223133,alpha=8.75,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,88,100,0.4469,0.4531,{'alpha': 66.4},66.4,1.8221680793680175,alpha=66.4,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,89,100,0.3641,0.4531,{'alpha': 0.00402},0.00402,-2.39577394691553,alpha=0.00402,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,90,100,0.402,0.4531,{'alpha': 1.97},1.97,0.2944662261615929,alpha=1.97,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,91,100,0.4488,0.4531,{'alpha': 26.4},26.4,1.421603926869831,alpha=26.4,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,92,100,0.4513,0.4531,{'alpha': 16.9},16.9,1.2278867046136734,alpha=16.9,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,93,100,0.4511,0.4531,{'alpha': 17.1},17.1,1.2329961103921538,alpha=17.1,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,94,100,0.4461,0.4531,{'alpha': 13.4},13.4,1.1271047983648077,alpha=13.4,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,95,100,0.4259,0.4531,{'alpha': 5.56},5.56,0.7450747915820575,alpha=5.56,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,96,100,0.4507,0.4531,{'alpha': 17.7},17.7,1.2479732663618066,alpha=17.7,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,97,100,0.4516,0.4531,{'alpha': 44.7},44.7,1.6503075231319364,alpha=44.7,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,98,100,0.4484,0.4531,{'alpha': 39.8},39.8,1.5998830720736879,alpha=39.8,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,99,100,0.4464,0.4531,{'alpha': 61.1},61.1,1.7860412102425542,alpha=61.1,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_1,1,chemical_descriptors,ridge,13,nested,spearman,0,100,0.376,0.376,{'alpha': 0.0419},0.0419,-1.3777859770337046,alpha=0.0419,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_1,1,chemical_descriptors,ridge,13,nested,spearman,1,100,0.3753,0.376,{'alpha': 452.0},452.0,2.655138434811382,alpha=452.0,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_1,1,chemical_descriptors,ridge,13,nested,spearman,2,100,0.3904,0.3904,{'alpha': 13.3},13.3,1.1238516409670858,alpha=13.3,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_1,1,chemical_descriptors,ridge,13,nested,spearman,3,100,0.3847,0.3904,{'alpha': 1.55},1.55,0.1903316981702915,alpha=1.55,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_1,1,chemical_descriptors,ridge,13,nested,spearman,4,100,0.3759,0.3904,{'alpha': 0.00124},0.00124,-2.906578314837765,alpha=0.00124,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_1,1,chemical_descriptors,ridge,13,nested,spearman,5,100,0.3759,0.3904,{'alpha': 0.00124},0.00124,-2.906578314837765,alpha=0.00124,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_1,1,chemical_descriptors,ridge,13,nested,spearman,6,100,0.3759,0.3904,{'alpha': 0.000255},0.000255,-3.593459819566045,alpha=0.000255,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_1,1,chemical_descriptors,ridge,13,nested,spearman,7,100,0.3834,0.3904,{'alpha': 116.0},116.0,2.0644579892269186,alpha=116.0,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_1,1,chemical_descriptors,ridge,13,nested,spearman,8,100,0.3852,0.3904,{'alpha': 1.61},1.61,0.20682587603184974,alpha=1.61,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_1,1,chemical_descriptors,ridge,13,nested,spearman,9,100,0.3833,0.3904,{'alpha': 9.05},9.05,0.9566485792052033,alpha=9.05,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_1,1,chemical_descriptors,ridge,13,nested,spearman,10,100,0.3758,0.3904,{'alpha': 0.0378},0.0378,-1.4225082001627747,alpha=0.0378,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_1,1,chemical_descriptors,ridge,13,nested,spearman,11,100,0.3853,0.3904,{'alpha': 1.35},1.35,0.13033376849500614,alpha=1.35,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_1,1,chemical_descriptors,ridge,13,nested,spearman,12,100,0.3941,0.3941,{'alpha': 26.0},26.0,1.414973347970818,alpha=26.0,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_1,1,chemical_descriptors,ridge,13,nested,spearman,13,100,0.3965,0.3965,{'alpha': 34.5},34.5,1.5378190950732742,alpha=34.5,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_1,1,chemical_descriptors,ridge,13,nested,spearman,14,100,0.3959,0.3965,{'alpha': 41.7},41.7,1.6201360549737576,alpha=41.7,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_1,1,chemical_descriptors,ridge,13,nested,spearman,15,100,0.3815,0.3965,{'alpha': 226.0},226.0,2.3541084391474008,alpha=226.0,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_1,1,chemical_descriptors,ridge,13,nested,spearman,16,100,0.376,0.3965,{'alpha': 0.169},0.169,-0.7721132953863264,alpha=0.169,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_1,1,chemical_descriptors,ridge,13,nested,spearman,17,100,0.3929,0.3965,{'alpha': 60.2},60.2,1.7795964912578246,alpha=60.2,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_1,1,chemical_descriptors,ridge,13,nested,spearman,18,100,0.3755,0.3965,{'alpha': 582.0},582.0,2.7649229846498886,alpha=582.0,Chem. descriptors,FASN
