dataset_label,target_class_label,model_type,parameter,parameter_label,comparison_name,feature_set_label,p,parameter_bin,parameter_bin_sort,parameter_bin_lower,parameter_bin_upper,median_tuning_score,trial_count
fasn,FASN,ridge,log10_alpha,log10(alpha),method_scores,Scores,6,0.374 to 1.25,0.8119022471350679,0.37445658830460715,1.2493479059655286,0.8787,173
fasn,FASN,ridge,log10_alpha,log10(alpha),method_scores,Scores,6,1.25 to 2.12,1.6867935647959893,1.2493479059655286,2.12423922362645,0.8509,101
fasn,FASN,ridge,log10_alpha,log10(alpha),method_scores,Scores,6,2.12 to 3,2.5616848824569107,2.12423922362645,2.999130541287371,0.8395,32
fasn,FASN,ridge,log10_alpha,log10(alpha),method_scores_plus_glide_uncertainty,Scores + Glide uncertainty,7,-4 to -3.13,-3.5625543411695393,-4.0,-3.1251086823390786,0.8545,27
fasn,FASN,ridge,log10_alpha,log10(alpha),method_scores_plus_glide_uncertainty,Scores + Glide uncertainty,7,-3.13 to -2.25,-2.687663023508618,-3.1251086823390786,-2.250217364678157,0.8545,35
fasn,FASN,ridge,log10_alpha,log10(alpha),method_scores_plus_glide_uncertainty,Scores + Glide uncertainty,7,-2.25 to -1.38,-1.8127717058476964,-2.250217364678157,-1.3753260470172357,0.8545,23
fasn,FASN,ridge,log10_alpha,log10(alpha),method_scores_plus_glide_uncertainty,Scores + Glide uncertainty,7,-1.38 to -0.5,-0.937880388186775,-1.3753260470172357,-0.5004347293563143,0.8692,18
fasn,FASN,ridge,log10_alpha,log10(alpha),method_scores_plus_glide_uncertainty,Scores + Glide uncertainty,7,-0.5 to 0.374,-0.06298907052585356,-0.5004347293563143,0.37445658830460715,0.8877,53
fasn,FASN,ridge,log10_alpha,log10(alpha),method_scores_plus_glide_uncertainty,Scores + Glide uncertainty,7,0.374 to 1.25,0.8119022471350679,0.37445658830460715,1.2493479059655286,0.8887,165
fasn,FASN,ridge,log10_alpha,log10(alpha),method_scores_plus_glide_uncertainty,Scores + Glide uncertainty,7,1.25 to 2.12,1.6867935647959893,1.2493479059655286,2.12423922362645,0.8714,137
fasn,FASN,ridge,log10_alpha,log10(alpha),method_scores_plus_glide_uncertainty,Scores + Glide uncertainty,7,2.12 to 3,2.5616848824569107,2.12423922362645,2.999130541287371,0.8396,42
fasn,FASN,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks,Scores + Ranks,12,-4 to -3.13,-3.5625543411695393,-4.0,-3.1251086823390786,0.8936,10
fasn,FASN,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks,Scores + Ranks,12,-3.13 to -2.25,-2.687663023508618,-3.1251086823390786,-2.250217364678157,0.89355,16
fasn,FASN,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks,Scores + Ranks,12,-2.25 to -1.38,-1.8127717058476964,-2.250217364678157,-1.3753260470172357,0.8867499999999999,40
fasn,FASN,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks,Scores + Ranks,12,-1.38 to -0.5,-0.937880388186775,-1.3753260470172357,-0.5004347293563143,0.8811,116
fasn,FASN,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks,Scores + Ranks,12,-0.5 to 0.374,-0.06298907052585356,-0.5004347293563143,0.37445658830460715,0.8939,138
fasn,FASN,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks,Scores + Ranks,12,0.374 to 1.25,0.8119022471350679,0.37445658830460715,1.2493479059655286,0.89815,124
fasn,FASN,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks,Scores + Ranks,12,1.25 to 2.12,1.6867935647959893,1.2493479059655286,2.12423922362645,0.8974,40
fasn,FASN,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks,Scores + Ranks,12,2.12 to 3,2.5616848824569107,2.12423922362645,2.999130541287371,0.8683000000000001,16
fasn,FASN,ridge,log10_alpha,log10(alpha),chemical_descriptors,Chem. descriptors,13,-4 to -3.13,-3.5625543411695393,-4.0,-3.1251086823390786,0.3643,11
fasn,FASN,ridge,log10_alpha,log10(alpha),chemical_descriptors,Chem. descriptors,13,-3.13 to -2.25,-2.687663023508618,-3.1251086823390786,-2.250217364678157,0.3639,13
fasn,FASN,ridge,log10_alpha,log10(alpha),chemical_descriptors,Chem. descriptors,13,-2.25 to -1.38,-1.8127717058476964,-2.250217364678157,-1.3753260470172357,0.37095,16
fasn,FASN,ridge,log10_alpha,log10(alpha),chemical_descriptors,Chem. descriptors,13,-1.38 to -0.5,-0.937880388186775,-1.3753260470172357,-0.5004347293563143,0.3754,19
fasn,FASN,ridge,log10_alpha,log10(alpha),chemical_descriptors,Chem. descriptors,13,-0.5 to 0.374,-0.06298907052585356,-0.5004347293563143,0.37445658830460715,0.3788,61
fasn,FASN,ridge,log10_alpha,log10(alpha),chemical_descriptors,Chem. descriptors,13,0.374 to 1.25,0.8119022471350679,0.37445658830460715,1.2493479059655286,0.38765,86
fasn,FASN,ridge,log10_alpha,log10(alpha),chemical_descriptors,Chem. descriptors,13,1.25 to 2.12,1.6867935647959893,1.2493479059655286,2.12423922362645,0.3964,129
fasn,FASN,ridge,log10_alpha,log10(alpha),chemical_descriptors,Chem. descriptors,13,2.12 to 3,2.5616848824569107,2.12423922362645,2.999130541287371,0.3815,165
fasn,FASN,ridge,log10_alpha,log10(alpha),method_scores_plus_chemical_descriptors,Scores + Chem. descriptors,19,-4 to -3.13,-3.5625543411695393,-4.0,-3.1251086823390786,0.8438,11
fasn,FASN,ridge,log10_alpha,log10(alpha),method_scores_plus_chemical_descriptors,Scores + Chem. descriptors,19,-3.13 to -2.25,-2.687663023508618,-3.1251086823390786,-2.250217364678157,0.8438,15
fasn,FASN,ridge,log10_alpha,log10(alpha),method_scores_plus_chemical_descriptors,Scores + Chem. descriptors,19,-2.25 to -1.38,-1.8127717058476964,-2.250217364678157,-1.3753260470172357,0.84475,16
fasn,FASN,ridge,log10_alpha,log10(alpha),method_scores_plus_chemical_descriptors,Scores + Chem. descriptors,19,-1.38 to -0.5,-0.937880388186775,-1.3753260470172357,-0.5004347293563143,0.8457,15
fasn,FASN,ridge,log10_alpha,log10(alpha),method_scores_plus_chemical_descriptors,Scores + Chem. descriptors,19,-0.5 to 0.374,-0.06298907052585356,-0.5004347293563143,0.37445658830460715,0.8477,49
fasn,FASN,ridge,log10_alpha,log10(alpha),method_scores_plus_chemical_descriptors,Scores + Chem. descriptors,19,0.374 to 1.25,0.8119022471350679,0.37445658830460715,1.2493479059655286,0.85775,190
fasn,FASN,ridge,log10_alpha,log10(alpha),method_scores_plus_chemical_descriptors,Scores + Chem. descriptors,19,1.25 to 2.12,1.6867935647959893,1.2493479059655286,2.12423922362645,0.8636,155
fasn,FASN,ridge,log10_alpha,log10(alpha),method_scores_plus_chemical_descriptors,Scores + Chem. descriptors,19,2.12 to 3,2.5616848824569107,2.12423922362645,2.999130541287371,0.7971,49
fasn,FASN,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary,Scores + Ranks + Rank summary,21,-4 to -3.13,-3.5625543411695393,-4.0,-3.1251086823390786,0.8848,11
fasn,FASN,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary,Scores + Ranks + Rank summary,21,-3.13 to -2.25,-2.687663023508618,-3.1251086823390786,-2.250217364678157,0.8848,13
fasn,FASN,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary,Scores + Ranks + Rank summary,21,-2.25 to -1.38,-1.8127717058476964,-2.250217364678157,-1.3753260470172357,0.8848,13
fasn,FASN,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary,Scores + Ranks + Rank summary,21,-1.38 to -0.5,-0.937880388186775,-1.3753260470172357,-0.5004347293563143,0.878,10
fasn,FASN,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary,Scores + Ranks + Rank summary,21,-0.5 to 0.374,-0.06298907052585356,-0.5004347293563143,0.37445658830460715,0.8861,35
fasn,FASN,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary,Scores + Ranks + Rank summary,21,0.374 to 1.25,0.8119022471350679,0.37445658830460715,1.2493479059655286,0.89075,110
fasn,FASN,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary,Scores + Ranks + Rank summary,21,1.25 to 2.12,1.6867935647959893,1.2493479059655286,2.12423922362645,0.89845,214
fasn,FASN,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary,Scores + Ranks + Rank summary,21,2.12 to 3,2.5616848824569107,2.12423922362645,2.999130541287371,0.8896999999999999,94
fasn,FASN,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors,35,-4 to -3.13,-3.5625543411695393,-4.0,-3.1251086823390786,0.8497,10
fasn,FASN,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors,35,-3.13 to -2.25,-2.687663023508618,-3.1251086823390786,-2.250217364678157,0.8497,13
fasn,FASN,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors,35,-2.25 to -1.38,-1.8127717058476964,-2.250217364678157,-1.3753260470172357,0.8498,13
fasn,FASN,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors,35,-1.38 to -0.5,-0.937880388186775,-1.3753260470172357,-0.5004347293563143,0.85285,10
fasn,FASN,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors,35,-0.5 to 0.374,-0.06298907052585356,-0.5004347293563143,0.37445658830460715,0.8609,27
fasn,FASN,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors,35,0.374 to 1.25,0.8119022471350679,0.37445658830460715,1.2493479059655286,0.871,79
fasn,FASN,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors,35,1.25 to 2.12,1.6867935647959893,1.2493479059655286,2.12423922362645,0.8905,233
fasn,FASN,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors,35,2.12 to 3,2.5616848824569107,2.12423922362645,2.999130541287371,0.884,115
furin,Furin,ridge,log10_alpha,log10(alpha),method_ranks,Ranks,6,-4 to -3.13,-3.5625543411695393,-4.0,-3.1251086823390786,0.0023,11
furin,Furin,ridge,log10_alpha,log10(alpha),method_ranks,Ranks,6,-3.13 to -2.25,-2.687663023508618,-3.1251086823390786,-2.250217364678157,0.056299999999999996,12
furin,Furin,ridge,log10_alpha,log10(alpha),method_ranks,Ranks,6,-2.25 to -1.38,-1.8127717058476964,-2.250217364678157,-1.3753260470172357,0.0023,14
furin,Furin,ridge,log10_alpha,log10(alpha),method_ranks,Ranks,6,-1.38 to -0.5,-0.937880388186775,-1.3753260470172357,-0.5004347293563143,0.00215,10
furin,Furin,ridge,log10_alpha,log10(alpha),method_ranks,Ranks,6,-0.5 to 0.374,-0.06298907052585356,-0.5004347293563143,0.37445658830460715,0.11165,20
furin,Furin,ridge,log10_alpha,log10(alpha),method_ranks,Ranks,6,0.374 to 1.25,0.8119022471350679,0.37445658830460715,1.2493479059655286,0.1144,43
furin,Furin,ridge,log10_alpha,log10(alpha),method_ranks,Ranks,6,1.25 to 2.12,1.6867935647959893,1.2493479059655286,2.12423922362645,0.11925,142
furin,Furin,ridge,log10_alpha,log10(alpha),method_ranks,Ranks,6,2.12 to 3,2.5616848824569107,2.12423922362645,2.999130541287371,-0.0722,248
furin,Furin,ridge,log10_alpha,log10(alpha),method_scores,Scores,6,-4 to -3.13,-3.5625543411695393,-4.0,-3.1251086823390786,0.0394,11
furin,Furin,ridge,log10_alpha,log10(alpha),method_scores,Scores,6,-3.13 to -2.25,-2.687663023508618,-3.1251086823390786,-2.250217364678157,0.0394,14
furin,Furin,ridge,log10_alpha,log10(alpha),method_scores,Scores,6,-2.25 to -1.38,-1.8127717058476964,-2.250217364678157,-1.3753260470172357,-0.1084,13
furin,Furin,ridge,log10_alpha,log10(alpha),method_scores,Scores,6,-1.38 to -0.5,-0.937880388186775,-1.3753260470172357,-0.5004347293563143,-0.1245,20
furin,Furin,ridge,log10_alpha,log10(alpha),method_scores,Scores,6,-0.5 to 0.374,-0.06298907052585356,-0.5004347293563143,0.37445658830460715,-0.1241,56
furin,Furin,ridge,log10_alpha,log10(alpha),method_scores,Scores,6,0.374 to 1.25,0.8119022471350679,0.37445658830460715,1.2493479059655286,-0.1079,55
furin,Furin,ridge,log10_alpha,log10(alpha),method_scores,Scores,6,1.25 to 2.12,1.6867935647959893,1.2493479059655286,2.12423922362645,0.05265,116
furin,Furin,ridge,log10_alpha,log10(alpha),method_scores,Scores,6,2.12 to 3,2.5616848824569107,2.12423922362645,2.999130541287371,0.0563,215
furin,Furin,ridge,log10_alpha,log10(alpha),method_scores_plus_glide_uncertainty,Scores + Glide uncertainty,7,-4 to -3.13,-3.5625543411695393,-4.0,-3.1251086823390786,0.0299,10
furin,Furin,ridge,log10_alpha,log10(alpha),method_scores_plus_glide_uncertainty,Scores + Glide uncertainty,7,-3.13 to -2.25,-2.687663023508618,-3.1251086823390786,-2.250217364678157,0.0299,18
furin,Furin,ridge,log10_alpha,log10(alpha),method_scores_plus_glide_uncertainty,Scores + Glide uncertainty,7,-2.25 to -1.38,-1.8127717058476964,-2.250217364678157,-1.3753260470172357,0.029949999999999997,8
furin,Furin,ridge,log10_alpha,log10(alpha),method_scores_plus_glide_uncertainty,Scores + Glide uncertainty,7,-1.38 to -0.5,-0.937880388186775,-1.3753260470172357,-0.5004347293563143,0.0302,11
furin,Furin,ridge,log10_alpha,log10(alpha),method_scores_plus_glide_uncertainty,Scores + Glide uncertainty,7,-0.5 to 0.374,-0.06298907052585356,-0.5004347293563143,0.37445658830460715,-0.0525,27
furin,Furin,ridge,log10_alpha,log10(alpha),method_scores_plus_glide_uncertainty,Scores + Glide uncertainty,7,0.374 to 1.25,0.8119022471350679,0.37445658830460715,1.2493479059655286,-0.048549999999999996,82
furin,Furin,ridge,log10_alpha,log10(alpha),method_scores_plus_glide_uncertainty,Scores + Glide uncertainty,7,1.25 to 2.12,1.6867935647959893,1.2493479059655286,2.12423922362645,0.0428,133
furin,Furin,ridge,log10_alpha,log10(alpha),method_scores_plus_glide_uncertainty,Scores + Glide uncertainty,7,2.12 to 3,2.5616848824569107,2.12423922362645,2.999130541287371,0.0539,211
furin,Furin,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks,Scores + Ranks,12,-4 to -3.13,-3.5625543411695393,-4.0,-3.1251086823390786,-0.050699999999999995,16
furin,Furin,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks,Scores + Ranks,12,-3.13 to -2.25,-2.687663023508618,-3.1251086823390786,-2.250217364678157,-0.0899,39
furin,Furin,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks,Scores + Ranks,12,-2.25 to -1.38,-1.8127717058476964,-2.250217364678157,-1.3753260470172357,-0.0898,57
furin,Furin,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks,Scores + Ranks,12,-1.38 to -0.5,-0.937880388186775,-1.3753260470172357,-0.5004347293563143,-0.0038,54
furin,Furin,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks,Scores + Ranks,12,-0.5 to 0.374,-0.06298907052585356,-0.5004347293563143,0.37445658830460715,-0.00145,50
furin,Furin,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks,Scores + Ranks,12,0.374 to 1.25,0.8119022471350679,0.37445658830460715,1.2493479059655286,0.0902,39
furin,Furin,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks,Scores + Ranks,12,1.25 to 2.12,1.6867935647959893,1.2493479059655286,2.12423922362645,0.111,85
furin,Furin,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks,Scores + Ranks,12,2.12 to 3,2.5616848824569107,2.12423922362645,2.999130541287371,0.09820000000000001,160
furin,Furin,ridge,log10_alpha,log10(alpha),chemical_descriptors,Chem. descriptors,13,-4 to -3.13,-3.5625543411695393,-4.0,-3.1251086823390786,0.1161,10
furin,Furin,ridge,log10_alpha,log10(alpha),chemical_descriptors,Chem. descriptors,13,-3.13 to -2.25,-2.687663023508618,-3.1251086823390786,-2.250217364678157,0.1161,13
furin,Furin,ridge,log10_alpha,log10(alpha),chemical_descriptors,Chem. descriptors,13,-2.25 to -1.38,-1.8127717058476964,-2.250217364678157,-1.3753260470172357,0.1383,17
furin,Furin,ridge,log10_alpha,log10(alpha),chemical_descriptors,Chem. descriptors,13,-1.38 to -0.5,-0.937880388186775,-1.3753260470172357,-0.5004347293563143,0.13865,16
furin,Furin,ridge,log10_alpha,log10(alpha),chemical_descriptors,Chem. descriptors,13,-0.5 to 0.374,-0.06298907052585356,-0.5004347293563143,0.37445658830460715,0.14179999999999998,60
furin,Furin,ridge,log10_alpha,log10(alpha),chemical_descriptors,Chem. descriptors,13,0.374 to 1.25,0.8119022471350679,0.37445658830460715,1.2493479059655286,0.1711,99
furin,Furin,ridge,log10_alpha,log10(alpha),chemical_descriptors,Chem. descriptors,13,1.25 to 2.12,1.6867935647959893,1.2493479059655286,2.12423922362645,0.19745000000000001,116
furin,Furin,ridge,log10_alpha,log10(alpha),chemical_descriptors,Chem. descriptors,13,2.12 to 3,2.5616848824569107,2.12423922362645,2.999130541287371,0.1659,169
furin,Furin,ridge,log10_alpha,log10(alpha),method_scores_plus_chemical_descriptors,Scores + Chem. descriptors,19,-4 to -3.13,-3.5625543411695393,-4.0,-3.1251086823390786,0.0934,10
furin,Furin,ridge,log10_alpha,log10(alpha),method_scores_plus_chemical_descriptors,Scores + Chem. descriptors,19,-3.13 to -2.25,-2.687663023508618,-3.1251086823390786,-2.250217364678157,0.0934,16
furin,Furin,ridge,log10_alpha,log10(alpha),method_scores_plus_chemical_descriptors,Scores + Chem. descriptors,19,-2.25 to -1.38,-1.8127717058476964,-2.250217364678157,-1.3753260470172357,0.093,11
furin,Furin,ridge,log10_alpha,log10(alpha),method_scores_plus_chemical_descriptors,Scores + Chem. descriptors,19,-1.38 to -0.5,-0.937880388186775,-1.3753260470172357,-0.5004347293563143,0.0924,11
furin,Furin,ridge,log10_alpha,log10(alpha),method_scores_plus_chemical_descriptors,Scores + Chem. descriptors,19,-0.5 to 0.374,-0.06298907052585356,-0.5004347293563143,0.37445658830460715,0.09295,28
furin,Furin,ridge,log10_alpha,log10(alpha),method_scores_plus_chemical_descriptors,Scores + Chem. descriptors,19,0.374 to 1.25,0.8119022471350679,0.37445658830460715,1.2493479059655286,0.1,88
furin,Furin,ridge,log10_alpha,log10(alpha),method_scores_plus_chemical_descriptors,Scores + Chem. descriptors,19,1.25 to 2.12,1.6867935647959893,1.2493479059655286,2.12423922362645,0.19145,168
furin,Furin,ridge,log10_alpha,log10(alpha),method_scores_plus_chemical_descriptors,Scores + Chem. descriptors,19,2.12 to 3,2.5616848824569107,2.12423922362645,2.999130541287371,0.13219999999999998,168
furin,Furin,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary,Scores + Ranks + Rank summary,21,-4 to -3.13,-3.5625543411695393,-4.0,-3.1251086823390786,-0.0664,21
furin,Furin,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary,Scores + Ranks + Rank summary,21,-3.13 to -2.25,-2.687663023508618,-3.1251086823390786,-2.250217364678157,-0.06625,60
furin,Furin,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary,Scores + Ranks + Rank summary,21,-2.25 to -1.38,-1.8127717058476964,-2.250217364678157,-1.3753260470172357,-0.0037,57
furin,Furin,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary,Scores + Ranks + Rank summary,21,-1.38 to -0.5,-0.937880388186775,-1.3753260470172357,-0.5004347293563143,-0.0023,56
furin,Furin,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary,Scores + Ranks + Rank summary,21,-0.5 to 0.374,-0.06298907052585356,-0.5004347293563143,0.37445658830460715,-0.00795,26
furin,Furin,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary,Scores + Ranks + Rank summary,21,0.374 to 1.25,0.8119022471350679,0.37445658830460715,1.2493479059655286,0.076,27
furin,Furin,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary,Scores + Ranks + Rank summary,21,1.25 to 2.12,1.6867935647959893,1.2493479059655286,2.12423922362645,0.10969999999999999,78
furin,Furin,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary,Scores + Ranks + Rank summary,21,2.12 to 3,2.5616848824569107,2.12423922362645,2.999130541287371,0.1103,175
furin,Furin,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors,35,-4 to -3.13,-3.5625543411695393,-4.0,-3.1251086823390786,0.1024,11
furin,Furin,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors,35,-3.13 to -2.25,-2.687663023508618,-3.1251086823390786,-2.250217364678157,0.1386,17
furin,Furin,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors,35,-2.25 to -1.38,-1.8127717058476964,-2.250217364678157,-1.3753260470172357,0.1389,37
furin,Furin,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors,35,-1.38 to -0.5,-0.937880388186775,-1.3753260470172357,-0.5004347293563143,0.1388,53
furin,Furin,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors,35,-0.5 to 0.374,-0.06298907052585356,-0.5004347293563143,0.37445658830460715,0.1289,29
furin,Furin,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors,35,0.374 to 1.25,0.8119022471350679,0.37445658830460715,1.2493479059655286,0.15,65
furin,Furin,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors,35,1.25 to 2.12,1.6867935647959893,1.2493479059655286,2.12423922362645,0.182,181
furin,Furin,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors,35,2.12 to 3,2.5616848824569107,2.12423922362645,2.999130541287371,0.1765,107
na,NA,ridge,log10_alpha,log10(alpha),method_scores,Scores,6,-4 to -3.13,-3.5625543411695393,-4.0,-3.1251086823390786,0.8855,10
na,NA,ridge,log10_alpha,log10(alpha),method_scores,Scores,6,-3.13 to -2.25,-2.687663023508618,-3.1251086823390786,-2.250217364678157,0.8855,14
na,NA,ridge,log10_alpha,log10(alpha),method_scores,Scores,6,-2.25 to -1.38,-1.8127717058476964,-2.250217364678157,-1.3753260470172357,0.8855,13
na,NA,ridge,log10_alpha,log10(alpha),method_scores,Scores,6,-1.38 to -0.5,-0.937880388186775,-1.3753260470172357,-0.5004347293563143,0.8855,10
na,NA,ridge,log10_alpha,log10(alpha),method_scores,Scores,6,-0.5 to 0.374,-0.06298907052585356,-0.5004347293563143,0.37445658830460715,0.8855,29
na,NA,ridge,log10_alpha,log10(alpha),method_scores,Scores,6,0.374 to 1.25,0.8119022471350679,0.37445658830460715,1.2493479059655286,0.8858,96
na,NA,ridge,log10_alpha,log10(alpha),method_scores,Scores,6,1.25 to 2.12,1.6867935647959893,1.2493479059655286,2.12423922362645,0.8858,231
na,NA,ridge,log10_alpha,log10(alpha),method_scores,Scores,6,2.12 to 3,2.5616848824569107,2.12423922362645,2.999130541287371,0.8838,97
na,NA,ridge,log10_alpha,log10(alpha),chemical_descriptors,Chem. descriptors,13,-4 to -3.13,-3.5625543411695393,-4.0,-3.1251086823390786,0.5289,10
