dataset_label,target_class_label,model_type,parameter,parameter_label,comparison_name,feature_set_label,p,parameter_bin,parameter_bin_sort,parameter_bin_lower,parameter_bin_upper,median_tuning_score,trial_count
fasn,FASN,xgboost,log10_learning_rate,log10(learning rate),method_scores_plus_chemical_descriptors,Scores + Chem. descriptors,19,-2.07 to -1.76,-1.916893855108062,-2.071623304378339,-1.7621644058377852,0.8622000000000001,114
fasn,FASN,xgboost,log10_learning_rate,log10(learning rate),method_scores_plus_chemical_descriptors,Scores + Chem. descriptors,19,-1.76 to -1.45,-1.6074349565675083,-1.7621644058377852,-1.4527055072972315,0.86615,136
fasn,FASN,xgboost,log10_learning_rate,log10(learning rate),method_scores_plus_chemical_descriptors,Scores + Chem. descriptors,19,-1.45 to -1.14,-1.2979760580269546,-1.4527055072972315,-1.143246608756678,0.8686,99
fasn,FASN,xgboost,log10_learning_rate,log10(learning rate),method_scores_plus_chemical_descriptors,Scores + Chem. descriptors,19,-1.14 to -0.834,-0.9885171594864011,-1.143246608756678,-0.8337877102161242,0.85295,34
fasn,FASN,xgboost,log10_learning_rate,log10(learning rate),method_scores_plus_chemical_descriptors,Scores + Chem. descriptors,19,-0.834 to -0.524,-0.6790582609458473,-0.8337877102161242,-0.5243288116755703,0.825,18
fasn,FASN,xgboost,log10_learning_rate,log10(learning rate),method_scores_plus_method_ranks_plus_rank_summary,Scores + Ranks + Rank summary,21,-3 to -2.69,-2.8452705507297233,-3.0,-2.6905411014594462,0.8971,161
fasn,FASN,xgboost,log10_learning_rate,log10(learning rate),method_scores_plus_method_ranks_plus_rank_summary,Scores + Ranks + Rank summary,21,-2.69 to -2.38,-2.535811652189169,-2.6905411014594462,-2.3810822029188925,0.901,127
fasn,FASN,xgboost,log10_learning_rate,log10(learning rate),method_scores_plus_method_ranks_plus_rank_summary,Scores + Ranks + Rank summary,21,-2.38 to -2.07,-2.226352753648616,-2.3810822029188925,-2.071623304378339,0.90025,96
fasn,FASN,xgboost,log10_learning_rate,log10(learning rate),method_scores_plus_method_ranks_plus_rank_summary,Scores + Ranks + Rank summary,21,-2.07 to -1.76,-1.916893855108062,-2.071623304378339,-1.7621644058377852,0.8845,61
fasn,FASN,xgboost,log10_learning_rate,log10(learning rate),method_scores_plus_method_ranks_plus_rank_summary,Scores + Ranks + Rank summary,21,-1.76 to -1.45,-1.6074349565675083,-1.7621644058377852,-1.4527055072972315,0.8908,25
fasn,FASN,xgboost,log10_learning_rate,log10(learning rate),method_scores_plus_method_ranks_plus_rank_summary,Scores + Ranks + Rank summary,21,-1.45 to -1.14,-1.2979760580269546,-1.4527055072972315,-1.143246608756678,0.8796,11
fasn,FASN,xgboost,log10_learning_rate,log10(learning rate),method_scores_plus_method_ranks_plus_rank_summary,Scores + Ranks + Rank summary,21,-1.14 to -0.834,-0.9885171594864011,-1.143246608756678,-0.8337877102161242,0.8767,9
fasn,FASN,xgboost,log10_learning_rate,log10(learning rate),method_scores_plus_method_ranks_plus_rank_summary,Scores + Ranks + Rank summary,21,-0.834 to -0.524,-0.6790582609458473,-0.8337877102161242,-0.5243288116755703,0.857,10
fasn,FASN,xgboost,log10_learning_rate,log10(learning rate),method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors,35,-3 to -2.69,-2.8452705507297233,-3.0,-2.6905411014594462,0.8872500000000001,146
fasn,FASN,xgboost,log10_learning_rate,log10(learning rate),method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors,35,-2.69 to -2.38,-2.535811652189169,-2.6905411014594462,-2.3810822029188925,0.884,135
fasn,FASN,xgboost,log10_learning_rate,log10(learning rate),method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors,35,-2.38 to -2.07,-2.226352753648616,-2.3810822029188925,-2.071623304378339,0.9042,103
fasn,FASN,xgboost,log10_learning_rate,log10(learning rate),method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors,35,-2.07 to -1.76,-1.916893855108062,-2.071623304378339,-1.7621644058377852,0.9044,59
fasn,FASN,xgboost,log10_learning_rate,log10(learning rate),method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors,35,-1.76 to -1.45,-1.6074349565675083,-1.7621644058377852,-1.4527055072972315,0.9023,26
fasn,FASN,xgboost,log10_learning_rate,log10(learning rate),method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors,35,-1.45 to -1.14,-1.2979760580269546,-1.4527055072972315,-1.143246608756678,0.885,13
fasn,FASN,xgboost,log10_learning_rate,log10(learning rate),method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors,35,-1.14 to -0.834,-0.9885171594864011,-1.143246608756678,-0.8337877102161242,0.8838,7
fasn,FASN,xgboost,log10_learning_rate,log10(learning rate),method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors,35,-0.834 to -0.524,-0.6790582609458473,-0.8337877102161242,-0.5243288116755703,0.8517,11
fasn,FASN,xgboost,max_depth,Max depth,method_ranks,Ranks,6,2,2.0,2.0,2.0,0.8751,238
fasn,FASN,xgboost,max_depth,Max depth,method_ranks,Ranks,6,3,3.0,3.0,3.0,0.8646,153
fasn,FASN,xgboost,max_depth,Max depth,method_ranks,Ranks,6,4,4.0,4.0,4.0,0.85765,52
fasn,FASN,xgboost,max_depth,Max depth,method_ranks,Ranks,6,5,5.0,5.0,5.0,0.85885,20
fasn,FASN,xgboost,max_depth,Max depth,method_ranks,Ranks,6,6,6.0,6.0,6.0,0.8282,11
fasn,FASN,xgboost,max_depth,Max depth,method_ranks,Ranks,6,7,7.0,7.0,7.0,0.8434,11
fasn,FASN,xgboost,max_depth,Max depth,method_ranks,Ranks,6,8,8.0,8.0,8.0,0.836,15
fasn,FASN,xgboost,max_depth,Max depth,method_scores,Scores,6,2,2.0,2.0,2.0,0.8751,238
fasn,FASN,xgboost,max_depth,Max depth,method_scores,Scores,6,3,3.0,3.0,3.0,0.8646,153
fasn,FASN,xgboost,max_depth,Max depth,method_scores,Scores,6,4,4.0,4.0,4.0,0.85765,52
fasn,FASN,xgboost,max_depth,Max depth,method_scores,Scores,6,5,5.0,5.0,5.0,0.85885,20
fasn,FASN,xgboost,max_depth,Max depth,method_scores,Scores,6,6,6.0,6.0,6.0,0.8282,11
fasn,FASN,xgboost,max_depth,Max depth,method_scores,Scores,6,7,7.0,7.0,7.0,0.8434,11
fasn,FASN,xgboost,max_depth,Max depth,method_scores,Scores,6,8,8.0,8.0,8.0,0.836,15
fasn,FASN,xgboost,max_depth,Max depth,method_scores_plus_glide_uncertainty,Scores + Glide uncertainty,7,2,2.0,2.0,2.0,0.8764,206
fasn,FASN,xgboost,max_depth,Max depth,method_scores_plus_glide_uncertainty,Scores + Glide uncertainty,7,3,3.0,3.0,3.0,0.8668,150
fasn,FASN,xgboost,max_depth,Max depth,method_scores_plus_glide_uncertainty,Scores + Glide uncertainty,7,4,4.0,4.0,4.0,0.86285,76
fasn,FASN,xgboost,max_depth,Max depth,method_scores_plus_glide_uncertainty,Scores + Glide uncertainty,7,5,5.0,5.0,5.0,0.85695,30
fasn,FASN,xgboost,max_depth,Max depth,method_scores_plus_glide_uncertainty,Scores + Glide uncertainty,7,6,6.0,6.0,6.0,0.8512,12
fasn,FASN,xgboost,max_depth,Max depth,method_scores_plus_glide_uncertainty,Scores + Glide uncertainty,7,7,7.0,7.0,7.0,0.8489,11
fasn,FASN,xgboost,max_depth,Max depth,method_scores_plus_glide_uncertainty,Scores + Glide uncertainty,7,8,8.0,8.0,8.0,0.8492,15
fasn,FASN,xgboost,max_depth,Max depth,method_scores_plus_method_ranks,Scores + Ranks,12,2,2.0,2.0,2.0,0.87385,202
fasn,FASN,xgboost,max_depth,Max depth,method_scores_plus_method_ranks,Scores + Ranks,12,3,3.0,3.0,3.0,0.8652,147
fasn,FASN,xgboost,max_depth,Max depth,method_scores_plus_method_ranks,Scores + Ranks,12,4,4.0,4.0,4.0,0.8685499999999999,78
fasn,FASN,xgboost,max_depth,Max depth,method_scores_plus_method_ranks,Scores + Ranks,12,5,5.0,5.0,5.0,0.867,31
fasn,FASN,xgboost,max_depth,Max depth,method_scores_plus_method_ranks,Scores + Ranks,12,6,6.0,6.0,6.0,0.8491500000000001,14
fasn,FASN,xgboost,max_depth,Max depth,method_scores_plus_method_ranks,Scores + Ranks,12,7,7.0,7.0,7.0,0.8516,13
fasn,FASN,xgboost,max_depth,Max depth,method_scores_plus_method_ranks,Scores + Ranks,12,8,8.0,8.0,8.0,0.8431,15
fasn,FASN,xgboost,max_depth,Max depth,chemical_descriptors,Chem. descriptors,13,2,2.0,2.0,2.0,0.4411,75
fasn,FASN,xgboost,max_depth,Max depth,chemical_descriptors,Chem. descriptors,13,3,3.0,3.0,3.0,0.4302,38
fasn,FASN,xgboost,max_depth,Max depth,chemical_descriptors,Chem. descriptors,13,4,4.0,4.0,4.0,0.4609,36
fasn,FASN,xgboost,max_depth,Max depth,chemical_descriptors,Chem. descriptors,13,5,5.0,5.0,5.0,0.4647,73
fasn,FASN,xgboost,max_depth,Max depth,chemical_descriptors,Chem. descriptors,13,6,6.0,6.0,6.0,0.4659,102
fasn,FASN,xgboost,max_depth,Max depth,chemical_descriptors,Chem. descriptors,13,7,7.0,7.0,7.0,0.4608,93
fasn,FASN,xgboost,max_depth,Max depth,chemical_descriptors,Chem. descriptors,13,8,8.0,8.0,8.0,0.4547,83
fasn,FASN,xgboost,max_depth,Max depth,method_scores_plus_chemical_descriptors,Scores + Chem. descriptors,19,2,2.0,2.0,2.0,0.8697,265
fasn,FASN,xgboost,max_depth,Max depth,method_scores_plus_chemical_descriptors,Scores + Chem. descriptors,19,3,3.0,3.0,3.0,0.8569,141
fasn,FASN,xgboost,max_depth,Max depth,method_scores_plus_chemical_descriptors,Scores + Chem. descriptors,19,4,4.0,4.0,4.0,0.8507,39
fasn,FASN,xgboost,max_depth,Max depth,method_scores_plus_chemical_descriptors,Scores + Chem. descriptors,19,5,5.0,5.0,5.0,0.8518,17
fasn,FASN,xgboost,max_depth,Max depth,method_scores_plus_chemical_descriptors,Scores + Chem. descriptors,19,6,6.0,6.0,6.0,0.822,11
fasn,FASN,xgboost,max_depth,Max depth,method_scores_plus_chemical_descriptors,Scores + Chem. descriptors,19,7,7.0,7.0,7.0,0.8329,12
fasn,FASN,xgboost,max_depth,Max depth,method_scores_plus_chemical_descriptors,Scores + Chem. descriptors,19,8,8.0,8.0,8.0,0.8304,15
fasn,FASN,xgboost,max_depth,Max depth,method_scores_plus_method_ranks_plus_rank_summary,Scores + Ranks + Rank summary,21,2,2.0,2.0,2.0,0.9009,297
fasn,FASN,xgboost,max_depth,Max depth,method_scores_plus_method_ranks_plus_rank_summary,Scores + Ranks + Rank summary,21,3,3.0,3.0,3.0,0.8976500000000001,108
fasn,FASN,xgboost,max_depth,Max depth,method_scores_plus_method_ranks_plus_rank_summary,Scores + Ranks + Rank summary,21,4,4.0,4.0,4.0,0.88295,36
fasn,FASN,xgboost,max_depth,Max depth,method_scores_plus_method_ranks_plus_rank_summary,Scores + Ranks + Rank summary,21,5,5.0,5.0,5.0,0.8807,20
fasn,FASN,xgboost,max_depth,Max depth,method_scores_plus_method_ranks_plus_rank_summary,Scores + Ranks + Rank summary,21,6,6.0,6.0,6.0,0.87615,12
fasn,FASN,xgboost,max_depth,Max depth,method_scores_plus_method_ranks_plus_rank_summary,Scores + Ranks + Rank summary,21,7,7.0,7.0,7.0,0.88775,12
fasn,FASN,xgboost,max_depth,Max depth,method_scores_plus_method_ranks_plus_rank_summary,Scores + Ranks + Rank summary,21,8,8.0,8.0,8.0,0.8743,15
fasn,FASN,xgboost,max_depth,Max depth,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors,35,2,2.0,2.0,2.0,0.9034,311
fasn,FASN,xgboost,max_depth,Max depth,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors,35,3,3.0,3.0,3.0,0.8969,108
fasn,FASN,xgboost,max_depth,Max depth,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors,35,4,4.0,4.0,4.0,0.8879,27
fasn,FASN,xgboost,max_depth,Max depth,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors,35,5,5.0,5.0,5.0,0.88455,16
fasn,FASN,xgboost,max_depth,Max depth,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors,35,6,6.0,6.0,6.0,0.8691,11
fasn,FASN,xgboost,max_depth,Max depth,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors,35,7,7.0,7.0,7.0,0.88805,12
fasn,FASN,xgboost,max_depth,Max depth,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors,35,8,8.0,8.0,8.0,0.8788,15
fasn,FASN,xgboost,n_estimators,N estimators,method_ranks,Ranks,6,100,100.0,100.0,100.0,0.85425,42
fasn,FASN,xgboost,n_estimators,N estimators,method_ranks,Ranks,6,150,150.0,150.0,150.0,0.8545,33
fasn,FASN,xgboost,n_estimators,N estimators,method_ranks,Ranks,6,200,200.0,200.0,200.0,0.85285,24
fasn,FASN,xgboost,n_estimators,N estimators,method_ranks,Ranks,6,250,250.0,250.0,250.0,0.8568,25
fasn,FASN,xgboost,n_estimators,N estimators,method_ranks,Ranks,6,300,300.0,300.0,300.0,0.8447,31
fasn,FASN,xgboost,n_estimators,N estimators,method_ranks,Ranks,6,350,350.0,350.0,350.0,0.8519,44
fasn,FASN,xgboost,n_estimators,N estimators,method_ranks,Ranks,6,400,400.0,400.0,400.0,0.8550500000000001,60
fasn,FASN,xgboost,n_estimators,N estimators,method_ranks,Ranks,6,450,450.0,450.0,450.0,0.8758,51
fasn,FASN,xgboost,n_estimators,N estimators,method_ranks,Ranks,6,500,500.0,500.0,500.0,0.8771,55
fasn,FASN,xgboost,n_estimators,N estimators,method_ranks,Ranks,6,550,550.0,550.0,550.0,0.87955,74
fasn,FASN,xgboost,n_estimators,N estimators,method_ranks,Ranks,6,600,600.0,600.0,600.0,0.878,61
fasn,FASN,xgboost,n_estimators,N estimators,method_scores,Scores,6,100,100.0,100.0,100.0,0.85425,42
fasn,FASN,xgboost,n_estimators,N estimators,method_scores,Scores,6,150,150.0,150.0,150.0,0.8545,33
fasn,FASN,xgboost,n_estimators,N estimators,method_scores,Scores,6,200,200.0,200.0,200.0,0.85285,24
fasn,FASN,xgboost,n_estimators,N estimators,method_scores,Scores,6,250,250.0,250.0,250.0,0.8568,25
fasn,FASN,xgboost,n_estimators,N estimators,method_scores,Scores,6,300,300.0,300.0,300.0,0.8447,31
fasn,FASN,xgboost,n_estimators,N estimators,method_scores,Scores,6,350,350.0,350.0,350.0,0.8519,44
fasn,FASN,xgboost,n_estimators,N estimators,method_scores,Scores,6,400,400.0,400.0,400.0,0.8550500000000001,60
fasn,FASN,xgboost,n_estimators,N estimators,method_scores,Scores,6,450,450.0,450.0,450.0,0.8758,51
fasn,FASN,xgboost,n_estimators,N estimators,method_scores,Scores,6,500,500.0,500.0,500.0,0.8771,55
fasn,FASN,xgboost,n_estimators,N estimators,method_scores,Scores,6,550,550.0,550.0,550.0,0.87955,74
fasn,FASN,xgboost,n_estimators,N estimators,method_scores,Scores,6,600,600.0,600.0,600.0,0.878,61
fasn,FASN,xgboost,n_estimators,N estimators,method_scores_plus_glide_uncertainty,Scores + Glide uncertainty,7,100,100.0,100.0,100.0,0.85575,14
fasn,FASN,xgboost,n_estimators,N estimators,method_scores_plus_glide_uncertainty,Scores + Glide uncertainty,7,150,150.0,150.0,150.0,0.8455,15
fasn,FASN,xgboost,n_estimators,N estimators,method_scores_plus_glide_uncertainty,Scores + Glide uncertainty,7,200,200.0,200.0,200.0,0.8625,17
fasn,FASN,xgboost,n_estimators,N estimators,method_scores_plus_glide_uncertainty,Scores + Glide uncertainty,7,250,250.0,250.0,250.0,0.874,33
fasn,FASN,xgboost,n_estimators,N estimators,method_scores_plus_glide_uncertainty,Scores + Glide uncertainty,7,300,300.0,300.0,300.0,0.8785000000000001,54
fasn,FASN,xgboost,n_estimators,N estimators,method_scores_plus_glide_uncertainty,Scores + Glide uncertainty,7,350,350.0,350.0,350.0,0.8723000000000001,54
fasn,FASN,xgboost,n_estimators,N estimators,method_scores_plus_glide_uncertainty,Scores + Glide uncertainty,7,400,400.0,400.0,400.0,0.8684,75
fasn,FASN,xgboost,n_estimators,N estimators,method_scores_plus_glide_uncertainty,Scores + Glide uncertainty,7,450,450.0,450.0,450.0,0.8693,63
fasn,FASN,xgboost,n_estimators,N estimators,method_scores_plus_glide_uncertainty,Scores + Glide uncertainty,7,500,500.0,500.0,500.0,0.864,65
fasn,FASN,xgboost,n_estimators,N estimators,method_scores_plus_glide_uncertainty,Scores + Glide uncertainty,7,550,550.0,550.0,550.0,0.8628,56
fasn,FASN,xgboost,n_estimators,N estimators,method_scores_plus_glide_uncertainty,Scores + Glide uncertainty,7,600,600.0,600.0,600.0,0.86345,54
fasn,FASN,xgboost,n_estimators,N estimators,method_scores_plus_method_ranks,Scores + Ranks,12,100,100.0,100.0,100.0,0.8394999999999999,10
fasn,FASN,xgboost,n_estimators,N estimators,method_scores_plus_method_ranks,Scores + Ranks,12,150,150.0,150.0,150.0,0.8357,12
fasn,FASN,xgboost,n_estimators,N estimators,method_scores_plus_method_ranks,Scores + Ranks,12,200,200.0,200.0,200.0,0.8685499999999999,22
fasn,FASN,xgboost,n_estimators,N estimators,method_scores_plus_method_ranks,Scores + Ranks,12,250,250.0,250.0,250.0,0.8729,42
fasn,FASN,xgboost,n_estimators,N estimators,method_scores_plus_method_ranks,Scores + Ranks,12,300,300.0,300.0,300.0,0.8714999999999999,72
fasn,FASN,xgboost,n_estimators,N estimators,method_scores_plus_method_ranks,Scores + Ranks,12,350,350.0,350.0,350.0,0.8637,77
