dataset_label,base_name,selection_scope,outer_fold,comparison_name,model_type,p,tuning_mode,tuning_metric,trial_number,n_trials_planned,tuning_score,best_tuning_score_so_far,model_params,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,param_log10_learning_rate,param_signature,feature_set_label,target_class_label
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_2,2,chemical_descriptors,xgboost,13,nested,spearman,5,10,0.4278,0.4467,"{'learning_rate': 0.00529, 'max_depth': 2, 'n_estimators': 400, 'subsample': 0.683}",0.00529,2.0,400.0,0.683,-2.2765443279648143,learning_rate=0.00529;max_depth=2;n_estimators=400;subsample=0.683,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_2,2,chemical_descriptors,xgboost,13,nested,spearman,6,10,0.4223,0.4467,"{'learning_rate': 0.00312, 'max_depth': 7, 'n_estimators': 350, 'subsample': 0.757}",0.00312,7.0,350.0,0.757,-2.505845405981557,learning_rate=0.00312;max_depth=7;n_estimators=350;subsample=0.757,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_2,2,chemical_descriptors,xgboost,13,nested,spearman,7,10,0.4143,0.4467,"{'learning_rate': 0.032, 'max_depth': 2, 'n_estimators': 400, 'subsample': 0.585}",0.032,2.0,400.0,0.585,-1.494850021680094,learning_rate=0.032;max_depth=2;n_estimators=400;subsample=0.585,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_2,2,chemical_descriptors,xgboost,13,nested,spearman,8,10,0.3756,0.4467,"{'learning_rate': 0.247, 'max_depth': 8, 'n_estimators': 100, 'subsample': 0.904}",0.247,8.0,100.0,0.904,-0.6073030467403343,learning_rate=0.247;max_depth=8;n_estimators=100;subsample=0.904,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_2,2,chemical_descriptors,xgboost,13,nested,spearman,9,10,0.4143,0.4467,"{'learning_rate': 0.0495, 'max_depth': 2, 'n_estimators': 250, 'subsample': 0.72}",0.0495,2.0,250.0,0.72,-1.3053948010664314,learning_rate=0.0495;max_depth=2;n_estimators=250;subsample=0.72,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_3,3,chemical_descriptors,xgboost,13,nested,spearman,0,10,0.4854,0.4854,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}",0.065,8.0,300.0,0.799,-1.1870866433571443,learning_rate=0.065;max_depth=8;n_estimators=300;subsample=0.799,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_3,3,chemical_descriptors,xgboost,13,nested,spearman,1,10,0.4576,0.4854,"{'learning_rate': 0.00139, 'max_depth': 3, 'n_estimators': 150, 'subsample': 0.933}",0.00139,3.0,150.0,0.933,-2.856985199745905,learning_rate=0.00139;max_depth=3;n_estimators=150;subsample=0.933,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_3,3,chemical_descriptors,xgboost,13,nested,spearman,2,10,0.4589,0.4854,"{'learning_rate': 0.00112, 'max_depth': 6, 'n_estimators': 400, 'subsample': 0.985}",0.00112,6.0,400.0,0.985,-2.9507819773298185,learning_rate=0.00112;max_depth=6;n_estimators=400;subsample=0.985,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_3,3,chemical_descriptors,xgboost,13,nested,spearman,3,10,0.483,0.4854,"{'learning_rate': 0.00282, 'max_depth': 3, 'n_estimators': 550, 'subsample': 0.592}",0.00282,3.0,550.0,0.592,-2.549750891680639,learning_rate=0.00282;max_depth=3;n_estimators=550;subsample=0.592,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_3,3,chemical_descriptors,xgboost,13,nested,spearman,4,10,0.4899,0.4899,"{'learning_rate': 0.0117, 'max_depth': 5, 'n_estimators': 250, 'subsample': 0.646}",0.0117,5.0,250.0,0.646,-1.9318141382538383,learning_rate=0.0117;max_depth=5;n_estimators=250;subsample=0.646,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_3,3,chemical_descriptors,xgboost,13,nested,spearman,5,10,0.4819,0.4899,"{'learning_rate': 0.00529, 'max_depth': 2, 'n_estimators': 400, 'subsample': 0.683}",0.00529,2.0,400.0,0.683,-2.2765443279648143,learning_rate=0.00529;max_depth=2;n_estimators=400;subsample=0.683,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_3,3,chemical_descriptors,xgboost,13,nested,spearman,6,10,0.4773,0.4899,"{'learning_rate': 0.00312, 'max_depth': 7, 'n_estimators': 350, 'subsample': 0.757}",0.00312,7.0,350.0,0.757,-2.505845405981557,learning_rate=0.00312;max_depth=7;n_estimators=350;subsample=0.757,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_3,3,chemical_descriptors,xgboost,13,nested,spearman,7,10,0.4564,0.4899,"{'learning_rate': 0.032, 'max_depth': 2, 'n_estimators': 400, 'subsample': 0.585}",0.032,2.0,400.0,0.585,-1.494850021680094,learning_rate=0.032;max_depth=2;n_estimators=400;subsample=0.585,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_3,3,chemical_descriptors,xgboost,13,nested,spearman,8,10,0.4716,0.4899,"{'learning_rate': 0.247, 'max_depth': 8, 'n_estimators': 100, 'subsample': 0.904}",0.247,8.0,100.0,0.904,-0.6073030467403343,learning_rate=0.247;max_depth=8;n_estimators=100;subsample=0.904,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_3,3,chemical_descriptors,xgboost,13,nested,spearman,9,10,0.4694,0.4899,"{'learning_rate': 0.0495, 'max_depth': 2, 'n_estimators': 250, 'subsample': 0.72}",0.0495,2.0,250.0,0.72,-1.3053948010664314,learning_rate=0.0495;max_depth=2;n_estimators=250;subsample=0.72,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_4,4,chemical_descriptors,xgboost,13,nested,spearman,0,10,0.4737,0.4737,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}",0.065,8.0,300.0,0.799,-1.1870866433571443,learning_rate=0.065;max_depth=8;n_estimators=300;subsample=0.799,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_4,4,chemical_descriptors,xgboost,13,nested,spearman,1,10,0.352,0.4737,"{'learning_rate': 0.00139, 'max_depth': 3, 'n_estimators': 150, 'subsample': 0.933}",0.00139,3.0,150.0,0.933,-2.856985199745905,learning_rate=0.00139;max_depth=3;n_estimators=150;subsample=0.933,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_4,4,chemical_descriptors,xgboost,13,nested,spearman,2,10,0.4115,0.4737,"{'learning_rate': 0.00112, 'max_depth': 6, 'n_estimators': 400, 'subsample': 0.985}",0.00112,6.0,400.0,0.985,-2.9507819773298185,learning_rate=0.00112;max_depth=6;n_estimators=400;subsample=0.985,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_4,4,chemical_descriptors,xgboost,13,nested,spearman,3,10,0.424,0.4737,"{'learning_rate': 0.00282, 'max_depth': 3, 'n_estimators': 550, 'subsample': 0.592}",0.00282,3.0,550.0,0.592,-2.549750891680639,learning_rate=0.00282;max_depth=3;n_estimators=550;subsample=0.592,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_4,4,chemical_descriptors,xgboost,13,nested,spearman,4,10,0.4416,0.4737,"{'learning_rate': 0.0117, 'max_depth': 5, 'n_estimators': 250, 'subsample': 0.646}",0.0117,5.0,250.0,0.646,-1.9318141382538383,learning_rate=0.0117;max_depth=5;n_estimators=250;subsample=0.646,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_4,4,chemical_descriptors,xgboost,13,nested,spearman,5,10,0.4194,0.4737,"{'learning_rate': 0.00529, 'max_depth': 2, 'n_estimators': 400, 'subsample': 0.683}",0.00529,2.0,400.0,0.683,-2.2765443279648143,learning_rate=0.00529;max_depth=2;n_estimators=400;subsample=0.683,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_4,4,chemical_descriptors,xgboost,13,nested,spearman,6,10,0.4462,0.4737,"{'learning_rate': 0.00312, 'max_depth': 7, 'n_estimators': 350, 'subsample': 0.757}",0.00312,7.0,350.0,0.757,-2.505845405981557,learning_rate=0.00312;max_depth=7;n_estimators=350;subsample=0.757,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_4,4,chemical_descriptors,xgboost,13,nested,spearman,7,10,0.4236,0.4737,"{'learning_rate': 0.032, 'max_depth': 2, 'n_estimators': 400, 'subsample': 0.585}",0.032,2.0,400.0,0.585,-1.494850021680094,learning_rate=0.032;max_depth=2;n_estimators=400;subsample=0.585,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_4,4,chemical_descriptors,xgboost,13,nested,spearman,8,10,0.3666,0.4737,"{'learning_rate': 0.247, 'max_depth': 8, 'n_estimators': 100, 'subsample': 0.904}",0.247,8.0,100.0,0.904,-0.6073030467403343,learning_rate=0.247;max_depth=8;n_estimators=100;subsample=0.904,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_4,4,chemical_descriptors,xgboost,13,nested,spearman,9,10,0.4236,0.4737,"{'learning_rate': 0.0495, 'max_depth': 2, 'n_estimators': 250, 'subsample': 0.72}",0.0495,2.0,250.0,0.72,-1.3053948010664314,learning_rate=0.0495;max_depth=2;n_estimators=250;subsample=0.72,Chem. descriptors,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,method_ranks,xgboost,6,nested,spearman,0,10,0.8415,0.8415,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}",0.065,8.0,300.0,0.799,-1.1870866433571443,learning_rate=0.065;max_depth=8;n_estimators=300;subsample=0.799,Ranks,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,method_ranks,xgboost,6,nested,spearman,1,10,0.8141,0.8415,"{'learning_rate': 0.00139, 'max_depth': 3, 'n_estimators': 150, 'subsample': 0.933}",0.00139,3.0,150.0,0.933,-2.856985199745905,learning_rate=0.00139;max_depth=3;n_estimators=150;subsample=0.933,Ranks,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,method_ranks,xgboost,6,nested,spearman,2,10,0.7995,0.8415,"{'learning_rate': 0.00112, 'max_depth': 6, 'n_estimators': 400, 'subsample': 0.985}",0.00112,6.0,400.0,0.985,-2.9507819773298185,learning_rate=0.00112;max_depth=6;n_estimators=400;subsample=0.985,Ranks,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,method_ranks,xgboost,6,nested,spearman,3,10,0.868,0.868,"{'learning_rate': 0.00282, 'max_depth': 3, 'n_estimators': 550, 'subsample': 0.592}",0.00282,3.0,550.0,0.592,-2.549750891680639,learning_rate=0.00282;max_depth=3;n_estimators=550;subsample=0.592,Ranks,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,method_ranks,xgboost,6,nested,spearman,4,10,0.8667,0.868,"{'learning_rate': 0.0117, 'max_depth': 5, 'n_estimators': 250, 'subsample': 0.646}",0.0117,5.0,250.0,0.646,-1.9318141382538383,learning_rate=0.0117;max_depth=5;n_estimators=250;subsample=0.646,Ranks,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,method_ranks,xgboost,6,nested,spearman,5,10,0.8683,0.8683,"{'learning_rate': 0.00529, 'max_depth': 2, 'n_estimators': 400, 'subsample': 0.683}",0.00529,2.0,400.0,0.683,-2.2765443279648143,learning_rate=0.00529;max_depth=2;n_estimators=400;subsample=0.683,Ranks,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,method_ranks,xgboost,6,nested,spearman,6,10,0.8531,0.8683,"{'learning_rate': 0.00312, 'max_depth': 7, 'n_estimators': 350, 'subsample': 0.757}",0.00312,7.0,350.0,0.757,-2.505845405981557,learning_rate=0.00312;max_depth=7;n_estimators=350;subsample=0.757,Ranks,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,method_ranks,xgboost,6,nested,spearman,7,10,0.8787,0.8787,"{'learning_rate': 0.032, 'max_depth': 2, 'n_estimators': 400, 'subsample': 0.585}",0.032,2.0,400.0,0.585,-1.494850021680094,learning_rate=0.032;max_depth=2;n_estimators=400;subsample=0.585,Ranks,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,method_ranks,xgboost,6,nested,spearman,8,10,0.8288,0.8787,"{'learning_rate': 0.247, 'max_depth': 8, 'n_estimators': 100, 'subsample': 0.904}",0.247,8.0,100.0,0.904,-0.6073030467403343,learning_rate=0.247;max_depth=8;n_estimators=100;subsample=0.904,Ranks,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_0,0,method_ranks,xgboost,6,nested,spearman,9,10,0.8776,0.8787,"{'learning_rate': 0.0495, 'max_depth': 2, 'n_estimators': 250, 'subsample': 0.72}",0.0495,2.0,250.0,0.72,-1.3053948010664314,learning_rate=0.0495;max_depth=2;n_estimators=250;subsample=0.72,Ranks,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,xgboost,6,nested,spearman,0,10,0.8072,0.8072,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}",0.065,8.0,300.0,0.799,-1.1870866433571443,learning_rate=0.065;max_depth=8;n_estimators=300;subsample=0.799,Ranks,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,xgboost,6,nested,spearman,1,10,0.7701,0.8072,"{'learning_rate': 0.00139, 'max_depth': 3, 'n_estimators': 150, 'subsample': 0.933}",0.00139,3.0,150.0,0.933,-2.856985199745905,learning_rate=0.00139;max_depth=3;n_estimators=150;subsample=0.933,Ranks,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,xgboost,6,nested,spearman,2,10,0.7871,0.8072,"{'learning_rate': 0.00112, 'max_depth': 6, 'n_estimators': 400, 'subsample': 0.985}",0.00112,6.0,400.0,0.985,-2.9507819773298185,learning_rate=0.00112;max_depth=6;n_estimators=400;subsample=0.985,Ranks,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,xgboost,6,nested,spearman,3,10,0.8187,0.8187,"{'learning_rate': 0.00282, 'max_depth': 3, 'n_estimators': 550, 'subsample': 0.592}",0.00282,3.0,550.0,0.592,-2.549750891680639,learning_rate=0.00282;max_depth=3;n_estimators=550;subsample=0.592,Ranks,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,xgboost,6,nested,spearman,4,10,0.8304,0.8304,"{'learning_rate': 0.0117, 'max_depth': 5, 'n_estimators': 250, 'subsample': 0.646}",0.0117,5.0,250.0,0.646,-1.9318141382538383,learning_rate=0.0117;max_depth=5;n_estimators=250;subsample=0.646,Ranks,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,xgboost,6,nested,spearman,5,10,0.8081,0.8304,"{'learning_rate': 0.00529, 'max_depth': 2, 'n_estimators': 400, 'subsample': 0.683}",0.00529,2.0,400.0,0.683,-2.2765443279648143,learning_rate=0.00529;max_depth=2;n_estimators=400;subsample=0.683,Ranks,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,xgboost,6,nested,spearman,6,10,0.8087,0.8304,"{'learning_rate': 0.00312, 'max_depth': 7, 'n_estimators': 350, 'subsample': 0.757}",0.00312,7.0,350.0,0.757,-2.505845405981557,learning_rate=0.00312;max_depth=7;n_estimators=350;subsample=0.757,Ranks,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,xgboost,6,nested,spearman,7,10,0.8545,0.8545,"{'learning_rate': 0.032, 'max_depth': 2, 'n_estimators': 400, 'subsample': 0.585}",0.032,2.0,400.0,0.585,-1.494850021680094,learning_rate=0.032;max_depth=2;n_estimators=400;subsample=0.585,Ranks,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,xgboost,6,nested,spearman,8,10,0.7694,0.8545,"{'learning_rate': 0.247, 'max_depth': 8, 'n_estimators': 100, 'subsample': 0.904}",0.247,8.0,100.0,0.904,-0.6073030467403343,learning_rate=0.247;max_depth=8;n_estimators=100;subsample=0.904,Ranks,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,xgboost,6,nested,spearman,9,10,0.8439,0.8545,"{'learning_rate': 0.0495, 'max_depth': 2, 'n_estimators': 250, 'subsample': 0.72}",0.0495,2.0,250.0,0.72,-1.3053948010664314,learning_rate=0.0495;max_depth=2;n_estimators=250;subsample=0.72,Ranks,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_2,2,method_ranks,xgboost,6,nested,spearman,0,10,0.8605,0.8605,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}",0.065,8.0,300.0,0.799,-1.1870866433571443,learning_rate=0.065;max_depth=8;n_estimators=300;subsample=0.799,Ranks,FASN
fasn,fasn_random_kfold_cv_nested_tuning,outer_fold_2,2,method_ranks,xgboost,6,nested,spearman,1,10,0.8411,0.8605,"{'learning_rate': 0.00139, 'max_depth': 3, 'n_estimators': 150, 'subsample': 0.933}",0.00139,3.0,150.0,0.933,-2.856985199745905,learning_rate=0.00139;max_depth=3;n_estimators=150;subsample=0.933,Ranks,FASN
