compound_id,target_id,in_experimental_data,pred_mean,pred_err
153559-49-0,pa_ph1n1,1,4.4825,1.2641
154229-19-3,pa_ph1n1,1,4.3827,0.6497
154361-50-9,pa_ph1n1,1,4.9223,1.0885
155206-00-1,pa_ph1n1,1,4.7011,1.2014
155213-67-5,pa_ph1n1,1,4.6437,1.2883
156-57-0,pa_ph1n1,1,4.0239,1.2815
15686-71-2,pa_ph1n1,1,3.9405,0.9448
159811-51-5,pa_ph1n1,1,4.9517,1.2751
160970-54-7,pa_ph1n1,1,4.5631,1.1069
161735-79-1,pa_ph1n1,1,4.2508,1.1438
161814-49-9,pa_ph1n1,1,3.7844,0.7568
162011-90-7,pa_ph1n1,1,4.3048,0.9299
162401-32-3,pa_ph1n1,1,4.6006,1.1134
163222-33-1,pa_ph1n1,1,3.9287,0.9505
164656-23-9,pa_ph1n1,1,4.1321,0.8993
165800-03-3,pa_ph1n1,1,4.1193,0.797
169590-42-5,pa_ph1n1,1,4.5803,0.9325
170729-80-3,pa_ph1n1,1,4.0343,0.9588
171599-83-0,pa_ph1n1,1,4.0328,0.9349
17321-77-6,pa_ph1n1,1,4.8527,1.1229
1744-22-5,pa_ph1n1,1,4.4583,0.7291
175865-59-5,pa_ph1n1,1,5.0043,1.3812
179324-69-7,pa_ph1n1,1,4.6023,0.7687
179463-17-3,pa_ph1n1,1,4.145,1.5
18010-40-7,pa_ph1n1,1,3.9639,0.9452
183133-96-2,pa_ph1n1,1,3.5354,1.1654
186826-86-8,pa_ph1n1,1,4.1742,0.709
188062-50-2,pa_ph1n1,1,5.2605,1.0395
190786-44-8,pa_ph1n1,1,4.8617,0.7749
19171-19-8,pa_ph1n1,1,3.804,0.7823
19356-17-3,pa_ph1n1,1,5.0888,1.3416
19387-91-8,pa_ph1n1,1,4.7414,0.9715
1953-02-2,pa_ph1n1,1,3.9763,0.985
196597-26-9,pa_ph1n1,1,4.7293,0.8859
19767-45-4,pa_ph1n1,1,5.499,1.0965
19774-82-4,pa_ph1n1,1,4.4343,2.7064
198480-56-7,pa_ph1n1,1,4.2558,0.9507
201530-41-8,pa_ph1n1,1,4.9784,1.0454
202138-50-9,pa_ph1n1,1,4.001,1.5456
2030-63-9,pa_ph1n1,1,3.7828,1.1104
204255-11-8,pa_ph1n1,1,4.4003,1.2987
2062-78-4,pa_ph1n1,1,4.4966,1.4216
2068-78-2,pa_ph1n1,1,4.1745,1.4226
211915-06-9,pa_ph1n1,1,4.139,1.5914
21256-18-8,pa_ph1n1,1,4.3229,0.9262
2135-17-3,pa_ph1n1,1,4.461,0.9646
21679-14-1,pa_ph1n1,1,4.7167,0.885
21736-83-4,pa_ph1n1,1,3.7084,1.2585
2192-20-3,pa_ph1n1,1,5.1713,0.9802
220127-57-1,pa_ph1n1,1,4.1335,0.9307
220620-09-7,pa_ph1n1,1,4.2552,0.8961
22260-51-1,pa_ph1n1,1,4.6841,1.3107
223673-61-8,pa_ph1n1,1,5.2002,1.2928
224785-90-4,pa_ph1n1,1,4.6798,0.8309
22916-47-8,pa_ph1n1,1,4.1409,1.0163
231277-92-2,pa_ph1n1,1,4.523,0.95
242478-38-2,pa_ph1n1,1,4.6031,0.8689
2447-57-6,pa_ph1n1,1,3.9549,0.7449
24729-96-2,pa_ph1n1,1,5.2713,1.4242
25451-15-4,pa_ph1n1,1,4.7026,1.5463
2627-69-2,pa_ph1n1,1,3.7323,0.8357
26807-65-8,pa_ph1n1,1,5.1016,1.1093
269055-15-4,pa_ph1n1,1,5.2931,1.3061
274693-27-5,pa_ph1n1,1,4.7324,1.7182
27833-64-3,pa_ph1n1,1,4.1539,1.0997
2809-21-4,pa_ph1n1,1,5.4727,1.2974
28657-80-9,pa_ph1n1,1,4.5187,0.9919
286930-03-8,pa_ph1n1,1,4.5846,1.0247
297-76-7,pa_ph1n1,1,4.021,1.0485
302-79-4,pa_ph1n1,1,3.9719,1.4093
302962-49-8,pa_ph1n1,1,4.6506,1.1067
304-20-1,pa_ph1n1,1,4.6828,1.0646
3056-17-5,pa_ph1n1,1,4.4676,1.0379
30652-11-0,pa_ph1n1,1,4.1603,1.2207
319460-85-0,pa_ph1n1,1,5.7184,1.3666
320345-99-1,pa_ph1n1,1,4.8527,1.5752
321-30-2,pa_ph1n1,1,4.9135,1.4162
33069-62-4,pa_ph1n1,1,3.8641,1.3254
330784-47-9,pa_ph1n1,1,4.8426,1.0731
33402-03-8,pa_ph1n1,1,4.1501,0.7892
33419-42-0,pa_ph1n1,1,5.6107,1.7997
341031-54-7,pa_ph1n1,1,5.353,1.2561
34183-22-7,pa_ph1n1,1,4.8015,1.1774
34381-68-5,pa_ph1n1,1,4.2164,0.9546
34552-83-5,pa_ph1n1,1,4.8023,1.0498
34580-14-8,pa_ph1n1,1,3.8842,1.0213
3543-75-7,pa_ph1n1,1,4.6409,0.7246
36322-90-4,pa_ph1n1,1,5.0031,1.2087
364782-34-3,pa_ph1n1,1,4.3406,1.2184
367514-88-3,pa_ph1n1,1,4.9633,1.0964
36791-04-5,pa_ph1n1,1,4.9492,1.1682
3717-88-2,pa_ph1n1,1,4.7617,0.8018
3801-06-7,pa_ph1n1,1,4.3368,1.0145
380843-75-4,pa_ph1n1,1,4.9448,1.2099
38194-50-2,pa_ph1n1,1,4.8073,1.0562
38304-91-5,pa_ph1n1,1,4.7928,0.9673
389-08-2,pa_ph1n1,1,3.8167,0.8101
3963-95-9,pa_ph1n1,1,4.1591,1.1012
3978-86-7,pa_ph1n1,1,4.0848,0.7508
405165-61-9,pa_ph1n1,1,4.6924,0.9579
41340-25-4,pa_ph1n1,1,4.53,0.8471
42057-22-7,pa_ph1n1,1,4.5283,1.2598
42461-84-7,pa_ph1n1,1,4.1143,0.704
42924-53-8,pa_ph1n1,1,4.4819,0.8282
4342-03-4,pa_ph1n1,1,4.6036,0.6847
440-17-5,pa_ph1n1,1,4.2406,0.7626
444731-52-6,pa_ph1n1,1,5.3404,1.2268
446-86-6,pa_ph1n1,1,5.7119,1.4776
452-35-7,pa_ph1n1,1,4.1537,0.6102
475207-59-1,pa_ph1n1,1,4.1137,1.0153
50-01-1,pa_ph1n1,1,4.2019,1.6099
50-02-2,pa_ph1n1,1,3.9493,0.6396
50-04-4,pa_ph1n1,1,3.8352,0.7415
50-27-1,pa_ph1n1,1,4.8231,1.0003
50-28-2,pa_ph1n1,1,4.5835,0.7155
50-35-1,pa_ph1n1,1,4.4864,1.3709
50-41-9,pa_ph1n1,1,4.3415,0.8402
50-55-5,pa_ph1n1,1,4.177,0.4684
50-63-5,pa_ph1n1,1,4.0457,1.0154
50-78-2,pa_ph1n1,1,4.0344,0.6211
50-81-7,pa_ph1n1,1,4.2231,0.7251
50-91-9,pa_ph1n1,1,4.3265,0.6598
50700-72-6,pa_ph1n1,1,4.8498,1.6425
51-21-8,pa_ph1n1,1,4.3455,0.8065
51-52-5,pa_ph1n1,1,4.1282,1.1107
51333-22-3,pa_ph1n1,1,4.6131,1.0924
51481-61-9,pa_ph1n1,1,4.3868,1.5472
51803-78-2,pa_ph1n1,1,4.4947,0.7679
518048-05-0,pa_ph1n1,1,3.727,1.0186
52-21-1,pa_ph1n1,1,4.969,1.2745
52-86-8,pa_ph1n1,1,5.0403,0.9732
521-78-8,pa_ph1n1,1,5.0795,0.8423
527-07-1,pa_ph1n1,1,4.8535,0.9272
53-86-1,pa_ph1n1,1,3.9952,0.9238
532-03-6,pa_ph1n1,1,4.0318,1.0746
53885-35-1,pa_ph1n1,1,5.7358,1.4101
54-85-3,pa_ph1n1,1,3.9988,1.2835
54029-12-8,pa_ph1n1,1,4.8399,0.9753
540737-29-9,pa_ph1n1,1,4.0903,1.053
541-15-1,pa_ph1n1,1,4.1435,0.8081
541-22-0,pa_ph1n1,1,3.9988,1.9003
5451-09-2,pa_ph1n1,1,3.7253,1.4
54527-84-3,pa_ph1n1,1,3.9276,1.099
548-62-9,pa_ph1n1,1,4.562,1.7383
548-73-2,pa_ph1n1,1,4.114,0.9888
549-18-8,pa_ph1n1,1,4.1932,1.3606
55-06-1,pa_ph1n1,1,4.6166,3.9572
55-98-1,pa_ph1n1,1,4.7804,0.802
550-99-2,pa_ph1n1,1,4.5332,1.3533
55079-83-9,pa_ph1n1,1,4.9011,1.0796
55268-74-1,pa_ph1n1,1,4.0321,0.7756
553-08-2,pa_ph1n1,1,4.7379,1.9451
555-30-6,pa_ph1n1,1,4.866,1.1701
5593-20-4,pa_ph1n1,1,3.3317,1.1889
56-85-9,pa_ph1n1,1,4.7962,1.3568
56180-94-0,pa_ph1n1,1,4.1091,2.5922
56211-40-6,pa_ph1n1,1,5.0154,1.1485
56296-78-7,pa_ph1n1,1,4.9168,1.286
57-41-0,pa_ph1n1,1,4.7683,1.0022
57-66-9,pa_ph1n1,1,4.3084,0.7175
57-68-1,pa_ph1n1,1,4.3746,0.6949
57248-88-1,pa_ph1n1,1,5.1092,0.9444
57808-65-8,pa_ph1n1,1,4.3456,2.7385
57852-57-0,pa_ph1n1,1,3.6682,1.4137
5786-21-0,pa_ph1n1,1,5.1133,1.2253
58-56-0,pa_ph1n1,1,4.566,1.0114
58-61-7,pa_ph1n1,1,3.9252,1.0218
58-96-8,pa_ph1n1,1,4.1626,0.7417
58579-51-4,pa_ph1n1,1,4.4643,0.9032
59-05-2,pa_ph1n1,1,4.4315,1.2773
59-67-6,pa_ph1n1,1,4.0142,1.0435
59-87-0,pa_ph1n1,1,4.2401,1.8319
590-63-6,pa_ph1n1,1,5.2725,1.5295
595-33-5,pa_ph1n1,1,3.9874,0.7088
60-32-2,pa_ph1n1,1,3.8803,1.0965
60-56-0,pa_ph1n1,1,5.3357,0.902
6018-19-5,pa_ph1n1,1,4.3476,0.7265
603-50-9,pa_ph1n1,1,4.119,1.3022
61-16-5,pa_ph1n1,1,4.1202,0.7843
61-76-7,pa_ph1n1,1,4.3163,1.0081
61318-91-0,pa_ph1n1,1,4.2381,0.8306
61718-82-9,pa_ph1n1,1,4.6958,1.2039
62-31-7,pa_ph1n1,1,4.9332,1.2704
62-97-5,pa_ph1n1,1,5.3112,1.397
62013-04-1,pa_ph1n1,1,4.4449,1.0933
624-49-7,pa_ph1n1,1,3.9655,0.9196
62571-86-2,pa_ph1n1,1,4.7645,0.4485
62893-19-0,pa_ph1n1,1,4.3972,0.6297
63-45-6,pa_ph1n1,1,4.2598,1.0144
63-74-1,pa_ph1n1,1,4.1482,0.7437
63-92-3,pa_ph1n1,1,4.9122,1.0532
635728-49-3,pa_ph1n1,1,5.2525,1.24
63659-19-8,pa_ph1n1,1,4.1946,1.2733
64-75-5,pa_ph1n1,1,3.8686,0.7473
64-77-7,pa_ph1n1,1,4.1997,0.8035
641571-10-0,pa_ph1n1,1,3.9968,1.3433
64228-81-5,pa_ph1n1,1,4.1462,1.9024
64461-82-1,pa_ph1n1,1,4.2584,0.8401
645-05-6,pa_ph1n1,1,4.3213,0.7615
64872-77-1,pa_ph1n1,1,4.2223,1.0535
6493-05-6,pa_ph1n1,1,4.4295,0.823
65-28-1,pa_ph1n1,1,4.5093,1.0241
65-29-2,pa_ph1n1,1,3.8596,2.3462
65277-42-1,pa_ph1n1,1,4.4911,1.3046
65473-14-5,pa_ph1n1,1,4.6863,1.1354
66085-59-4,pa_ph1n1,1,4.5053,1.312
66104-23-2,pa_ph1n1,1,4.4993,0.9444
66357-59-3,pa_ph1n1,1,4.4922,1.9445
67-03-8,pa_ph1n1,1,4.9625,1.1128
67-48-1,pa_ph1n1,1,4.9114,0.9136
67-73-2,pa_ph1n1,1,5.1937,1.4049
67-92-5,pa_ph1n1,1,4.2448,1.1496
68-35-9,pa_ph1n1,1,4.1692,0.6948
68-41-7,pa_ph1n1,1,3.8472,0.994
68291-97-4,pa_ph1n1,1,4.0973,0.8383
68373-14-8,pa_ph1n1,1,4.269,0.5429
697761-98-1,pa_ph1n1,1,4.3815,1.0161
70024-40-7,pa_ph1n1,1,4.6297,1.0297
70458-96-7,pa_ph1n1,1,4.2131,0.7213
70476-82-3,pa_ph1n1,1,4.6245,1.5355
7081-44-9,pa_ph1n1,1,4.4241,0.8154
71-58-9,pa_ph1n1,1,4.3398,1.1991
71675-85-9,pa_ph1n1,1,4.6021,1.0311
72-14-0,pa_ph1n1,1,4.5682,0.8599
72-33-3,pa_ph1n1,1,4.8271,1.113
721-50-6,pa_ph1n1,1,3.7706,0.8548
723-46-6,pa_ph1n1,1,4.4047,0.6717
72432-03-2,pa_ph1n1,1,4.3691,0.8483
72559-06-9,pa_ph1n1,1,3.2829,1.3954
7279-75-6,pa_ph1n1,1,3.6985,1.2403
73590-58-6,pa_ph1n1,1,5.0823,1.3693
738-70-5,pa_ph1n1,1,4.6049,1.2103
73816-42-9,pa_ph1n1,1,3.9819,0.7497
73963-72-1,pa_ph1n1,1,4.7578,0.9178
74011-58-8,pa_ph1n1,1,4.66,0.8581
745-65-3,pa_ph1n1,1,4.3472,0.8542
74863-84-6,pa_ph1n1,1,4.221,0.9371
753498-25-8,pa_ph1n1,1,4.9461,1.0492
75607-67-9,pa_ph1n1,1,4.088,1.6335
75695-93-1,pa_ph1n1,1,5.432,1.2644
75706-12-6,pa_ph1n1,1,4.3569,0.9405
76-90-4,pa_ph1n1,1,4.2369,1.0192
7681-93-8,pa_ph1n1,1,4.1792,0.7885
76824-35-6,pa_ph1n1,1,4.2622,1.0949
77-86-1,pa_ph1n1,1,5.2787,1.1742
77883-43-3,pa_ph1n1,1,3.7932,1.2019
78110-38-0,pa_ph1n1,1,4.5201,0.6879
78246-49-8,pa_ph1n1,1,4.1752,1.2523
78415-72-2,pa_ph1n1,1,4.8877,1.3247
79-57-2,pa_ph1n1,1,4.0395,1.0122
79307-93-0,pa_ph1n1,1,4.0762,0.5948
79559-97-0,pa_ph1n1,1,4.0034,0.8477
797-63-7,pa_ph1n1,1,5.0808,1.0922
79794-75-5,pa_ph1n1,1,4.7172,1.2436
79902-63-9,pa_ph1n1,1,4.1746,0.9695
80-50-2,pa_ph1n1,1,3.8736,1.4566
80-77-3,pa_ph1n1,1,4.1499,1.1201
81403-68-1,pa_ph1n1,1,3.9684,1.1921
82034-46-6,pa_ph1n1,1,4.7029,0.9032
82586-52-5,pa_ph1n1,1,4.6306,1.2819
82586-55-8,pa_ph1n1,1,4.3186,1.153
82640-04-8,pa_ph1n1,1,4.7694,0.9699
83-12-5,pa_ph1n1,1,4.3858,1.2983
83-43-2,pa_ph1n1,1,3.8249,0.8702
83-88-5,pa_ph1n1,1,4.5927,0.9191
83915-83-7,pa_ph1n1,1,4.1991,1.1552
84371-65-3,pa_ph1n1,1,4.4345,0.6878
849217-68-1,pa_ph1n1,1,4.6603,1.2033
85371-64-8,pa_ph1n1,1,4.2941,1.3653
85622-93-1,pa_ph1n1,1,3.9881,1.2719
85650-56-2,pa_ph1n1,1,4.685,0.9237
859-18-7,pa_ph1n1,1,4.8003,1.4437
863031-21-4,pa_ph1n1,1,4.6431,1.2319
873857-62-6,pa_ph1n1,1,4.4924,1.4709
877399-52-5,pa_ph1n1,1,5.0144,1.3336
879085-55-9,pa_ph1n1,1,4.464,1.2963
880149-29-1,pa_ph1n1,1,4.8342,1.2706
88889-14-9,pa_ph1n1,1,3.9446,1.0705
89-25-8,pa_ph1n1,1,4.7387,0.9039
90357-06-5,pa_ph1n1,1,4.597,1.0332
91374-20-8,pa_ph1n1,1,4.1031,0.9636
91832-40-5,pa_ph1n1,1,4.2252,1.2576
93793-83-0,pa_ph1n1,1,4.5565,1.1104
93957-55-2,pa_ph1n1,1,3.9748,0.8334
941678-49-5,pa_ph1n1,1,4.4767,1.1337
95-25-0,pa_ph1n1,1,4.0607,0.7906
95635-55-5,pa_ph1n1,1,5.1011,1.0991
96829-58-2,pa_ph1n1,1,3.8747,2.3684
97-77-8,pa_ph1n1,1,4.6337,1.1611
97240-79-4,pa_ph1n1,1,4.4179,0.8193
99300-78-4,pa_ph1n1,1,5.0919,0.9799
99592-39-9,pa_ph1n1,1,4.8389,1.2183
1004316-88-4,pa_h3n2,1,4.7615,1.3186
100643-71-8,pa_h3n2,1,5.5804,0.8063
101-26-8,pa_h3n2,1,4.2328,1.2883
101477-54-7,pa_h3n2,1,4.7121,1.2125
101827-46-7,pa_h3n2,1,3.7094,0.8467
103-16-2,pa_h3n2,1,5.3761,1.187
103177-37-3,pa_h3n2,1,4.11,0.9743
10405-02-4,pa_h3n2,1,4.3449,1.5706
1041434-82-5,pa_h3n2,1,5.0696,0.7858
104227-87-4,pa_h3n2,1,4.2153,0.8304
104632-26-0,pa_h3n2,1,4.4183,1.5161
105462-24-6,pa_h3n2,1,4.8657,0.9599
105816-04-4,pa_h3n2,1,5.0112,0.6034
106266-06-2,pa_h3n2,1,4.5399,0.672
106308-44-5,pa_h3n2,1,4.5189,1.2039
106685-40-9,pa_h3n2,1,5.3806,0.9865
1069-66-5,pa_h3n2,1,4.9799,1.177
107-35-7,pa_h3n2,1,4.725,1.1541
1070-11-7,pa_h3n2,1,3.9062,1.3078
107133-36-8,pa_h3n2,1,4.36,1.1074
107724-20-9,pa_h3n2,1,4.6429,0.8304
108341-18-0,pa_h3n2,1,4.0962,1.2335
1104-22-9,pa_h3n2,1,3.9288,0.9907
111406-87-2,pa_h3n2,1,4.3308,1.3924
1115-70-4,pa_h3n2,1,3.4992,1.3995
111974-72-2,pa_h3n2,1,3.9689,1.2023
112529-15-4,pa_h3n2,1,4.8713,1.3981
112809-51-5,pa_h3n2,1,4.4165,1.2276
112885-42-4,pa_h3n2,1,3.9319,1.1075
113-59-7,pa_h3n2,1,4.4322,0.747
113-92-8,pa_h3n2,1,4.5981,1.4772
113852-37-2,pa_h3n2,1,4.0022,1.0686
115256-11-6,pa_h3n2,1,4.2821,1.0207
1156-19-0,pa_h3n2,1,4.2874,1.0136
117-37-3,pa_h3n2,1,5.0204,0.8756
118072-93-8,pa_h3n2,1,4.7622,0.8473
119413-54-6,pa_h3n2,1,4.6539,0.8311
1195765-45-7,pa_h3n2,1,3.6933,0.9634
120-97-8,pa_h3n2,1,4.3501,1.4489
120011-70-3,pa_h3n2,1,4.1866,1.025
120202-66-6,pa_h3n2,1,5.8815,1.1135
120511-73-1,pa_h3n2,1,3.9878,0.5069
122111-03-9,pa_h3n2,1,4.9038,0.9211
122320-73-4,pa_h3n2,1,4.252,1.1005
122647-32-9,pa_h3n2,1,4.3457,1.3137
122883-93-6,pa_h3n2,1,5.6324,1.2613
1247-42-3,pa_h3n2,1,5.1452,0.9265
124750-99-8,pa_h3n2,1,4.3794,1.2596
124937-52-6,pa_h3n2,1,4.3359,0.9193
125-84-8,pa_h3n2,1,4.8438,1.028
1263-89-4,pa_h3n2,1,3.6919,1.835
1264-62-6,pa_h3n2,1,4.076,1.7363
127-07-1,pa_h3n2,1,4.3163,0.9624
127-56-0,pa_h3n2,1,5.0832,1.3983
127-79-7,pa_h3n2,1,4.9027,0.6867
128794-94-5,pa_h3n2,1,4.283,0.9624
129101-54-8,pa_h3n2,1,5.1889,0.8063
129497-78-5,pa_h3n2,1,3.6159,1.8836
129722-12-9,pa_h3n2,1,4.6991,0.9765
130-61-0,pa_h3n2,1,3.8734,1.241
13010-47-4,pa_h3n2,1,4.7592,0.7093
132-17-2,pa_h3n2,1,4.1428,0.8786
132-18-3,pa_h3n2,1,4.4595,0.8224
132539-06-1,pa_h3n2,1,4.5161,1.3502
13292-46-1,pa_h3n2,1,3.4802,1.282
133-67-5,pa_h3n2,1,4.1494,1.0915
133099-07-7,pa_h3n2,1,4.5097,1.304
133454-47-4,pa_h3n2,1,4.6332,1.105
134308-13-7,pa_h3n2,1,4.4009,1.7942
134523-03-8,pa_h3n2,1,4.5553,1.1021
135729-62-3,pa_h3n2,1,4.443,1.1874
136-40-3,pa_h3n2,1,4.8189,0.6477
136572-09-3,pa_h3n2,1,3.7842,1.312
137-58-6,pa_h3n2,1,4.5499,0.9684
137071-32-0,pa_h3n2,1,3.2364,1.2888
138402-11-6,pa_h3n2,1,4.875,0.9431
138530-94-6,pa_h3n2,1,4.5822,1.0889
138926-19-9,pa_h3n2,1,4.4989,0.982
139110-80-8,pa_h3n2,1,3.9135,0.798
140462-76-6,pa_h3n2,1,4.2112,0.9502
141-90-2,pa_h3n2,1,4.182,0.8847
141505-33-1,pa_h3n2,1,4.9853,1.2384
141625-93-6,pa_h3n2,1,4.8749,1.1593
142340-99-6,pa_h3n2,1,4.7881,1.0868
144-82-1,pa_h3n2,1,5.1742,1.2783
144060-53-7,pa_h3n2,1,4.8065,0.9752
144689-63-4,pa_h3n2,1,5.1309,1.0916
144701-48-4,pa_h3n2,1,4.1579,1.8105
145040-37-5,pa_h3n2,1,4.1073,1.2389
145108-58-3,pa_h3n2,1,4.5181,0.9353
146464-95-1,pa_h3n2,1,4.0234,0.7625
147-94-4,pa_h3n2,1,4.6241,1.2538
147127-20-6,pa_h3n2,1,4.0996,1.0117
147403-03-0,pa_h3n2,1,4.9696,1.1892
1476-53-5,pa_h3n2,1,3.7758,0.9836
148-79-8,pa_h3n2,1,4.7982,1.2478
148849-67-6,pa_h3n2,1,3.8676,1.0218
149647-78-9,pa_h3n2,1,4.562,1.4566
150-76-5,pa_h3n2,1,4.1907,0.4982
150322-43-3,pa_h3n2,1,4.6294,0.8576
150399-23-8,pa_h3n2,1,4.973,1.3929
150683-30-0,pa_h3n2,1,4.264,1.1618
1508-65-2,pa_h3n2,1,4.4122,1.0507
1508-75-4,pa_h3n2,1,4.3267,0.6968
1508-76-5,pa_h3n2,1,3.7768,0.8081
152-62-5,pa_h3n2,1,4.6494,0.8631
152520-56-4,pa_h3n2,1,5.6796,1.3493
15307-81-0,pa_h3n2,1,4.0405,1.0212
153559-49-0,pa_h3n2,1,4.1847,0.5531
154229-19-3,pa_h3n2,1,4.5805,0.7183
