compound_id,target_id,in_experimental_data,pred_mean,pred_err
144701-48-4,pa_ph1n1,1,3.9472,1.6065
145040-37-5,pa_ph1n1,1,3.8949,1.0778
145108-58-3,pa_ph1n1,1,4.4562,0.9923
146464-95-1,pa_ph1n1,1,4.2258,0.9836
147-94-4,pa_ph1n1,1,4.8112,0.9544
147127-20-6,pa_ph1n1,1,4.2059,0.8258
147403-03-0,pa_ph1n1,1,5.3704,1.4545
1476-53-5,pa_ph1n1,1,4.0835,0.7983
148-79-8,pa_ph1n1,1,4.672,1.0804
148849-67-6,pa_ph1n1,1,4.843,1.2038
149647-78-9,pa_ph1n1,1,5.2724,1.0941
150-76-5,pa_ph1n1,1,3.9189,0.6497
150322-43-3,pa_ph1n1,1,4.1395,0.9908
150399-23-8,pa_ph1n1,1,4.9236,1.0826
150683-30-0,pa_ph1n1,1,4.1602,1.0039
1508-65-2,pa_ph1n1,1,4.817,1.0543
1508-75-4,pa_ph1n1,1,5.1182,1.2922
1508-76-5,pa_ph1n1,1,3.8894,0.9881
152-62-5,pa_ph1n1,1,5.4738,1.5353
152520-56-4,pa_ph1n1,1,5.3895,1.249
15307-81-0,pa_ph1n1,1,4.5213,1.1926
153559-49-0,pa_ph1n1,1,4.5501,1.0754
154229-19-3,pa_ph1n1,1,4.362,0.6635
154361-50-9,pa_ph1n1,1,4.94,1.0069
155206-00-1,pa_ph1n1,1,4.6337,1.0997
155213-67-5,pa_ph1n1,1,4.5998,1.4615
156-57-0,pa_ph1n1,1,3.9449,1.2864
15686-71-2,pa_ph1n1,1,3.983,0.9295
159811-51-5,pa_ph1n1,1,5.0167,1.1037
160970-54-7,pa_ph1n1,1,4.5819,1.1282
161735-79-1,pa_ph1n1,1,4.2612,1.0144
161814-49-9,pa_ph1n1,1,3.7605,0.7097
162011-90-7,pa_ph1n1,1,4.3079,1.0736
162401-32-3,pa_ph1n1,1,4.5297,1.2372
163222-33-1,pa_ph1n1,1,3.8834,0.8879
164656-23-9,pa_ph1n1,1,4.158,0.7701
165800-03-3,pa_ph1n1,1,4.1073,0.8899
169590-42-5,pa_ph1n1,1,4.6297,0.914
170729-80-3,pa_ph1n1,1,3.9945,0.8964
171599-83-0,pa_ph1n1,1,4.0746,1.0737
17321-77-6,pa_ph1n1,1,4.8241,1.3003
1744-22-5,pa_ph1n1,1,4.4045,0.9669
175865-59-5,pa_ph1n1,1,5.1232,1.1351
179324-69-7,pa_ph1n1,1,4.5997,0.9024
179463-17-3,pa_ph1n1,1,4.3812,1.5815
18010-40-7,pa_ph1n1,1,3.9518,1.1017
183133-96-2,pa_ph1n1,1,3.5861,0.8174
186826-86-8,pa_ph1n1,1,4.1685,0.815
188062-50-2,pa_ph1n1,1,5.1915,0.8931
190786-44-8,pa_ph1n1,1,4.8499,0.793
19171-19-8,pa_ph1n1,1,3.7812,0.9423
19356-17-3,pa_ph1n1,1,5.1254,1.1916
19387-91-8,pa_ph1n1,1,4.8296,1.0758
1953-02-2,pa_ph1n1,1,3.833,0.8273
196597-26-9,pa_ph1n1,1,4.7097,0.9272
19767-45-4,pa_ph1n1,1,5.3938,0.8158
19774-82-4,pa_ph1n1,1,4.121,0.8509
198480-56-7,pa_ph1n1,1,4.2214,0.9179
201530-41-8,pa_ph1n1,1,4.993,0.949
202138-50-9,pa_ph1n1,1,3.9513,1.3814
2030-63-9,pa_ph1n1,1,3.6802,1.1734
204255-11-8,pa_ph1n1,1,4.5251,1.12
2062-78-4,pa_ph1n1,1,4.4702,1.4997
2068-78-2,pa_ph1n1,1,4.1196,1.1607
211915-06-9,pa_ph1n1,1,4.1107,1.5256
21256-18-8,pa_ph1n1,1,4.3293,0.8332
2135-17-3,pa_ph1n1,1,4.4732,0.93
21679-14-1,pa_ph1n1,1,4.6562,0.8352
21736-83-4,pa_ph1n1,1,3.718,1.1665
2192-20-3,pa_ph1n1,1,5.1035,1.0997
220127-57-1,pa_ph1n1,1,4.1035,0.7551
220620-09-7,pa_ph1n1,1,4.3163,0.9465
22260-51-1,pa_ph1n1,1,4.6165,1.4475
223673-61-8,pa_ph1n1,1,5.187,1.2927
224785-90-4,pa_ph1n1,1,4.7132,0.8049
22916-47-8,pa_ph1n1,1,4.0864,0.9168
231277-92-2,pa_ph1n1,1,4.4003,0.997
242478-38-2,pa_ph1n1,1,4.5677,0.9207
2447-57-6,pa_ph1n1,1,3.9121,0.8932
24729-96-2,pa_ph1n1,1,5.1492,0.8645
25451-15-4,pa_ph1n1,1,4.8271,1.2779
2627-69-2,pa_ph1n1,1,3.6765,0.6298
26807-65-8,pa_ph1n1,1,5.1539,1.2889
269055-15-4,pa_ph1n1,1,5.3427,1.2204
274693-27-5,pa_ph1n1,1,4.493,1.4387
27833-64-3,pa_ph1n1,1,4.1087,1.1793
2809-21-4,pa_ph1n1,1,5.4911,1.2635
28657-80-9,pa_ph1n1,1,4.5175,0.9786
286930-03-8,pa_ph1n1,1,4.6028,0.9397
297-76-7,pa_ph1n1,1,3.9743,1.1172
302-79-4,pa_ph1n1,1,4.0116,1.2185
302962-49-8,pa_ph1n1,1,4.5698,1.1041
304-20-1,pa_ph1n1,1,4.6552,1.0661
3056-17-5,pa_ph1n1,1,4.4473,1.2008
30652-11-0,pa_ph1n1,1,4.1396,1.0945
319460-85-0,pa_ph1n1,1,5.7405,1.5358
320345-99-1,pa_ph1n1,1,4.6265,1.6137
321-30-2,pa_ph1n1,1,4.891,1.4407
33069-62-4,pa_ph1n1,1,3.9214,1.009
330784-47-9,pa_ph1n1,1,4.7364,1.1735
33402-03-8,pa_ph1n1,1,4.1764,0.63
33419-42-0,pa_ph1n1,1,5.5211,1.6881
341031-54-7,pa_ph1n1,1,5.4236,1.3063
34183-22-7,pa_ph1n1,1,4.7936,1.0888
34381-68-5,pa_ph1n1,1,4.2448,1.2524
34552-83-5,pa_ph1n1,1,4.8388,1.1466
34580-14-8,pa_ph1n1,1,3.864,1.112
3543-75-7,pa_ph1n1,1,4.5542,1.0415
36322-90-4,pa_ph1n1,1,5.0701,1.2385
364782-34-3,pa_ph1n1,1,4.3506,1.1554
367514-88-3,pa_ph1n1,1,4.8835,1.1172
36791-04-5,pa_ph1n1,1,4.9571,1.0515
3717-88-2,pa_ph1n1,1,4.7913,0.9456
3801-06-7,pa_ph1n1,1,4.4087,0.9851
380843-75-4,pa_ph1n1,1,4.8463,1.2927
38194-50-2,pa_ph1n1,1,4.8406,1.0553
38304-91-5,pa_ph1n1,1,4.7924,0.8789
389-08-2,pa_ph1n1,1,3.8112,0.7711
3963-95-9,pa_ph1n1,1,4.207,0.9722
3978-86-7,pa_ph1n1,1,4.0657,0.7214
405165-61-9,pa_ph1n1,1,4.7951,0.9934
41340-25-4,pa_ph1n1,1,4.5094,0.9158
42057-22-7,pa_ph1n1,1,4.5706,1.3962
42461-84-7,pa_ph1n1,1,4.0971,0.736
42924-53-8,pa_ph1n1,1,4.4851,0.7649
4342-03-4,pa_ph1n1,1,4.6343,0.7293
440-17-5,pa_ph1n1,1,4.127,0.9321
444731-52-6,pa_ph1n1,1,5.3953,1.2317
446-86-6,pa_ph1n1,1,5.7328,1.5783
452-35-7,pa_ph1n1,1,4.1369,0.8934
475207-59-1,pa_ph1n1,1,4.128,1.0064
50-01-1,pa_ph1n1,1,4.2815,1.6298
50-02-2,pa_ph1n1,1,3.9417,0.684
50-04-4,pa_ph1n1,1,3.8332,0.8629
50-27-1,pa_ph1n1,1,4.7603,1.1284
50-28-2,pa_ph1n1,1,4.5363,0.7469
50-35-1,pa_ph1n1,1,4.5163,1.481
50-41-9,pa_ph1n1,1,4.303,0.9215
50-55-5,pa_ph1n1,1,4.124,0.5137
50-63-5,pa_ph1n1,1,4.0547,1.0634
50-78-2,pa_ph1n1,1,3.9507,0.6744
50-81-7,pa_ph1n1,1,4.1126,0.7552
50-91-9,pa_ph1n1,1,4.2719,0.6954
50700-72-6,pa_ph1n1,1,4.94,1.4262
51-21-8,pa_ph1n1,1,4.3219,0.8028
51-52-5,pa_ph1n1,1,4.0776,1.1181
51333-22-3,pa_ph1n1,1,4.5863,1.016
51481-61-9,pa_ph1n1,1,4.3524,1.503
51803-78-2,pa_ph1n1,1,4.5295,0.7565
518048-05-0,pa_ph1n1,1,3.8145,0.7849
52-21-1,pa_ph1n1,1,5.0209,1.0417
52-86-8,pa_ph1n1,1,5.0362,1.0198
521-78-8,pa_ph1n1,1,5.0793,0.9469
527-07-1,pa_ph1n1,1,4.7644,0.777
53-86-1,pa_ph1n1,1,4.0143,0.9142
532-03-6,pa_ph1n1,1,4.0317,1.0596
53885-35-1,pa_ph1n1,1,5.6988,1.6018
54-85-3,pa_ph1n1,1,3.9185,1.1796
54029-12-8,pa_ph1n1,1,4.9145,1.0773
540737-29-9,pa_ph1n1,1,4.1386,0.8683
541-15-1,pa_ph1n1,1,4.1014,0.9512
541-22-0,pa_ph1n1,1,4.0002,1.8581
5451-09-2,pa_ph1n1,1,3.7703,1.2133
54527-84-3,pa_ph1n1,1,3.8873,1.3189
548-62-9,pa_ph1n1,1,4.5929,1.6675
548-73-2,pa_ph1n1,1,4.1285,1.0399
549-18-8,pa_ph1n1,1,4.1856,1.4187
55-06-1,pa_ph1n1,1,4.3008,0.8807
55-98-1,pa_ph1n1,1,4.7641,0.8597
550-99-2,pa_ph1n1,1,4.4827,1.4417
55079-83-9,pa_ph1n1,1,4.9417,1.08
55268-74-1,pa_ph1n1,1,4.0677,0.6378
553-08-2,pa_ph1n1,1,4.6932,1.6582
555-30-6,pa_ph1n1,1,4.9308,1.0529
5593-20-4,pa_ph1n1,1,3.3428,0.8673
56-85-9,pa_ph1n1,1,4.9154,1.2616
56180-94-0,pa_ph1n1,1,3.7702,1.7771
56211-40-6,pa_ph1n1,1,5.1604,1.1688
56296-78-7,pa_ph1n1,1,4.9339,1.4798
57-41-0,pa_ph1n1,1,4.7476,1.0243
57-66-9,pa_ph1n1,1,4.3545,0.6934
57-68-1,pa_ph1n1,1,4.3811,0.9597
57248-88-1,pa_ph1n1,1,5.1741,0.9308
57808-65-8,pa_ph1n1,1,4.1017,1.0297
57852-57-0,pa_ph1n1,1,3.6747,1.1558
5786-21-0,pa_ph1n1,1,5.0586,1.4292
58-56-0,pa_ph1n1,1,4.5827,0.9802
58-61-7,pa_ph1n1,1,3.8003,1.0234
58-96-8,pa_ph1n1,1,4.132,0.7698
58579-51-4,pa_ph1n1,1,4.3681,1.1007
59-05-2,pa_ph1n1,1,4.4583,1.1019
59-67-6,pa_ph1n1,1,3.9615,1.0925
59-87-0,pa_ph1n1,1,4.2886,1.6217
590-63-6,pa_ph1n1,1,5.402,1.489
595-33-5,pa_ph1n1,1,4.0291,0.7549
60-32-2,pa_ph1n1,1,3.8802,1.4067
60-56-0,pa_ph1n1,1,5.2934,1.1398
6018-19-5,pa_ph1n1,1,4.3033,0.6992
603-50-9,pa_ph1n1,1,4.2169,1.0683
61-16-5,pa_ph1n1,1,4.1733,0.7001
61-76-7,pa_ph1n1,1,4.2978,0.8674
61318-91-0,pa_ph1n1,1,4.1816,1.1058
61718-82-9,pa_ph1n1,1,4.7248,1.1549
62-31-7,pa_ph1n1,1,4.9788,1.2622
62-97-5,pa_ph1n1,1,5.3999,1.36
62013-04-1,pa_ph1n1,1,4.388,1.1068
624-49-7,pa_ph1n1,1,3.9214,0.9306
62571-86-2,pa_ph1n1,1,4.7076,0.4772
62893-19-0,pa_ph1n1,1,4.3433,0.5588
63-45-6,pa_ph1n1,1,4.2733,0.9517
63-74-1,pa_ph1n1,1,4.1496,0.7981
63-92-3,pa_ph1n1,1,4.8641,1.095
635728-49-3,pa_ph1n1,1,5.2693,1.163
63659-19-8,pa_ph1n1,1,4.1213,1.1385
64-75-5,pa_ph1n1,1,3.8622,0.9114
64-77-7,pa_ph1n1,1,4.2261,0.8466
641571-10-0,pa_ph1n1,1,3.9721,1.1521
64228-81-5,pa_ph1n1,1,4.1795,1.6455
64461-82-1,pa_ph1n1,1,4.1089,0.7225
645-05-6,pa_ph1n1,1,4.2564,0.5474
64872-77-1,pa_ph1n1,1,4.1451,1.4616
6493-05-6,pa_ph1n1,1,4.4994,0.9142
65-28-1,pa_ph1n1,1,4.4517,0.8984
65-29-2,pa_ph1n1,1,3.9159,1.9742
65277-42-1,pa_ph1n1,1,4.4827,1.3205
65473-14-5,pa_ph1n1,1,4.7047,1.1146
66085-59-4,pa_ph1n1,1,4.5385,1.2094
66104-23-2,pa_ph1n1,1,4.4351,0.9314
66357-59-3,pa_ph1n1,1,4.4233,1.7549
67-03-8,pa_ph1n1,1,4.9365,1.2593
67-48-1,pa_ph1n1,1,4.9207,0.8435
67-73-2,pa_ph1n1,1,5.2109,1.3061
67-92-5,pa_ph1n1,1,4.2418,1.1018
68-35-9,pa_ph1n1,1,4.158,0.8056
68-41-7,pa_ph1n1,1,3.8796,0.9813
68291-97-4,pa_ph1n1,1,4.1312,0.9325
68373-14-8,pa_ph1n1,1,4.2674,0.5577
697761-98-1,pa_ph1n1,1,4.4039,1.1164
70024-40-7,pa_ph1n1,1,4.6865,0.8826
70458-96-7,pa_ph1n1,1,4.2719,0.8161
70476-82-3,pa_ph1n1,1,4.5455,1.2762
7081-44-9,pa_ph1n1,1,4.3817,0.6497
71-58-9,pa_ph1n1,1,4.4155,0.9281
71675-85-9,pa_ph1n1,1,4.5971,1.1302
72-14-0,pa_ph1n1,1,4.562,1.0433
72-33-3,pa_ph1n1,1,4.7871,1.2221
721-50-6,pa_ph1n1,1,3.776,0.9649
723-46-6,pa_ph1n1,1,4.4234,0.7484
72432-03-2,pa_ph1n1,1,4.2526,0.7382
72559-06-9,pa_ph1n1,1,3.3399,0.7975
7279-75-6,pa_ph1n1,1,3.6523,1.1538
73590-58-6,pa_ph1n1,1,5.1911,1.4007
738-70-5,pa_ph1n1,1,4.6366,1.3524
73816-42-9,pa_ph1n1,1,4.0014,0.7756
73963-72-1,pa_ph1n1,1,4.7427,1.0031
74011-58-8,pa_ph1n1,1,4.7176,0.7909
745-65-3,pa_ph1n1,1,4.3207,0.7103
74863-84-6,pa_ph1n1,1,4.297,0.84
753498-25-8,pa_ph1n1,1,4.9742,1.1259
75607-67-9,pa_ph1n1,1,3.9783,1.4456
75695-93-1,pa_ph1n1,1,5.4915,1.2116
75706-12-6,pa_ph1n1,1,4.3961,0.8975
76-90-4,pa_ph1n1,1,4.2475,1.0246
7681-93-8,pa_ph1n1,1,4.2053,0.6183
76824-35-6,pa_ph1n1,1,4.2884,1.0793
77-86-1,pa_ph1n1,1,5.3061,1.2039
77883-43-3,pa_ph1n1,1,3.8314,0.9556
78110-38-0,pa_ph1n1,1,4.4683,0.8492
78246-49-8,pa_ph1n1,1,4.1449,1.2324
78415-72-2,pa_ph1n1,1,4.9872,1.2509
79-57-2,pa_ph1n1,1,4.0662,1.1053
79307-93-0,pa_ph1n1,1,4.0444,0.7584
79559-97-0,pa_ph1n1,1,4.0154,1.1508
797-63-7,pa_ph1n1,1,5.108,0.9694
79794-75-5,pa_ph1n1,1,4.8298,1.0875
79902-63-9,pa_ph1n1,1,4.2214,0.7894
80-50-2,pa_ph1n1,1,3.8766,1.2967
80-77-3,pa_ph1n1,1,4.1603,1.1618
81403-68-1,pa_ph1n1,1,3.9805,1.0319
82034-46-6,pa_ph1n1,1,4.706,0.7206
82586-52-5,pa_ph1n1,1,4.7137,1.1465
82586-55-8,pa_ph1n1,1,4.4326,1.0278
82640-04-8,pa_ph1n1,1,4.6541,0.9323
83-12-5,pa_ph1n1,1,4.3936,1.1792
83-43-2,pa_ph1n1,1,3.763,0.9243
83-88-5,pa_ph1n1,1,4.5626,1.1704
83915-83-7,pa_ph1n1,1,4.2857,1.3691
84371-65-3,pa_ph1n1,1,4.4132,0.7652
849217-68-1,pa_ph1n1,1,4.6807,1.3554
85371-64-8,pa_ph1n1,1,4.3621,1.0746
85622-93-1,pa_ph1n1,1,4.0493,1.1431
85650-56-2,pa_ph1n1,1,4.6683,1.0424
859-18-7,pa_ph1n1,1,4.7031,1.2535
863031-21-4,pa_ph1n1,1,4.6859,1.2239
873857-62-6,pa_ph1n1,1,4.5503,1.4592
877399-52-5,pa_ph1n1,1,5.1312,1.3078
879085-55-9,pa_ph1n1,1,4.4566,1.4876
880149-29-1,pa_ph1n1,1,4.8351,1.2145
88889-14-9,pa_ph1n1,1,3.9205,1.0214
89-25-8,pa_ph1n1,1,4.7087,0.8676
90357-06-5,pa_ph1n1,1,4.668,0.973
91374-20-8,pa_ph1n1,1,4.0576,1.0958
91832-40-5,pa_ph1n1,1,4.0567,1.313
93793-83-0,pa_ph1n1,1,4.5232,1.2169
93957-55-2,pa_ph1n1,1,3.9267,0.7543
941678-49-5,pa_ph1n1,1,4.5177,0.9917
95-25-0,pa_ph1n1,1,4.0108,0.9631
95635-55-5,pa_ph1n1,1,5.0786,1.093
96829-58-2,pa_ph1n1,1,3.8198,1.8786
97-77-8,pa_ph1n1,1,4.4625,0.7987
97240-79-4,pa_ph1n1,1,4.3996,0.8529
99300-78-4,pa_ph1n1,1,5.0838,1.1069
99592-39-9,pa_ph1n1,1,4.7682,1.47
1004316-88-4,pa_h3n2,1,4.6902,1.2679
100643-71-8,pa_h3n2,1,5.6457,0.9579
101-26-8,pa_h3n2,1,4.2634,1.3896
101477-54-7,pa_h3n2,1,4.6426,1.41
101827-46-7,pa_h3n2,1,3.75,0.7758
103-16-2,pa_h3n2,1,5.3475,1.1606
103177-37-3,pa_h3n2,1,4.095,0.8581
10405-02-4,pa_h3n2,1,4.3213,1.4922
1041434-82-5,pa_h3n2,1,5.1916,1.0259
104227-87-4,pa_h3n2,1,4.254,0.8851
104632-26-0,pa_h3n2,1,4.3464,1.5754
105462-24-6,pa_h3n2,1,4.8259,0.7592
105816-04-4,pa_h3n2,1,5.072,0.7256
106266-06-2,pa_h3n2,1,4.5753,0.666
106308-44-5,pa_h3n2,1,4.5778,1.2369
106685-40-9,pa_h3n2,1,5.3179,0.9805
1069-66-5,pa_h3n2,1,4.9764,1.2075
107-35-7,pa_h3n2,1,4.7751,1.4505
1070-11-7,pa_h3n2,1,3.9265,1.2102
107133-36-8,pa_h3n2,1,4.4405,0.925
107724-20-9,pa_h3n2,1,4.648,0.657
108341-18-0,pa_h3n2,1,4.1163,1.1494
1104-22-9,pa_h3n2,1,3.9257,1.159
111406-87-2,pa_h3n2,1,4.3033,1.3709
1115-70-4,pa_h3n2,1,3.683,1.1004
111974-72-2,pa_h3n2,1,3.8569,1.1855
112529-15-4,pa_h3n2,1,4.8249,1.4429
112809-51-5,pa_h3n2,1,4.5096,1.0783
112885-42-4,pa_h3n2,1,3.8828,1.1372
113-59-7,pa_h3n2,1,4.3577,0.9212
113-92-8,pa_h3n2,1,4.5727,1.6741
113852-37-2,pa_h3n2,1,3.9702,1.008
115256-11-6,pa_h3n2,1,4.2905,0.7698
1156-19-0,pa_h3n2,1,4.3078,1.0138
117-37-3,pa_h3n2,1,5.0157,0.9722
118072-93-8,pa_h3n2,1,4.8028,0.9563
119413-54-6,pa_h3n2,1,4.6464,0.8855
1195765-45-7,pa_h3n2,1,3.6505,0.9287
120-97-8,pa_h3n2,1,4.4067,0.849
120011-70-3,pa_h3n2,1,4.18,1.1515
120202-66-6,pa_h3n2,1,5.8164,1.1972
120511-73-1,pa_h3n2,1,4.1454,0.4757
122111-03-9,pa_h3n2,1,4.8803,0.9286
122320-73-4,pa_h3n2,1,4.2716,1.0205
122647-32-9,pa_h3n2,1,4.3178,1.2419
122883-93-6,pa_h3n2,1,5.5464,1.0098
1247-42-3,pa_h3n2,1,5.1549,0.901
124750-99-8,pa_h3n2,1,4.3494,1.1663
124937-52-6,pa_h3n2,1,4.3418,1.0987
125-84-8,pa_h3n2,1,4.8534,1.0357
1263-89-4,pa_h3n2,1,3.6679,1.3401
1264-62-6,pa_h3n2,1,4.1374,1.719
127-07-1,pa_h3n2,1,4.2785,0.9192
127-56-0,pa_h3n2,1,5.0955,1.5452
127-79-7,pa_h3n2,1,4.9158,0.6233
128794-94-5,pa_h3n2,1,4.2333,0.9483
129101-54-8,pa_h3n2,1,5.277,0.9031
129497-78-5,pa_h3n2,1,3.8189,1.5316
129722-12-9,pa_h3n2,1,4.6116,0.7612
130-61-0,pa_h3n2,1,3.7543,1.119
13010-47-4,pa_h3n2,1,4.7658,0.6212
132-17-2,pa_h3n2,1,4.137,0.8831
132-18-3,pa_h3n2,1,4.4586,0.8642
132539-06-1,pa_h3n2,1,4.3916,1.6037
13292-46-1,pa_h3n2,1,3.5366,0.9925
133-67-5,pa_h3n2,1,4.1095,0.9881
133099-07-7,pa_h3n2,1,4.5276,1.3058
133454-47-4,pa_h3n2,1,4.6173,1.1111
134308-13-7,pa_h3n2,1,4.3998,1.6088
134523-03-8,pa_h3n2,1,4.539,1.0784
135729-62-3,pa_h3n2,1,4.3887,1.0216
136-40-3,pa_h3n2,1,4.8039,0.6095
136572-09-3,pa_h3n2,1,3.8537,1.2118
137-58-6,pa_h3n2,1,4.6009,0.9466
137071-32-0,pa_h3n2,1,3.3901,0.9417
138402-11-6,pa_h3n2,1,4.9013,1.0364
138530-94-6,pa_h3n2,1,4.6567,1.1887
138926-19-9,pa_h3n2,1,4.4645,0.932
139110-80-8,pa_h3n2,1,3.9257,0.8022
140462-76-6,pa_h3n2,1,4.2073,1.2633
141-90-2,pa_h3n2,1,4.1146,0.8259
141505-33-1,pa_h3n2,1,5.1089,0.9783
141625-93-6,pa_h3n2,1,4.8865,1.0385
142340-99-6,pa_h3n2,1,4.8043,1.0184
144-82-1,pa_h3n2,1,5.1377,1.2924
144060-53-7,pa_h3n2,1,4.8244,1.0235
144689-63-4,pa_h3n2,1,5.1832,1.1117
144701-48-4,pa_h3n2,1,4.359,1.5358
145040-37-5,pa_h3n2,1,4.0967,1.145
145108-58-3,pa_h3n2,1,4.5882,0.7836
146464-95-1,pa_h3n2,1,4.0696,0.9491
147-94-4,pa_h3n2,1,4.579,1.2195
147127-20-6,pa_h3n2,1,4.0982,0.9139
147403-03-0,pa_h3n2,1,5.0266,1.1084
1476-53-5,pa_h3n2,1,3.8683,0.96
148-79-8,pa_h3n2,1,4.6929,1.0419
148849-67-6,pa_h3n2,1,3.8527,0.9617
149647-78-9,pa_h3n2,1,4.538,1.306
150-76-5,pa_h3n2,1,4.1467,0.5005
150322-43-3,pa_h3n2,1,4.5684,0.8297
150399-23-8,pa_h3n2,1,5.0405,1.4124
150683-30-0,pa_h3n2,1,4.2976,1.0346
1508-65-2,pa_h3n2,1,4.4193,1.1267
1508-75-4,pa_h3n2,1,4.3366,0.7631
1508-76-5,pa_h3n2,1,3.7348,0.76
152-62-5,pa_h3n2,1,4.6517,0.8371
152520-56-4,pa_h3n2,1,5.6922,1.3809
15307-81-0,pa_h3n2,1,4.0063,1.0194
153559-49-0,pa_h3n2,1,4.2396,0.3264
154229-19-3,pa_h3n2,1,4.5369,0.8914
