compound_id,target_id,in_experimental_data,pred_mean,pred_err
150322-43-3,pa_ph1n1,1,4.1248,1.013
150399-23-8,pa_ph1n1,1,4.8909,0.7924
150683-30-0,pa_ph1n1,1,4.4061,1.0391
1508-65-2,pa_ph1n1,1,4.8674,0.8405
1508-75-4,pa_ph1n1,1,5.0149,1.1079
1508-76-5,pa_ph1n1,1,3.8936,1.1931
152-62-5,pa_ph1n1,1,5.3516,1.2129
152520-56-4,pa_ph1n1,1,5.3576,1.4432
15307-81-0,pa_ph1n1,1,4.498,0.8324
153559-49-0,pa_ph1n1,1,4.4801,1.122
154229-19-3,pa_ph1n1,1,4.225,0.7983
154361-50-9,pa_ph1n1,1,4.9778,1.1176
155206-00-1,pa_ph1n1,1,4.7421,1.0819
155213-67-5,pa_ph1n1,1,4.7978,1.3579
156-57-0,pa_ph1n1,1,3.9346,1.4883
15686-71-2,pa_ph1n1,1,3.9172,1.0216
159811-51-5,pa_ph1n1,1,4.9913,0.9946
160970-54-7,pa_ph1n1,1,4.6597,1.0636
161735-79-1,pa_ph1n1,1,4.1796,1.2417
161814-49-9,pa_ph1n1,1,3.8712,1.0534
162011-90-7,pa_ph1n1,1,4.2073,1.1159
162401-32-3,pa_ph1n1,1,4.5765,0.9703
163222-33-1,pa_ph1n1,1,3.8649,0.9086
164656-23-9,pa_ph1n1,1,4.3025,0.883
165800-03-3,pa_ph1n1,1,4.0342,1.2407
169590-42-5,pa_ph1n1,1,4.8236,1.2064
170729-80-3,pa_ph1n1,1,4.1598,0.8799
171599-83-0,pa_ph1n1,1,4.1854,1.4157
17321-77-6,pa_ph1n1,1,4.7512,1.0639
1744-22-5,pa_ph1n1,1,4.1661,0.8319
175865-59-5,pa_ph1n1,1,5.1183,0.944
179324-69-7,pa_ph1n1,1,4.6254,1.1372
179463-17-3,pa_ph1n1,1,4.8449,1.1292
18010-40-7,pa_ph1n1,1,4.1099,0.9428
183133-96-2,pa_ph1n1,1,3.7717,0.9785
186826-86-8,pa_ph1n1,1,4.1953,1.013
188062-50-2,pa_ph1n1,1,5.0131,0.8528
190786-44-8,pa_ph1n1,1,4.8453,1.0283
19171-19-8,pa_ph1n1,1,3.9847,1.1422
19356-17-3,pa_ph1n1,1,5.1305,1.0803
19387-91-8,pa_ph1n1,1,4.6949,0.773
1953-02-2,pa_ph1n1,1,3.9312,0.9562
196597-26-9,pa_ph1n1,1,4.6631,0.7039
19767-45-4,pa_ph1n1,1,5.3335,1.1697
19774-82-4,pa_ph1n1,1,4.0579,1.0924
198480-56-7,pa_ph1n1,1,4.162,1.2071
201530-41-8,pa_ph1n1,1,4.9201,0.8462
202138-50-9,pa_ph1n1,1,4.2458,0.9065
2030-63-9,pa_ph1n1,1,3.8881,1.4626
204255-11-8,pa_ph1n1,1,4.5062,0.7745
2062-78-4,pa_ph1n1,1,4.6266,1.5826
2068-78-2,pa_ph1n1,1,4.0562,0.9609
211915-06-9,pa_ph1n1,1,4.2183,1.3222
21256-18-8,pa_ph1n1,1,4.1419,0.9841
2135-17-3,pa_ph1n1,1,4.561,1.2228
21679-14-1,pa_ph1n1,1,4.5657,1.0392
21736-83-4,pa_ph1n1,1,3.6636,1.078
2192-20-3,pa_ph1n1,1,4.9799,0.9186
220127-57-1,pa_ph1n1,1,4.0401,1.0004
220620-09-7,pa_ph1n1,1,4.6263,0.7912
22260-51-1,pa_ph1n1,1,4.7578,0.9872
223673-61-8,pa_ph1n1,1,5.1453,1.0664
224785-90-4,pa_ph1n1,1,4.7271,1.0736
22916-47-8,pa_ph1n1,1,4.2761,0.9177
231277-92-2,pa_ph1n1,1,4.4245,0.8761
242478-38-2,pa_ph1n1,1,4.5125,1.1404
2447-57-6,pa_ph1n1,1,3.9405,1.0652
24729-96-2,pa_ph1n1,1,5.2586,1.2126
25451-15-4,pa_ph1n1,1,4.8136,0.9363
2627-69-2,pa_ph1n1,1,3.852,0.8958
26807-65-8,pa_ph1n1,1,5.0835,0.9385
269055-15-4,pa_ph1n1,1,5.2755,1.0898
274693-27-5,pa_ph1n1,1,4.5878,1.5025
27833-64-3,pa_ph1n1,1,4.0448,1.4153
2809-21-4,pa_ph1n1,1,5.3561,1.1522
28657-80-9,pa_ph1n1,1,4.4995,1.0685
286930-03-8,pa_ph1n1,1,4.625,0.954
297-76-7,pa_ph1n1,1,4.2349,1.0808
302-79-4,pa_ph1n1,1,4.012,1.2712
302962-49-8,pa_ph1n1,1,4.5923,0.8889
304-20-1,pa_ph1n1,1,4.6498,0.9195
3056-17-5,pa_ph1n1,1,4.489,1.3743
30652-11-0,pa_ph1n1,1,4.2869,1.1681
319460-85-0,pa_ph1n1,1,5.4905,1.3281
320345-99-1,pa_ph1n1,1,4.6387,1.1966
321-30-2,pa_ph1n1,1,4.9086,1.067
33069-62-4,pa_ph1n1,1,4.0816,0.9875
330784-47-9,pa_ph1n1,1,4.825,0.8069
33402-03-8,pa_ph1n1,1,4.1983,0.7224
33419-42-0,pa_ph1n1,1,5.3658,1.1696
341031-54-7,pa_ph1n1,1,5.3486,1.3932
34183-22-7,pa_ph1n1,1,4.8573,1.0295
34381-68-5,pa_ph1n1,1,4.4261,1.3331
34552-83-5,pa_ph1n1,1,4.8024,0.9248
34580-14-8,pa_ph1n1,1,3.5467,1.319
3543-75-7,pa_ph1n1,1,4.6091,1.0543
36322-90-4,pa_ph1n1,1,4.9715,0.993
364782-34-3,pa_ph1n1,1,4.405,1.2565
367514-88-3,pa_ph1n1,1,4.8554,1.1678
36791-04-5,pa_ph1n1,1,4.9784,1.068
3717-88-2,pa_ph1n1,1,4.7098,1.1649
3801-06-7,pa_ph1n1,1,4.3054,0.7788
380843-75-4,pa_ph1n1,1,5.0163,1.2348
38194-50-2,pa_ph1n1,1,4.8161,1.1084
38304-91-5,pa_ph1n1,1,4.7954,0.9804
389-08-2,pa_ph1n1,1,3.8248,1.1151
3963-95-9,pa_ph1n1,1,4.25,0.9409
3978-86-7,pa_ph1n1,1,4.1,0.9173
405165-61-9,pa_ph1n1,1,4.6818,0.7777
41340-25-4,pa_ph1n1,1,4.5099,0.933
42057-22-7,pa_ph1n1,1,4.801,0.9549
42461-84-7,pa_ph1n1,1,3.985,0.9786
42924-53-8,pa_ph1n1,1,4.4067,0.952
4342-03-4,pa_ph1n1,1,4.7065,1.189
440-17-5,pa_ph1n1,1,4.0521,0.8446
444731-52-6,pa_ph1n1,1,5.2743,1.0349
446-86-6,pa_ph1n1,1,5.4856,1.3459
452-35-7,pa_ph1n1,1,3.9204,1.0846
475207-59-1,pa_ph1n1,1,4.2571,1.1296
50-01-1,pa_ph1n1,1,4.2714,0.7835
50-02-2,pa_ph1n1,1,3.914,1.2177
50-04-4,pa_ph1n1,1,4.1358,1.0617
50-27-1,pa_ph1n1,1,4.7682,1.0046
50-28-2,pa_ph1n1,1,4.4516,0.98
50-35-1,pa_ph1n1,1,4.5367,1.2862
50-41-9,pa_ph1n1,1,4.2739,0.9662
50-55-5,pa_ph1n1,1,4.0973,1.1314
50-63-5,pa_ph1n1,1,4.0464,1.0224
50-78-2,pa_ph1n1,1,4.2469,1.0674
50-81-7,pa_ph1n1,1,4.1748,1.1693
50-91-9,pa_ph1n1,1,4.4499,1.0628
50700-72-6,pa_ph1n1,1,4.9737,0.9566
51-21-8,pa_ph1n1,1,4.5164,0.9609
51-52-5,pa_ph1n1,1,3.9073,1.3464
51333-22-3,pa_ph1n1,1,4.6202,0.8248
51481-61-9,pa_ph1n1,1,4.5794,1.1729
51803-78-2,pa_ph1n1,1,4.6173,1.0221
518048-05-0,pa_ph1n1,1,3.7155,1.0621
52-21-1,pa_ph1n1,1,4.9617,1.1188
52-86-8,pa_ph1n1,1,4.9753,1.08
521-78-8,pa_ph1n1,1,5.001,1.0159
527-07-1,pa_ph1n1,1,4.827,0.7274
53-86-1,pa_ph1n1,1,3.919,0.9755
532-03-6,pa_ph1n1,1,4.075,1.3098
53885-35-1,pa_ph1n1,1,5.3965,1.2014
54-85-3,pa_ph1n1,1,3.9801,0.8864
54029-12-8,pa_ph1n1,1,4.9296,1.1339
540737-29-9,pa_ph1n1,1,4.1432,0.8364
541-15-1,pa_ph1n1,1,4.2937,0.9707
541-22-0,pa_ph1n1,1,4.2915,1.0687
5451-09-2,pa_ph1n1,1,3.9737,1.1694
54527-84-3,pa_ph1n1,1,4.2727,1.1173
548-62-9,pa_ph1n1,1,4.6293,1.1676
548-73-2,pa_ph1n1,1,4.053,1.115
549-18-8,pa_ph1n1,1,4.1192,1.4469
55-06-1,pa_ph1n1,1,4.204,0.9676
55-98-1,pa_ph1n1,1,4.819,0.7875
550-99-2,pa_ph1n1,1,4.4509,1.3504
55079-83-9,pa_ph1n1,1,5.0793,1.2635
55268-74-1,pa_ph1n1,1,4.0784,0.7777
553-08-2,pa_ph1n1,1,4.9083,0.8679
555-30-6,pa_ph1n1,1,4.9151,0.9355
5593-20-4,pa_ph1n1,1,3.6444,1.2192
56-85-9,pa_ph1n1,1,5.0581,1.2302
56180-94-0,pa_ph1n1,1,3.941,0.9829
56211-40-6,pa_ph1n1,1,5.0148,0.9762
56296-78-7,pa_ph1n1,1,5.0744,1.4207
57-41-0,pa_ph1n1,1,4.8333,1.2525
57-66-9,pa_ph1n1,1,4.3118,0.8457
57-68-1,pa_ph1n1,1,4.3552,1.0939
57248-88-1,pa_ph1n1,1,5.2179,1.0669
57808-65-8,pa_ph1n1,1,4.224,0.8472
57852-57-0,pa_ph1n1,1,3.9724,1.3864
5786-21-0,pa_ph1n1,1,5.0315,1.2254
58-56-0,pa_ph1n1,1,4.6553,0.8519
58-61-7,pa_ph1n1,1,3.9094,1.2331
58-96-8,pa_ph1n1,1,4.0884,1.0475
58579-51-4,pa_ph1n1,1,4.3842,0.7819
59-05-2,pa_ph1n1,1,4.5033,0.7128
59-67-6,pa_ph1n1,1,3.9939,0.8658
59-87-0,pa_ph1n1,1,4.4183,1.1977
590-63-6,pa_ph1n1,1,5.3414,1.2883
595-33-5,pa_ph1n1,1,4.1564,0.9132
60-32-2,pa_ph1n1,1,4.0439,1.6967
60-56-0,pa_ph1n1,1,5.121,0.9261
6018-19-5,pa_ph1n1,1,4.3,0.8437
603-50-9,pa_ph1n1,1,4.1478,1.0961
61-16-5,pa_ph1n1,1,4.0714,0.9053
61-76-7,pa_ph1n1,1,4.3609,0.9005
61318-91-0,pa_ph1n1,1,4.2351,0.8438
61718-82-9,pa_ph1n1,1,4.7898,1.1036
62-31-7,pa_ph1n1,1,4.8586,0.792
62-97-5,pa_ph1n1,1,5.2193,1.0587
62013-04-1,pa_ph1n1,1,4.6882,0.8835
624-49-7,pa_ph1n1,1,4.0402,0.9507
62571-86-2,pa_ph1n1,1,4.6164,0.8239
62893-19-0,pa_ph1n1,1,4.6626,1.0144
63-45-6,pa_ph1n1,1,4.1658,0.8586
63-74-1,pa_ph1n1,1,4.2416,0.7821
63-92-3,pa_ph1n1,1,4.8328,1.0917
635728-49-3,pa_ph1n1,1,5.2254,1.081
63659-19-8,pa_ph1n1,1,4.1804,0.9919
64-75-5,pa_ph1n1,1,4.0516,1.1251
64-77-7,pa_ph1n1,1,4.2161,0.8578
641571-10-0,pa_ph1n1,1,4.1661,0.9271
64228-81-5,pa_ph1n1,1,4.3734,1.2349
64461-82-1,pa_ph1n1,1,4.1593,0.897
645-05-6,pa_ph1n1,1,4.2365,0.7572
64872-77-1,pa_ph1n1,1,4.2769,1.1282
6493-05-6,pa_ph1n1,1,4.5721,1.1027
65-28-1,pa_ph1n1,1,4.3137,0.8828
65-29-2,pa_ph1n1,1,4.1198,0.9958
65277-42-1,pa_ph1n1,1,4.6456,1.3596
65473-14-5,pa_ph1n1,1,4.5318,0.7015
66085-59-4,pa_ph1n1,1,4.56,0.7369
66104-23-2,pa_ph1n1,1,4.165,0.7161
66357-59-3,pa_ph1n1,1,4.577,1.1957
67-03-8,pa_ph1n1,1,4.9083,0.9035
67-48-1,pa_ph1n1,1,4.9182,0.7524
67-73-2,pa_ph1n1,1,5.204,1.2758
67-92-5,pa_ph1n1,1,4.3358,1.0199
68-35-9,pa_ph1n1,1,4.1107,0.8099
68-41-7,pa_ph1n1,1,3.8319,1.3494
68291-97-4,pa_ph1n1,1,3.9754,0.8985
68373-14-8,pa_ph1n1,1,4.3899,0.7523
697761-98-1,pa_ph1n1,1,4.4722,1.1388
70024-40-7,pa_ph1n1,1,4.6981,1.0612
70458-96-7,pa_ph1n1,1,4.3899,0.9218
70476-82-3,pa_ph1n1,1,4.6245,1.0106
7081-44-9,pa_ph1n1,1,4.3681,1.1125
71-58-9,pa_ph1n1,1,4.3904,1.317
71675-85-9,pa_ph1n1,1,4.733,1.4521
72-14-0,pa_ph1n1,1,4.3629,0.7223
72-33-3,pa_ph1n1,1,4.7989,0.8979
721-50-6,pa_ph1n1,1,3.9924,1.1003
723-46-6,pa_ph1n1,1,4.247,0.8523
72432-03-2,pa_ph1n1,1,4.2815,1.0693
72559-06-9,pa_ph1n1,1,3.7012,1.1462
7279-75-6,pa_ph1n1,1,3.7519,1.0415
73590-58-6,pa_ph1n1,1,5.0115,0.8513
738-70-5,pa_ph1n1,1,4.7893,1.6636
73816-42-9,pa_ph1n1,1,4.0088,0.7968
73963-72-1,pa_ph1n1,1,4.6978,1.2871
74011-58-8,pa_ph1n1,1,4.7461,0.8398
745-65-3,pa_ph1n1,1,4.2888,0.9806
74863-84-6,pa_ph1n1,1,4.4425,0.7722
753498-25-8,pa_ph1n1,1,4.9856,1.3254
75607-67-9,pa_ph1n1,1,3.9432,1.4787
75695-93-1,pa_ph1n1,1,5.3403,1.1203
75706-12-6,pa_ph1n1,1,4.3151,0.9064
76-90-4,pa_ph1n1,1,4.2362,0.8203
7681-93-8,pa_ph1n1,1,4.3785,0.7793
76824-35-6,pa_ph1n1,1,4.4398,0.9545
77-86-1,pa_ph1n1,1,5.3272,1.2182
77883-43-3,pa_ph1n1,1,3.8118,0.8633
78110-38-0,pa_ph1n1,1,4.6226,1.1314
78246-49-8,pa_ph1n1,1,4.2177,1.0754
78415-72-2,pa_ph1n1,1,4.8557,0.8945
79-57-2,pa_ph1n1,1,4.016,1.0248
79307-93-0,pa_ph1n1,1,4.2183,0.9703
79559-97-0,pa_ph1n1,1,3.7764,0.9469
797-63-7,pa_ph1n1,1,5.0204,1.0562
79794-75-5,pa_ph1n1,1,4.9498,1.0567
79902-63-9,pa_ph1n1,1,4.1386,0.8565
80-50-2,pa_ph1n1,1,3.8925,1.1278
80-77-3,pa_ph1n1,1,4.1471,1.3653
81403-68-1,pa_ph1n1,1,4.018,1.1281
82034-46-6,pa_ph1n1,1,4.7676,0.9343
82586-52-5,pa_ph1n1,1,4.8345,0.7463
82586-55-8,pa_ph1n1,1,4.3166,0.6878
82640-04-8,pa_ph1n1,1,4.6562,0.8482
83-12-5,pa_ph1n1,1,4.2288,1.1435
83-43-2,pa_ph1n1,1,3.966,1.1763
83-88-5,pa_ph1n1,1,4.6605,1.2285
83915-83-7,pa_ph1n1,1,4.6225,1.6957
84371-65-3,pa_ph1n1,1,4.5042,1.1718
849217-68-1,pa_ph1n1,1,4.9275,1.4029
85371-64-8,pa_ph1n1,1,4.2217,0.942
85622-93-1,pa_ph1n1,1,4.0632,1.2831
85650-56-2,pa_ph1n1,1,4.4367,0.728
859-18-7,pa_ph1n1,1,4.7476,0.8808
863031-21-4,pa_ph1n1,1,4.7559,1.0119
873857-62-6,pa_ph1n1,1,4.8831,0.9035
877399-52-5,pa_ph1n1,1,5.0547,1.1095
879085-55-9,pa_ph1n1,1,4.5758,0.8793
880149-29-1,pa_ph1n1,1,4.8753,1.0859
88889-14-9,pa_ph1n1,1,4.1709,0.8469
89-25-8,pa_ph1n1,1,4.7344,1.006
90357-06-5,pa_ph1n1,1,4.7029,1.2071
91374-20-8,pa_ph1n1,1,4.164,1.1082
91832-40-5,pa_ph1n1,1,4.2163,0.9938
93793-83-0,pa_ph1n1,1,4.6256,1.3456
93957-55-2,pa_ph1n1,1,4.0765,1.1041
941678-49-5,pa_ph1n1,1,4.4419,0.9187
95-25-0,pa_ph1n1,1,3.9615,1.1764
95635-55-5,pa_ph1n1,1,5.1105,0.9728
96829-58-2,pa_ph1n1,1,4.071,1.2518
97-77-8,pa_ph1n1,1,4.3999,0.884
97240-79-4,pa_ph1n1,1,4.4931,0.9615
99300-78-4,pa_ph1n1,1,5.1002,1.1688
99592-39-9,pa_ph1n1,1,4.8371,0.809
1004316-88-4,pa_h3n2,1,4.7661,0.8891
100643-71-8,pa_h3n2,1,5.3931,1.2501
101-26-8,pa_h3n2,1,4.4586,1.7055
101477-54-7,pa_h3n2,1,4.8612,1.1303
101827-46-7,pa_h3n2,1,3.7149,1.0025
103-16-2,pa_h3n2,1,5.2488,1.1601
103177-37-3,pa_h3n2,1,4.141,0.8944
10405-02-4,pa_h3n2,1,4.411,1.3186
1041434-82-5,pa_h3n2,1,5.1734,1.0615
104227-87-4,pa_h3n2,1,4.229,0.9854
104632-26-0,pa_h3n2,1,4.5241,1.622
105462-24-6,pa_h3n2,1,4.9881,1.1721
105816-04-4,pa_h3n2,1,4.9925,0.8821
106266-06-2,pa_h3n2,1,4.5457,0.8287
106308-44-5,pa_h3n2,1,4.6363,0.9635
106685-40-9,pa_h3n2,1,5.1569,1.2564
1069-66-5,pa_h3n2,1,5.0703,1.4087
107-35-7,pa_h3n2,1,4.8785,1.2287
1070-11-7,pa_h3n2,1,4.0402,0.7556
107133-36-8,pa_h3n2,1,4.6205,1.2229
107724-20-9,pa_h3n2,1,4.6291,0.9943
108341-18-0,pa_h3n2,1,4.1413,1.0839
1104-22-9,pa_h3n2,1,3.7329,1.0923
111406-87-2,pa_h3n2,1,4.1973,1.1381
1115-70-4,pa_h3n2,1,3.8186,1.2324
111974-72-2,pa_h3n2,1,3.7794,1.0795
112529-15-4,pa_h3n2,1,4.8576,0.8526
112809-51-5,pa_h3n2,1,4.6333,0.7669
112885-42-4,pa_h3n2,1,4.0614,0.9406
113-59-7,pa_h3n2,1,4.3909,1.0201
113-92-8,pa_h3n2,1,4.6996,1.206
113852-37-2,pa_h3n2,1,4.0559,0.995
115256-11-6,pa_h3n2,1,4.3705,0.8406
1156-19-0,pa_h3n2,1,4.3801,1.2029
117-37-3,pa_h3n2,1,4.9668,1.041
118072-93-8,pa_h3n2,1,4.8884,1.1269
119413-54-6,pa_h3n2,1,4.6566,0.9251
1195765-45-7,pa_h3n2,1,3.9519,1.0693
120-97-8,pa_h3n2,1,4.5371,1.2264
120011-70-3,pa_h3n2,1,4.2132,1.1422
120202-66-6,pa_h3n2,1,5.4573,1.2654
120511-73-1,pa_h3n2,1,4.0787,0.8794
122111-03-9,pa_h3n2,1,4.9343,0.8476
122320-73-4,pa_h3n2,1,4.2141,1.1336
122647-32-9,pa_h3n2,1,4.5583,0.9541
122883-93-6,pa_h3n2,1,5.284,1.1565
1247-42-3,pa_h3n2,1,5.2952,1.4755
124750-99-8,pa_h3n2,1,4.4356,1.1398
124937-52-6,pa_h3n2,1,4.4191,1.2587
125-84-8,pa_h3n2,1,4.8332,1.0285
1263-89-4,pa_h3n2,1,3.9925,0.851
1264-62-6,pa_h3n2,1,4.6235,1.1944
127-07-1,pa_h3n2,1,4.4442,0.7803
127-56-0,pa_h3n2,1,5.1427,1.2847
127-79-7,pa_h3n2,1,4.8615,1.1764
128794-94-5,pa_h3n2,1,4.2527,1.0274
129101-54-8,pa_h3n2,1,5.1284,1.1418
129497-78-5,pa_h3n2,1,4.0372,1.2882
129722-12-9,pa_h3n2,1,4.6479,0.8267
130-61-0,pa_h3n2,1,3.5596,1.1752
13010-47-4,pa_h3n2,1,4.6772,0.9147
132-17-2,pa_h3n2,1,4.0118,0.808
132-18-3,pa_h3n2,1,4.4247,0.6607
132539-06-1,pa_h3n2,1,4.4136,1.3803
13292-46-1,pa_h3n2,1,3.8172,0.9353
133-67-5,pa_h3n2,1,4.1566,1.0408
133099-07-7,pa_h3n2,1,4.6764,1.0486
133454-47-4,pa_h3n2,1,4.5569,1.136
134308-13-7,pa_h3n2,1,4.5146,1.1118
134523-03-8,pa_h3n2,1,4.7835,1.3161
135729-62-3,pa_h3n2,1,4.3511,1.0549
136-40-3,pa_h3n2,1,4.8441,1.2494
136572-09-3,pa_h3n2,1,3.8755,1.0061
137-58-6,pa_h3n2,1,4.5487,0.8367
137071-32-0,pa_h3n2,1,3.6067,1.1947
138402-11-6,pa_h3n2,1,4.8535,0.9839
138530-94-6,pa_h3n2,1,4.7217,1.0054
138926-19-9,pa_h3n2,1,4.5804,1.0477
139110-80-8,pa_h3n2,1,4.272,0.9009
140462-76-6,pa_h3n2,1,4.2477,1.2335
141-90-2,pa_h3n2,1,4.0932,0.8444
141505-33-1,pa_h3n2,1,5.1159,1.2142
141625-93-6,pa_h3n2,1,4.8943,0.9535
142340-99-6,pa_h3n2,1,4.9012,0.9868
144-82-1,pa_h3n2,1,5.0129,0.9276
144060-53-7,pa_h3n2,1,4.8125,0.9457
144689-63-4,pa_h3n2,1,5.1456,0.9776
144701-48-4,pa_h3n2,1,4.3936,0.8445
145040-37-5,pa_h3n2,1,4.3287,0.8395
145108-58-3,pa_h3n2,1,4.7073,0.9542
146464-95-1,pa_h3n2,1,4.1619,1.0817
147-94-4,pa_h3n2,1,4.672,1.2066
147127-20-6,pa_h3n2,1,4.0631,0.8732
147403-03-0,pa_h3n2,1,4.994,1.0783
1476-53-5,pa_h3n2,1,3.8979,1.1631
148-79-8,pa_h3n2,1,4.6729,1.3327
148849-67-6,pa_h3n2,1,3.9766,1.0026
149647-78-9,pa_h3n2,1,4.4845,0.849
150-76-5,pa_h3n2,1,4.1041,0.8072
150322-43-3,pa_h3n2,1,4.4186,0.7984
150399-23-8,pa_h3n2,1,5.0282,0.9474
150683-30-0,pa_h3n2,1,4.4331,1.1308
1508-65-2,pa_h3n2,1,4.4986,0.771
1508-75-4,pa_h3n2,1,4.3357,1.0071
1508-76-5,pa_h3n2,1,3.8613,1.2073
152-62-5,pa_h3n2,1,4.8969,1.2415
152520-56-4,pa_h3n2,1,5.4391,1.2695
15307-81-0,pa_h3n2,1,3.852,1.1497
153559-49-0,pa_h3n2,1,4.2458,0.8594
154229-19-3,pa_h3n2,1,4.566,1.0975
