compound_id,target_id,prediction_mean,prediction_err
36791-04-5,furin,4.5468,1.407
198480-56-7,furin,4.8052,1.639
201530-41-8,furin,4.7945,0.6143
111406-87-2,furin,4.6004,0.7362
2627-69-2,furin,4.5413,1.5191
3717-88-2,furin,4.7485,1.2622
133099-07-7,furin,4.7237,1.7256
223673-61-8,furin,4.5282,1.0198
50-28-2,furin,4.8039,1.4283
641571-10-0,furin,4.887,1.1636
21462-39-5,furin,4.4579,1.6418
169590-42-5,furin,4.7303,0.896
53885-35-1,furin,4.7081,2.0067
191732-72-6,furin,4.6382,0.9741
144598-75-4,furin,4.8188,1.2745
154-69-8,furin,4.5885,1.8405
103577-45-3,furin,4.6626,0.9393
62893-19-0,furin,4.5704,1.3086
73590-58-6,furin,4.6657,0.6544
72432-03-2,furin,4.4758,1.5959
444731-52-6,furin,4.7836,0.8357
50-63-5,furin,4.5111,2.0052
364782-34-3,furin,4.6583,2.0425
61318-91-0,furin,4.6306,1.9414
30652-11-0,furin,4.6284,1.2013
165800-03-3,furin,4.672,1.0899
321-30-2,furin,4.6656,1.1923
91-33-8,furin,4.5944,1.1369
134308-13-7,furin,4.5589,0.6825
152459-95-5,furin,4.8339,1.289
82586-55-8,furin,4.5322,1.2226
475207-59-1,furin,4.7301,1.2959
75706-12-6,furin,4.6981,0.8564
41621-49-2,furin,4.6655,0.8996
4205-91-8,furin,4.6297,1.7247
479-18-5,furin,4.6005,1.05
73963-72-1,furin,4.6278,0.7075
135729-62-3,furin,4.8173,2.1975
6018-19-5,furin,4.5513,1.1327
78415-72-2,furin,4.6928,0.7517
50-35-1,furin,4.6742,1.0405
319460-85-0,furin,4.7812,0.7841
69-52-3,furin,4.5618,0.9182
6493-05-6,furin,4.5521,0.9492
183319-69-9,furin,4.571,1.1516
219861-08-2,furin,4.672,1.5955
82640-04-8,furin,4.7777,1.3997
2809-21-4,furin,4.373,1.8147
129497-78-5,furin,4.7935,1.2592
366-70-1,furin,4.4434,1.5581
50-78-2,furin,4.5363,1.1288
59-67-6,furin,4.5828,1.2231
147403-03-0,furin,4.7899,0.633
51-48-9,furin,4.1944,5.4536
89-57-6,furin,4.5263,1.1573
63675-72-9,furin,4.5518,0.6751
93-14-1,furin,4.5074,1.0582
56180-94-0,furin,4.3212,2.8384
25451-15-4,furin,4.481,0.9717
2022-85-7,furin,4.5938,1.1434
554-57-4,furin,4.4769,1.0957
50-44-2,furin,4.6435,1.0415
156-57-0,furin,4.4513,1.6157
50-01-1,furin,4.3812,1.7004
99464-64-9,furin,4.6268,0.7018
82419-36-1,furin,4.7776,1.5355
122647-32-9,furin,4.2483,2.5261
149003-01-0,furin,4.5256,1.3219
112811-59-3,furin,4.7109,1.1017
51803-78-2,furin,4.5348,0.6166
29767-20-2,furin,4.9738,2.3287
10347-81-6,furin,4.6964,1.8527
53994-73-3,furin,4.5486,0.9113
49562-28-9,furin,4.5873,1.2281
51-52-5,furin,4.5297,1.0535
315-30-0,furin,4.6518,1.1436
1405-10-3,furin,4.4135,3.2125
58-14-0,furin,4.6635,0.7421
19237-84-4,furin,4.779,0.8341
23288-49-5,furin,4.7765,2.6529
147-94-4,furin,4.6003,1.3819
65-29-2,furin,4.1817,4.2643
24356-60-3,furin,4.4897,0.906
186826-86-8,furin,4.7525,1.2165
101-26-8,furin,4.6083,1.4447
15687-27-1,furin,4.5446,1.1846
286930-03-8,furin,4.4928,2.1225
3424-98-4,furin,4.6025,1.065
14976-57-9,furin,4.642,2.0903
160970-54-7,furin,4.4291,1.8251
3543-75-7,furin,4.4415,1.413
144060-53-7,furin,4.6255,0.5609
95233-18-4,furin,4.7995,1.1338
91374-20-8,furin,4.4937,1.8895
58186-27-9,furin,4.2988,1.9987
17321-77-6,furin,4.6973,2.1154
117-37-3,furin,4.7295,0.9539
62571-86-2,furin,4.4951,1.2582
41340-25-4,furin,4.6538,0.7639
302962-49-8,furin,4.7174,1.3691
63-74-1,furin,4.5238,0.9945
2508-72-7,furin,4.6419,1.7672
85371-64-8,furin,4.5512,0.8935
58-56-0,furin,4.541,1.0857
115256-11-6,furin,4.4109,1.3898
188062-50-2,furin,4.6591,0.6441
40828-46-4,furin,4.5962,0.8632
139110-80-8,furin,4.3001,1.7704
375815-87-5,furin,4.7802,1.4403
56211-40-6,furin,4.5875,0.6286
58-96-8,furin,4.5864,1.2995
3366-95-8,furin,4.4878,0.9522
211914-51-1,furin,4.5657,0.8954
150322-43-3,furin,4.691,1.5629
1744-22-5,furin,4.7061,1.1326
23239-51-2,furin,4.5546,1.0955
21679-14-1,furin,4.6583,1.4446
105816-04-4,furin,4.5491,1.053
57248-88-1,furin,4.2813,1.9676
39133-31-8,furin,4.5469,1.5873
135062-02-1,furin,4.5812,1.2793
13311-84-7,furin,4.542,0.7915
28657-80-9,furin,4.7023,0.8291
55268-74-1,furin,4.7861,1.591
16676-29-2,furin,4.7983,1.7079
5633-20-5,furin,4.5203,1.8843
51-21-8,furin,4.5757,1.2568
147526-32-7,furin,4.6628,0.7066
7279-75-6,furin,4.4749,1.1438
96036-03-2,furin,4.5257,1.1549
220620-09-7,furin,4.6296,1.321
167221-71-8,furin,4.5544,1.2571
100299-08-9,furin,4.7436,1.1575
70288-86-7,furin,4.9285,3.0175
23651-95-8,furin,4.4723,1.2681
81131-70-6,furin,4.4129,1.0345
141-90-2,furin,4.5661,1.1702
405165-61-9,furin,4.7172,1.0113
19387-91-8,furin,4.4284,0.9546
26159-34-2,furin,4.6508,0.903
19171-19-8,furin,4.6413,0.992
34552-83-5,furin,4.7229,2.135
103177-37-3,furin,4.7336,0.6806
60-56-0,furin,4.5772,1.3855
52-01-7,furin,4.8359,1.8518
67-48-1,furin,4.467,1.7242
55-06-1,furin,4.2767,3.9865
23964-57-0,furin,4.4673,1.0988
19767-45-4,furin,4.412,1.3109
7681-93-8,furin,4.787,2.597
51333-22-3,furin,4.7537,1.2228
78110-38-0,furin,4.3773,1.7979
1156-19-0,furin,4.6242,0.7101
83-43-2,furin,4.742,1.2395
55-98-1,furin,4.2991,1.2286
127-69-5,furin,4.5938,0.7791
88889-14-9,furin,4.3505,2.0028
138402-11-6,furin,4.7475,0.6977
159351-69-6,furin,4.8185,3.0887
57-83-0,furin,4.7826,1.5296
55079-83-9,furin,4.5269,1.4378
5451-09-2,furin,4.3793,1.5178
645-05-6,furin,4.6084,1.2847
91832-40-5,furin,4.4924,1.2009
2668-66-8,furin,4.7864,1.4723
153559-49-0,furin,4.7659,1.2409
603-50-9,furin,4.7048,0.8285
69388-84-7,furin,4.5555,1.33
159811-51-5,furin,4.8511,1.6449
638-94-8,furin,4.8103,1.5043
211915-06-9,furin,4.4811,1.9826
1177-87-3,furin,4.7268,1.2554
1115-70-4,furin,4.4025,1.5819
144689-63-4,furin,4.7159,1.1257
882-09-7,furin,4.5552,0.9951
139481-59-7,furin,4.7639,0.6395
723-46-6,furin,4.5835,0.8313
57-66-9,furin,4.4414,1.0889
1069-66-5,furin,4.4123,1.4635
15307-79-6,furin,4.6088,0.9633
60-32-2,furin,4.3314,1.6638
13647-35-3,furin,4.7959,1.3813
29094-61-9,furin,4.5998,0.6849
98319-26-7,furin,4.7799,1.6307
23593-75-1,furin,4.7565,1.6844
1508-76-5,furin,4.6176,1.8518
6080-58-6,furin,4.3531,1.9545
68-35-9,furin,4.5827,0.822
23674-86-4,furin,4.6801,1.1802
1953-02-2,furin,4.4227,1.3218
356-12-7,furin,4.7995,1.6865
624-49-7,furin,4.4799,1.2713
651-06-9,furin,4.5708,0.841
127-56-0,furin,4.5293,0.8807
144-83-2,furin,4.5948,0.7298
127-79-7,furin,4.593,0.7622
149647-78-9,furin,4.3482,1.5996
144-82-1,furin,4.5869,0.9396
595-33-5,furin,4.7679,1.4122
19356-17-3,furin,4.6488,1.795
67392-87-4,furin,4.894,1.9989
80474-14-2,furin,4.7345,1.8117
71-58-9,furin,4.7669,1.4207
2447-57-6,furin,4.5685,0.7695
635728-49-3,furin,4.5407,0.928
101152-94-7,furin,4.5315,1.4583
124937-52-6,furin,4.592,1.9711
113852-37-2,furin,4.3891,1.5496
51481-61-9,furin,4.3871,1.1782
177036-94-1,furin,4.6723,0.6144
80-50-2,furin,4.494,1.8337
434-13-9,furin,4.6897,1.1997
637-58-1,furin,4.4774,1.7673
107724-20-9,furin,4.8331,1.7
137862-53-4,furin,4.5669,1.0496
302-79-4,furin,4.5134,1.5268
71963-77-4,furin,4.7794,1.6127
19774-82-4,furin,4.3718,3.4279
145040-37-5,furin,4.8074,1.074
173334-58-2,furin,4.1819,2.8562
80621-81-4,furin,5.1093,3.069
119302-91-9,furin,4.7593,2.4116
1070-11-7,furin,4.2303,2.1854
50-55-5,furin,4.8519,1.4175
22260-51-1,furin,4.8253,2.0509
541-22-0,furin,4.2631,3.1307
865-21-4,furin,5.0202,2.6137
52-21-1,furin,4.7115,1.0733
83905-01-5,furin,4.7492,2.7758
72559-06-9,furin,5.0367,3.1597
1476-53-5,furin,4.6768,1.4052
297-76-7,furin,4.7265,1.6673
5593-20-4,furin,4.6855,1.131
64-77-7,furin,4.4712,0.8941
