compound_id,target_id,prediction_mean,prediction_err
129497-78-5,furin,4.6886,1.345
366-70-1,furin,4.2544,0.7058
50-78-2,furin,4.6405,0.8034
59-67-6,furin,4.6681,0.8295
147403-03-0,furin,5.3828,2.581
51-48-9,furin,4.6477,1.3724
89-57-6,furin,4.1115,1.0807
63675-72-9,furin,4.7649,0.9949
93-14-1,furin,5.0346,1.8185
56180-94-0,furin,4.5449,0.8733
25451-15-4,furin,4.7916,0.9968
2022-85-7,furin,4.7944,1.4717
554-57-4,furin,4.587,0.8778
50-44-2,furin,4.7027,1.1809
156-57-0,furin,4.2479,1.2593
50-01-1,furin,4.1865,0.8337
99464-64-9,furin,4.4861,0.8175
82419-36-1,furin,4.4532,0.9723
122647-32-9,furin,4.5814,1.2562
149003-01-0,furin,4.0637,0.6726
112811-59-3,furin,4.2083,0.7669
51803-78-2,furin,4.3585,0.7132
29767-20-2,furin,5.1544,2.0694
10347-81-6,furin,4.9105,1.6091
53994-73-3,furin,4.502,1.1194
49562-28-9,furin,4.1429,0.7601
51-52-5,furin,4.7141,0.9432
315-30-0,furin,4.9831,1.8245
1405-10-3,furin,4.2073,0.7612
58-14-0,furin,4.2411,0.9575
19237-84-4,furin,4.5304,0.8125
23288-49-5,furin,4.582,1.1985
147-94-4,furin,4.8719,1.4841
65-29-2,furin,4.0073,0.7044
24356-60-3,furin,4.438,1.2068
186826-86-8,furin,4.4579,0.6349
101-26-8,furin,4.7734,1.5033
15687-27-1,furin,4.4405,0.7665
286930-03-8,furin,4.6537,0.982
3424-98-4,furin,4.555,1.2383
14976-57-9,furin,4.458,1.1401
160970-54-7,furin,4.6593,0.997
3543-75-7,furin,4.4817,0.5934
144060-53-7,furin,4.5371,1.0382
95233-18-4,furin,4.8006,1.1231
91374-20-8,furin,4.5919,0.6953
58186-27-9,furin,4.6896,1.4327
17321-77-6,furin,4.1964,1.1003
117-37-3,furin,4.8057,1.2151
62571-86-2,furin,5.2814,2.4704
41340-25-4,furin,4.489,0.9677
302962-49-8,furin,4.4746,0.7193
63-74-1,furin,4.7961,1.5186
2508-72-7,furin,4.4389,1.0642
85371-64-8,furin,4.6563,1.3361
58-56-0,furin,4.8276,1.2832
115256-11-6,furin,4.448,1.0573
188062-50-2,furin,4.6034,0.7982
40828-46-4,furin,4.7771,1.2173
139110-80-8,furin,4.9728,1.5079
375815-87-5,furin,4.0404,0.9577
56211-40-6,furin,4.392,1.0655
58-96-8,furin,4.7879,1.4316
3366-95-8,furin,4.3167,0.7661
211914-51-1,furin,4.4075,0.6382
150322-43-3,furin,4.8305,1.4439
1744-22-5,furin,4.9,1.779
23239-51-2,furin,4.7375,1.3868
21679-14-1,furin,4.4924,1.1216
105816-04-4,furin,4.9622,1.8656
57248-88-1,furin,4.7743,1.5125
39133-31-8,furin,4.5656,1.212
135062-02-1,furin,4.1419,0.8429
13311-84-7,furin,4.6972,1.4463
28657-80-9,furin,4.5706,0.8689
55268-74-1,furin,5.0089,1.5286
16676-29-2,furin,4.2921,0.5783
5633-20-5,furin,4.4292,0.5481
51-21-8,furin,4.5054,1.0227
147526-32-7,furin,4.3764,0.5566
7279-75-6,furin,4.6868,1.1169
96036-03-2,furin,4.4187,0.5808
220620-09-7,furin,4.1208,0.806
167221-71-8,furin,4.3052,0.6256
100299-08-9,furin,4.8863,1.7326
70288-86-7,furin,4.8294,1.4026
23651-95-8,furin,4.7382,1.0216
81131-70-6,furin,4.3677,0.6939
141-90-2,furin,4.1453,0.7745
405165-61-9,furin,4.5407,1.0146
19387-91-8,furin,4.0545,0.908
26159-34-2,furin,4.2397,0.5971
19171-19-8,furin,4.407,0.8109
34552-83-5,furin,4.573,1.309
103177-37-3,furin,4.9165,1.7525
60-56-0,furin,5.3895,2.6416
52-01-7,furin,4.9621,1.4647
67-48-1,furin,4.799,1.4033
55-06-1,furin,4.6607,1.3824
23964-57-0,furin,4.9462,1.7727
19767-45-4,furin,4.2974,0.7945
7681-93-8,furin,4.272,0.7011
51333-22-3,furin,4.6305,1.0247
78110-38-0,furin,4.6449,0.8229
1156-19-0,furin,4.2621,0.5635
83-43-2,furin,4.4371,0.8007
55-98-1,furin,4.3892,0.708
127-69-5,furin,4.4097,0.7453
88889-14-9,furin,4.8662,1.503
138402-11-6,furin,4.6768,1.0585
159351-69-6,furin,4.6421,1.1162
57-83-0,furin,5.0283,1.5952
55079-83-9,furin,4.6533,1.1157
5451-09-2,furin,4.606,1.0714
645-05-6,furin,4.6096,1.3277
91832-40-5,furin,4.2789,0.9276
2668-66-8,furin,5.1851,2.1266
153559-49-0,furin,4.9453,1.4913
603-50-9,furin,4.7722,1.524
69388-84-7,furin,4.1844,0.8907
159811-51-5,furin,4.6718,1.0502
638-94-8,furin,4.3937,0.8765
211915-06-9,furin,4.2024,1.0126
1177-87-3,furin,4.3457,1.1082
1115-70-4,furin,4.8196,1.4738
144689-63-4,furin,4.0794,1.0879
882-09-7,furin,4.204,1.1157
139481-59-7,furin,4.9234,1.783
723-46-6,furin,4.5841,0.8105
57-66-9,furin,4.6583,1.0171
1069-66-5,furin,4.4131,1.2038
15307-79-6,furin,4.2718,0.7985
60-32-2,furin,4.4626,1.1722
13647-35-3,furin,4.3031,0.8828
29094-61-9,furin,4.7474,1.0789
98319-26-7,furin,4.8986,1.9328
23593-75-1,furin,4.8252,1.1284
1508-76-5,furin,4.3207,1.1487
6080-58-6,furin,4.5134,0.8475
68-35-9,furin,4.3988,1.0147
23674-86-4,furin,4.2443,0.7282
1953-02-2,furin,4.0661,0.9096
356-12-7,furin,4.5414,0.6689
624-49-7,furin,4.5867,1.2902
651-06-9,furin,4.3365,0.9479
127-56-0,furin,4.9767,1.436
144-83-2,furin,4.497,0.8891
127-79-7,furin,4.3403,0.6739
149647-78-9,furin,4.2976,0.5852
144-82-1,furin,4.4891,1.0248
595-33-5,furin,4.7067,0.9006
19356-17-3,furin,4.3863,0.812
67392-87-4,furin,4.9901,2.0108
80474-14-2,furin,4.6241,1.2435
71-58-9,furin,4.0941,0.7084
2447-57-6,furin,4.3357,0.801
635728-49-3,furin,4.721,1.4123
101152-94-7,furin,4.8632,1.2057
124937-52-6,furin,4.5886,1.075
113852-37-2,furin,4.318,0.6934
51481-61-9,furin,4.6325,1.1269
177036-94-1,furin,4.7208,1.0613
80-50-2,furin,4.0681,0.721
434-13-9,furin,4.8379,1.1543
637-58-1,furin,5.2509,2.123
107724-20-9,furin,4.6574,0.9758
137862-53-4,furin,4.6463,1.086
302-79-4,furin,4.3992,0.8934
71963-77-4,furin,5.2348,2.3665
19774-82-4,furin,4.47,0.9215
145040-37-5,furin,5.0099,1.6917
173334-58-2,furin,4.6581,1.3685
80621-81-4,furin,4.7798,1.3625
119302-91-9,furin,4.6583,1.26
1070-11-7,furin,4.1914,0.8211
50-55-5,furin,4.2917,0.9081
22260-51-1,furin,4.2283,0.7309
541-22-0,furin,4.4397,1.0329
865-21-4,furin,4.9286,1.783
52-21-1,furin,5.0676,2.2018
83905-01-5,furin,5.1873,2.2944
72559-06-9,furin,4.4677,1.3421
1476-53-5,furin,4.2916,0.8329
297-76-7,furin,4.9588,1.7164
5593-20-4,furin,5.185,2.2856
64-77-7,furin,4.5342,0.6375
