target_class,murcko_scaffold,scaffold_type,scaffold_library_count,scaffold_assayed_count,scaffold_assayed_fraction,n_assays,assayed_targets
furin,O=C(CNCCCc1ccccc1)N1CCCC1,murcko,4,1,0.25,1,furin
furin,O=c1ccc2cc3ccoc3cc2o1,murcko,4,1,0.25,1,furin
furin,c1ccc(-c2nccs2)cc1,murcko,4,1,0.25,1,furin
furin,c1ccc(C2CC2)cc1,murcko,4,1,0.25,1,furin
furin,c1ccc(C2OCc3ccccc32)cc1,murcko,4,1,0.25,1,furin
furin,c1ccc(CCNCCOc2ccccc2)cc1,murcko,4,1,0.25,1,furin
furin,c1ccc(Nc2ncnc3ccc(OCCCN4CCOCC4)cc23)cc1,murcko,4,1,0.25,1,furin
furin,C1CCNC1,murcko,3,1,0.3333333333333333,1,furin
furin,C1CC[C@@H](O[C@@H]2CCC[C@H](O[C@@H]3CCCCO3)C2)OC1,murcko,3,1,0.3333333333333333,1,furin
furin,C1CC[C@@H](O[C@@H]2CO[C@@H](O[C@@H]3CCCC[C@H]3O[C@@H]3CCCCO3)C2)OC1,murcko,3,1,0.3333333333333333,1,furin
furin,C=C1CCCC/C1=C/C=C1\CCCC2CCC[C@@H]12,murcko,3,1,0.3333333333333333,1,furin
furin,O=C(Nc1cccc(-n2ccnc2)c1)c1cccc(Nc2nccc(-c3cccnc3)n2)c1,murcko,3,1,0.3333333333333333,1,furin
furin,O=C(Nc1ccccc1)C1(C(=O)Nc2ccc(Oc3ccnc4ccccc34)cc2)CC1,murcko,3,1,0.3333333333333333,1,furin
furin,O=C(Nc1ccccc1)c1cnc(Nc2cc(N3CCNCC3)ncn2)s1,murcko,3,1,0.3333333333333333,1,furin
furin,O=C1C=CC(=O)c2ccccc21,murcko,3,1,0.3333333333333333,1,furin
furin,O=C1C=CC2C(=C1)CC[C@@H]1C2CCC2C3OCO[C@@H]3C[C@H]21,murcko,3,1,0.3333333333333333,1,furin
furin,O=C1CCC=CCC(=O)C[C@@H](CCC2CCCCC2)OC(=O)[C@@H]2CCCCN2C(=O)C(=O)C2CCC[C@@H](CC/C=C/C=C/C=C/CCC1)O2,murcko,3,1,0.3333333333333333,1,furin
furin,O=C1C[C@@H](O[C@H]2CCCCO2)C[C@@H](O[C@H]2CCCCO2)CCCCNCCCCO1,murcko,3,1,0.3333333333333333,1,furin
furin,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)ccc2N1,murcko,3,1,0.3333333333333333,1,furin
furin,O=c1cc[nH]c(=O)[nH]1,murcko,3,1,0.3333333333333333,1,furin
furin,O=c1ccn2c3c(c(N4CCNCC4)ccc13)OCC2,murcko,3,1,0.3333333333333333,1,furin
furin,c1ccc(-c2ccnn2-c2ccccc2)cc1,murcko,3,1,0.3333333333333333,1,furin
furin,c1ccc(C(c2ccccc2)c2ccccn2)cc1,murcko,3,1,0.3333333333333333,1,furin
furin,c1ccc(CCNCCc2ccccc2)cc1,murcko,3,1,0.3333333333333333,1,furin
furin,c1ccc(NC2=NCCN2)cc1,murcko,3,1,0.3333333333333333,1,furin
furin,c1ccc(Nc2ncnc3cc(O[C@H]4CCOC4)ccc23)cc1,murcko,3,1,0.3333333333333333,1,furin
furin,c1ccc(OCCCCCOc2ccccc2)cc1,murcko,3,1,0.3333333333333333,1,furin
furin,c1ccc2c(c1)CCC1C2CCC2CCCC21,murcko,3,1,0.3333333333333333,1,furin
furin,c1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,murcko,3,1,0.3333333333333333,1,furin
furin,c1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1O2,murcko,3,1,0.3333333333333333,1,furin
furin,c1ccc2scnc2c1,murcko,3,1,0.3333333333333333,1,furin
furin,c1cn([C@H]2CCCO2)cn1,murcko,3,1,0.3333333333333333,1,furin
furin,C1=CC2CC[C@@H]3Nc4ccc(C5C[C@@H]6CCCN(CCc7c5[nH]c5ccccc75)C6)cc4[C@@]34CCN(C1)[C@@H]24,murcko,2,1,0.5,1,furin
furin,C1C[C@@H]2CCC3OO[C@@]24[C@@H](C1)CCO[C@@H]4O3,murcko,2,1,0.5,1,furin
furin,C=C1c2ccccc2Sc2ccccc21,murcko,2,1,0.5,1,furin
furin,O=C(C1CC1)C(c1ccccc1)N1CCc2sccc2C1,murcko,2,1,0.5,1,furin
furin,O=C(CNCCCc1ccccc1)N1CCc2ccccc2C1,murcko,2,1,0.5,1,furin
furin,O=C(N[C@H](CCNS(=O)(=O)c1ccccc1)Cc1ccccc1)O[C@H]1CO[C@H]2OCC[C@H]21,murcko,2,1,0.5,1,furin
furin,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccc(CN2CCNCC2)cc1,murcko,2,1,0.5,1,furin
furin,O=C(Nc1ccccn1)C1=Cc2ccccc2S(=O)(=O)N1,murcko,2,1,0.5,1,furin
furin,O=C(OCCNCc1ccccc1)C1=CNC=CC1c1ccccc1,murcko,2,1,0.5,1,furin
furin,O=C(OCCc1ccccc1)c1ccccc1,murcko,2,1,0.5,1,furin
furin,O=C(O[C@H]1CC[C@H]2C[C@@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2C1)c1ccccc1,murcko,2,1,0.5,1,furin
furin,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccccc2)sc2ccccc12,murcko,2,1,0.5,1,furin
furin,O=C(c1ccco1)N1CCN(c2ncc3ccccc3n2)CC1,murcko,2,1,0.5,1,furin
furin,O=C1/C(=N\Nc2cccc(-c3ccccc3)c2)C=NN1c1ccccc1,murcko,2,1,0.5,1,furin
furin,O=C1C=C2C=C[C@H]3[C@@H]4CCCC4CC[C@@H]3C2CC1,murcko,2,1,0.5,1,furin
furin,O=C1C=C2CC[C@@H]3C(=C2CC1)[C@@H](c1ccccc1)CC1CCC[C@H]13,murcko,2,1,0.5,1,furin
furin,O=C1C=CC(=O)C=C1,murcko,2,1,0.5,1,furin
furin,O=C1CCCNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,murcko,2,1,0.5,1,furin
furin,O=C1CN(CCN2CC(=O)NC(=O)C2)CC(=O)N1,murcko,2,1,0.5,1,furin
furin,O=C1C[C@@H]2N1CCS2(=O)=O,murcko,2,1,0.5,1,furin
furin,O=C1NCCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C=C(CSc4nnn[nH]4)CS[C@H]23)c2ccccc2)C1=O,murcko,2,1,0.5,1,furin
furin,O=C1c2c([nH]c3ccccc23)CCC1Cn1ccnc1,murcko,2,1,0.5,1,furin
furin,O=C1c2ccccc2C(=O)C1c1ccccc1,murcko,2,1,0.5,1,furin
furin,O=C1c2ccccc2C(=O)c2ccccc21,murcko,2,1,0.5,1,furin
furin,O=S(=O)(Nc1ccncn1)c1ccccc1,murcko,2,1,0.5,1,furin
furin,O=S(=O)(Nc1ccno1)c1ccccc1,murcko,2,1,0.5,1,furin
furin,O=S(=O)(Nc1nncs1)c1ccccc1,murcko,2,1,0.5,1,furin
furin,O=c1c(CCN2CCC(c3noc4ccccc34)CC2)cnc2n1CCCC2,murcko,2,1,0.5,1,furin
furin,O=c1c2ccccc2c(Cc2ccccc2)nn1C1CCCNCC1,murcko,2,1,0.5,1,furin
furin,O=c1ccc(-c2ccncc2)c[nH]1,murcko,2,1,0.5,1,furin
furin,O=c1ccc2c(CCNC3Cc4ccccc4C3)cccc2[nH]1,murcko,2,1,0.5,1,furin
furin,O=c1cccc(C2CCCCC2)[nH]1,murcko,2,1,0.5,1,furin
furin,O=c1ccn(C2CC2)c2cc(N3C[C@@H]4CCCN[C@@H]4C3)ccc12,murcko,2,1,0.5,1,furin
furin,O=c1ccn([C@@H]2CCCO2)c(=O)[nH]1,murcko,2,1,0.5,1,furin
furin,O=c1n(CCCN2CCN(c3ccccc3)CC2)nc2ccccn12,murcko,2,1,0.5,1,furin
furin,O=c1nc2[nH]c3ccccc3nc-2c(=O)[nH]1,murcko,2,1,0.5,1,furin
furin,c1ccc(-c2cc3ccccc3n2Cc2ccc(OCCN3CCCCCC3)cc2)cc1,murcko,2,1,0.5,1,furin
furin,c1ccc(C(Cn2ccnc2)OCc2csc3ccccc23)cc1,murcko,2,1,0.5,1,furin
furin,c1ccc(C(OCC[C@H]2CCCN2)c2ccccc2)cc1,murcko,2,1,0.5,1,furin
furin,c1ccc(CCC(Cn2ccnc2)Sc2ccccc2)cc1,murcko,2,1,0.5,1,furin
furin,c1ccc(CCCCNCc2ccc(-c3ccccn3)cc2)cc1,murcko,2,1,0.5,1,furin
furin,c1ccc(CCCNCc2cccc3ccccc23)cc1,murcko,2,1,0.5,1,furin
furin,c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,murcko,2,1,0.5,1,furin
furin,c1ccc(CNc2ccccn2)cc1,murcko,2,1,0.5,1,furin
furin,c1ccc(Nc2nccc(Nc3ccc4c[nH]nc4c3)n2)cc1,murcko,2,1,0.5,1,furin
furin,c1cnc2cc3c(cc2n1)C1CNCC3C1,murcko,2,1,0.5,1,furin
furin,C(=C\c1ccccc1)/CNCc1cccc2ccccc12,murcko,1,1,1.0,1,furin
furin,C(=C\c1n[nH]c2cc(Sc3ccccc3)ccc12)/c1ccccn1,murcko,1,1,1.0,1,furin
furin,C1=C2CC[C@@H]3[C@H](CCC4CCC[C@H]43)[C@H]2CCC1,murcko,1,1,1.0,1,furin
furin,C1=CC2=CCCC[C@@H]2CC1,murcko,1,1,1.0,1,furin
furin,C1=CCC2C(=C1)c1cc3ccc(cc4nc(cc5ccc(cc2n1)[nH]5)C=C4)[nH]3,murcko,1,1,1.0,1,furin
furin,C1=COCCC1,murcko,1,1,1.0,1,furin
furin,C1=C[C@H](N[C@H]2CC[C@@H](O[C@H]3CCCOC3)OC2)CCC1,murcko,1,1,1.0,1,furin
furin,C1=C[C@H](n2cnc3c(NC4CC4)ncnc32)CC1.C1=C[C@H](n2cnc3c(NC4CC4)ncnc32)CC1,murcko,1,1,1.0,1,furin
furin,C1=C[C@H]2O[C@]23CC[C@H]2[C@@H]4CCCC4CC[C@@H]2C3C1,murcko,1,1,1.0,1,furin
furin,C1CC[NH+]([C@@H]2CC3CC[C@@H]4C5C[C@H](N6CCOCC6)CC[C@@H]5CC[C@H]4[C@@H]3C2)C1,murcko,1,1,1.0,1,furin
furin,C1C[C@@H]2CC[C@H](C1)[NH2+]2,murcko,1,1,1.0,1,furin
furin,C=C(c1ccccc1)c1ccc2c(c1)CCCC2,murcko,1,1,1.0,1,furin
furin,CC(O)(P(=O)(O)O)P(=O)(O)O,acyclic,1,1,1.0,1,furin
furin,CC(S)C(=O)NCC(=O)O,acyclic,1,1,1.0,1,furin
furin,CCCC(CCC)C(=O)[O-].[Na+],acyclic,1,1,1.0,1,furin
furin,CC[C@H](CO)NCCN[C@H](CC)CO.Cl.Cl,acyclic,1,1,1.0,1,furin
furin,CN(C)C(=N)NC(=N)N.Cl,acyclic,1,1,1.0,1,furin
furin,COC(=O)/C=C/C(=O)OC,acyclic,1,1,1.0,1,furin
furin,CS(=O)(=O)OCCCCOS(C)(=O)=O,acyclic,1,1,1.0,1,furin
furin,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C.[Br-].[Br-],acyclic,1,1,1.0,1,furin
furin,C[N+](C)(C)CCO.[Cl-],acyclic,1,1,1.0,1,furin
furin,Cl.N=C(N)N,acyclic,1,1,1.0,1,furin
furin,Cl.NCC(=O)CCC(=O)O,acyclic,1,1,1.0,1,furin
furin,Cl.NCCS,acyclic,1,1,1.0,1,furin
furin,N=C(C(=O)N[C@H]1CNC1=O)c1cscn1,murcko,1,1,1.0,1,furin
furin,N=c1[nH]ncs1,murcko,1,1,1.0,1,furin
furin,N=c1cc2n(-c3ccccc3)c3ccccc3nc-2cc1Nc1ccccc1,murcko,1,1,1.0,1,furin
furin,NCCC(O)(P(=O)([O-])O)P(=O)([O-])O.[Na+].[Na+],acyclic,1,1,1.0,1,furin
furin,NCCCCCC(=O)O,acyclic,1,1,1.0,1,furin
furin,O.O.O.O.O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],acyclic,1,1,1.0,1,furin
furin,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,murcko,1,1,1.0,1,furin
furin,O=C(CCC1C[C@H]2N=C1C=C1CCC(=N1)/C=C1/CCC(=N1)/C=C1/CCC2[N-]1)NCCO[PH](=O)O[C@@H]1CO[C@H](n2cnc3ccccc32)C1,murcko,1,1,1.0,1,furin
furin,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccccc1,murcko,1,1,1.0,1,furin
furin,O=C(CCS(=O)(=O)c1ccccc1)Nc1ccccc1,murcko,1,1,1.0,1,furin
furin,O=C(CNC(=O)NCc1cscn1)N[C@H](CC[C@H](Cc1ccccc1)NC(=O)OCc1cncs1)Cc1ccccc1,murcko,1,1,1.0,1,furin
furin,O=C(CNC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)CNC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(=O)NC1CC1,murcko,1,1,1.0,1,furin
furin,O=C(COc1ccccc1)N[C@H](CC[C@H](Cc1ccccc1)NC(=O)CN1CCCNC1=O)Cc1ccccc1,murcko,1,1,1.0,1,furin
furin,O=C(CSc1ccncc1)N[C@@H]1C(=O)N2C=CCS[C@H]12,murcko,1,1,1.0,1,furin
furin,O=C(C[PH](=O)CCCCc1ccccc1)N1CC[C@@H](C2CCCCC2)C1,murcko,1,1,1.0,1,furin
furin,O=C(Cc1ccccc1)NC1C(=O)N2CCSC12,murcko,1,1,1.0,1,furin
furin,O=C(Cc1ccccc1)NCc1ccccc1N1CCCCC1,murcko,1,1,1.0,1,furin
furin,O=C(Cc1cscn1)Nc1ccc(CCNCCc2ccccc2)cc1,murcko,1,1,1.0,1,furin
furin,O=C(NC1CC2CCCC(C1)N2)c1n[nH]c2ccccc12,murcko,1,1,1.0,1,furin
furin,O=C(NC1CCCCC1)NS(=O)(=O)c1ccc(CCNC(=O)c2cnccn2)cc1,murcko,1,1,1.0,1,furin
furin,O=C(NC1OC2[C@@H]3CCCN3C(=O)CN2C1=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)CC2NC1,murcko,1,1,1.0,1,furin
furin,O=C(NCCc1ccccc1)C1CCCCC1,murcko,1,1,1.0,1,furin
furin,O=C(NCCc1ccccc1)c1cnccn1,murcko,1,1,1.0,1,furin
furin,O=C(NN1CCCCCC1)NS(=O)(=O)c1ccccc1,murcko,1,1,1.0,1,furin
furin,O=C(Nc1cc2ccc(OC3CCCCO3)cc2oc1=O)c1ccccc1,murcko,1,1,1.0,1,furin
furin,O=C(Nc1cccc2c(=O)cc(-c3nnn[nH]3)oc12)c1ccc(OCCCCc2ccccc2)cc1,murcko,1,1,1.0,1,furin
furin,O=C(Nc1ccccc1)Nc1ccc(Oc2ccncc2)cc1.c1ccccc1,murcko,1,1,1.0,1,furin
furin,O=C(Nc1ccccc1)c1cnoc1,murcko,1,1,1.0,1,furin
furin,O=C(OCCN1CCCCC1)c1cccc2c(=O)cc(-c3ccccc3)oc12,murcko,1,1,1.0,1,furin
furin,O=C(OCOC(=O)c1cccc2ncn(Cc3ccc(-c4ccccc4-c4nnn[nH]4)cc3)c12)OC1CCCCC1,murcko,1,1,1.0,1,furin
furin,O=C(OCc1coc(=O)o1)c1cncn1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,murcko,1,1,1.0,1,furin
furin,O=C(c1ccccc1)c1cccs1,murcko,1,1,1.0,1,furin
furin,O=C1/C=C/[C@H]2O[C@@H]2CCCC2CCC[C@H](C[C@@H](O[C@H]3CCCCO3)/C=C/C=C/C=C/C=C/CCO1)O2,murcko,1,1,1.0,1,furin
furin,O=C1/C=C\C=C/CCCCCCCC/C=C\OC2Oc3ccc4c(c3C2=O)C2=NC3(CCNCC3)NC2=C(N1)C4=O,murcko,1,1,1.0,1,furin
furin,O=C1/C=C\C=C/CCCCCCCC/C=C\OC2Oc3ccc4cc(c5c(nc6ccccn65)c4c3C2=O)N1,murcko,1,1,1.0,1,furin
furin,O=C1C=C([C@H]2CC[C@H](c3ccccc3)CC2)C(=O)c2ccccc21,murcko,1,1,1.0,1,furin
furin,O=C1C=C2C(CC1)[C@H]1CCC3[C@@H]([C@@H]4C[C@@H]4[C@@]34CCC(=O)O4)[C@@H]1[C@H]1C[C@@H]21,murcko,1,1,1.0,1,furin
furin,O=C1C=C2CCC3C(CCC4C3CCC43CCC(=O)O3)C2CC1,murcko,1,1,1.0,1,furin
furin,O=C1C=C2CC[C@H]3[C@@H]4CC[C@@]5(CCC(=O)O5)C4C[C@H]4O[C@]43C2CC1,murcko,1,1,1.0,1,furin
furin,O=C1C=CC2[C@H]3CCC4CCC[C@H]4[C@@H]3CC[C@H]2N1,murcko,1,1,1.0,1,furin
furin,O=C1CC2CC(S[C@H]3CCNC3)=CN12,murcko,1,1,1.0,1,furin
furin,O=C1CCC(N2Cc3ccccc3C2=O)C(=O)N1,murcko,1,1,1.0,1,furin
furin,O=C1CCC2[C@H]3Cc4cccc5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,murcko,1,1,1.0,1,furin
furin,O=C1CCCCNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)CN1,murcko,1,1,1.0,1,furin
furin,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,murcko,1,1,1.0,1,furin
furin,O=C1CNC(=O)CNC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)[C@@H](NC(=O)CNC(=O)CNC(=O)CNC(=O)C2CN=CS2)CCCCN1,murcko,1,1,1.0,1,furin
furin,O=C1Cc2ccccc2CCN1CCCNC[C@H]1Cc2ccccc21,murcko,1,1,1.0,1,furin
furin,O=C1Cc2ccccc2N1,murcko,1,1,1.0,1,furin
furin,O=C1N(Cc2ccc(-c3ccccc3-c3nnn[nH]3)cc2)C=NC12CCCC2,murcko,1,1,1.0,1,furin
furin,O=C1OCCN1c1ccc(N2CCOCC2)cc1,murcko,1,1,1.0,1,furin
furin,O=C1OC[C@H]2[C@H]1[C@H](c1ccccc1)c1cc3c(cc1[C@H]2O[C@H]1CC[C@@H]2O[C@H](c4cccs4)OC[C@H]2O1)OCO3,murcko,1,1,1.0,1,furin
furin,O=C1O[C@H]2C[C@@H](C/C=C/[C@@H](O[C@H]3CC[C@@H](O[C@H]4CCCCO4)CO3)C/C=C/C=C3\CO[C@@H]4CC=C[C@@H]1C34)O[C@@]1(CCCCO1)C2.O=C1O[C@H]2C[C@@H](CC=C[C@@H](O[C@H]3CC[C@@H](O[C@H]4CCCCO4)CO3)C/C=C/C=C3\CO[C@@H]4CC=C[C@@H]1C34)O[C@@]1(CCCCO1)C2,murcko,1,1,1.0,1,furin
furin,O=C1[C@H](CCCc2ccccc2)[C@@H](c2ccccc2)N1c1ccccc1,murcko,1,1,1.0,1,furin
furin,O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2,murcko,1,1,1.0,1,furin
furin,O=S(=O)(Nc1ccccn1)c1ccccc1,murcko,1,1,1.0,1,furin
furin,O=S(=O)(Nc1ccon1)c1ccccc1,murcko,1,1,1.0,1,furin
furin,O=S(=O)([O-])CCS.[Na+],acyclic,1,1,1.0,1,furin
furin,O=S1(=O)N=C(CSCc2ccccc2)Nc2ccccc21,murcko,1,1,1.0,1,furin
furin,O=c1[nH]c(-c2ccccc2-c2ccc(Cn3cnc4ccccc43)cc2)no1,murcko,1,1,1.0,1,furin
furin,O=c1[nH]c2nc(N3CCCCC3)[nH]c2c(=O)n1Cc1ncc2ccccc2n1,murcko,1,1,1.0,1,furin
furin,O=c1c(-c2nnn[n-]2)cnc2ccccn12,murcko,1,1,1.0,1,furin
furin,O=c1cc[nH]cc1,murcko,1,1,1.0,1,furin
furin,O=c1ccn(C2CC2)c2cc(N3CCCCCC3)ccc12,murcko,1,1,1.0,1,furin
furin,O=c1ccnc[nH]1,murcko,1,1,1.0,1,furin
furin,O=c1cn[nH]c2cc3c(cc12)OCO3,murcko,1,1,1.0,1,furin
furin,c1ccc(-c2cc(C3CC3)nc3ccccc23)cc1.c1ccc(-c2cc(C3CC3)nc3ccccc23)cc1,murcko,1,1,1.0,1,furin
furin,c1ccc(-c2ccccc2-c2nnn[nH]2)cc1,murcko,1,1,1.0,1,furin
furin,c1ccc(-c2nc(-c3ccccc3)n(-c3ccccc3)n2)cc1,murcko,1,1,1.0,1,furin
furin,c1ccc(-c2nn[nH]n2)c(-c2ccc(Cn3cnc4ccccc43)cc2)c1,murcko,1,1,1.0,1,furin
furin,c1ccc(C(CCN2CCCC2)C2CCCCC2)cc1,murcko,1,1,1.0,1,furin
furin,c1ccc(C(COc2ncccn2)c2ccccc2)cc1,murcko,1,1,1.0,1,furin
furin,c1ccc(C(c2ccccc2)(c2ccccc2)n2ccnc2)cc1,murcko,1,1,1.0,1,furin
furin,c1ccc(C(c2ccccc2)[C@@H]2CCN(CCc3ccc4c(c3)CCO4)C2)cc1,murcko,1,1,1.0,1,furin
furin,c1ccc(C2CC2)cc1.c1ccc(C2CC2)cc1,murcko,1,1,1.0,1,furin
furin,c1ccc(C2CCN(CCC(c3ccccc3)c3ccccc3)CC2)cc1,murcko,1,1,1.0,1,furin
furin,c1ccc(CNCc2cccc3ccccc23)cc1,murcko,1,1,1.0,1,furin
furin,c1ccc(CSC(Cn2ccnc2)c2ccccc2)cc1,murcko,1,1,1.0,1,furin
furin,c1ccc(Nc2ccncc2)cc1,murcko,1,1,1.0,1,furin
furin,c1ccc(Nc2ncnc3cc(OCC4CCNCC4)ccc23)cc1,murcko,1,1,1.0,1,furin
furin,c1ccc(OCCCN2CCOCC2)cc1,murcko,1,1,1.0,1,furin
furin,c1ccc(OCCNCCc2ccc3c(c2)CCN3)cc1,murcko,1,1,1.0,1,furin
furin,c1ccc(SCSc2ccccc2)cc1,murcko,1,1,1.0,1,furin
furin,c1ccc([C@@H]2CCCc3ccccc32)cc1,murcko,1,1,1.0,1,furin
furin,c1ccc([C@@H]2C[C@H]2Nc2ncnc3c2nnn3C2CCCC2)cc1,murcko,1,1,1.0,1,furin
furin,c1ccc([C@@]2(Cn3ccnc3)OC[C@H](COc3ccc(N4CCNCC4)cc3)O2)cc1,murcko,1,1,1.0,1,furin
furin,c1ccc2c(c1)C1CCC2c2ccccc21,murcko,1,1,1.0,1,furin
furin,c1ccc2c(c1)CCC(CCNCCC1CCc3ccccc3O1)O2,murcko,1,1,1.0,1,furin
furin,c1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1N2,murcko,1,1,1.0,1,furin
furin,c1ccc2c(c1)N=C(N1CCNCC1)c1ccsc1N2,murcko,1,1,1.0,1,furin
furin,c1ccc2c(c1)Sc1ccccc1N2CCC1CCCCN1.c1ccccc1,murcko,1,1,1.0,1,furin
furin,c1ccc2c(c1)[nH]c1ccccc12,murcko,1,1,1.0,1,furin
