target_class,murcko_scaffold,scaffold_type,scaffold_library_count,scaffold_assayed_count,scaffold_assayed_fraction,n_assays,assayed_targets
pa,c1ccc(COC(Cn2ccnc2)c2ccccc2)cc1,murcko,5,1,0.2,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,C1CCNCC1,murcko,4,1,0.25,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,C=C1c2ccccc2CCc2ccccc21,murcko,4,1,0.25,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=C(CCc1ccccc1)O[C@@H]1C=C2CC(=O)C3CC[C@H]4OCC4[C@H]3[C@H](OC(=O)c3ccccc3)C(C2)C1,murcko,4,1,0.25,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=C(CNCCCc1ccccc1)N1CCCC1,murcko,4,1,0.25,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=C(N[C@@H]1C(=O)N2CCS[C@H]12)c1conc1-c1ccccc1,murcko,4,1,0.25,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=C1CCCC1,murcko,4,1,0.25,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=c1nccc[nH]1,murcko,4,1,0.25,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,c1ccc(C(c2ccccc2)N2CCNCC2)cc1,murcko,4,1,0.25,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,c1ccc(CCNCCOc2ccccc2)cc1,murcko,4,1,0.25,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,c1ccc(CCOCC2CC2)cc1,murcko,4,1,0.25,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,c1cscn1,murcko,4,1,0.25,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,C1=CC(c2ccccc2)C=CN1.c1ccccc1,murcko,3,1,0.3333333333333333,1,pa_h5n1
pa,C1CCNC1,murcko,3,1,0.3333333333333333,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,C1CC[C@@H](O[C@@H]2CCC[C@H](O[C@@H]3CCCCO3)C2)OC1,murcko,3,1,0.3333333333333333,1,pa_h5n1
pa,C1CC[C@@H](O[C@@H]2CO[C@@H](O[C@@H]3CCCC[C@H]3O[C@@H]3CCCCO3)C2)OC1,murcko,3,1,0.3333333333333333,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,C=C1CCCC/C1=C/C=C1\CCCC2CCC[C@@H]12,murcko,3,1,0.3333333333333333,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=C(Nc1cccc(-n2ccnc2)c1)c1cccc(Nc2nccc(-c3cccnc3)n2)c1,murcko,3,1,0.3333333333333333,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=C(Nc1ccccc1)C1(C(=O)Nc2ccc(Oc3ccnc4ccccc34)cc2)CC1,murcko,3,1,0.3333333333333333,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=C(Nc1ccccc1)c1cnc(Nc2cc(N3CCNCC3)ncn2)s1,murcko,3,1,0.3333333333333333,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=C(Nc1ccccn1)c1ccc2[nH]c(CNc3ccccc3)nc2c1,murcko,3,1,0.3333333333333333,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=C(c1ccccc1)n1ccc2ccccc21,murcko,3,1,0.3333333333333333,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=C1C=CC2C(=C1)CC[C@@H]1C2CCC2C3OCO[C@@H]3C[C@H]21,murcko,3,1,0.3333333333333333,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=C1CC=CCCCC[C@@H]2CCCC(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H](/C=C/C2CCCCC2)CCC1,murcko,3,1,0.3333333333333333,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=C1CCC=CCC(=O)C[C@@H](CCC2CCCCC2)OC(=O)[C@@H]2CCCCN2C(=O)C(=O)C2CCC[C@@H](CC/C=C/C=C/C=C/CCC1)O2,murcko,3,1,0.3333333333333333,1,pa_h3n2
pa,O=C1CCCCOC(=O)C[C@@H](O[C@H]2CCCCO2)C[C@@H](O[C@H]2CCCCO2)CCC1,murcko,3,1,0.3333333333333333,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)ccc2N1,murcko,3,1,0.3333333333333333,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2cc(OC(=O)N4CCC(N5CCCCC5)CC4)ccc2nc1-3,murcko,3,1,0.3333333333333333,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=C1NC(=O)C(Cc2ccc(OCCNc3ccccn3)cc2)S1,murcko,3,1,0.3333333333333333,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=S(=O)(Nc1ccncn1)c1ccccc1,murcko,3,1,0.3333333333333333,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=S1(=O)NCNc2ccccc21,murcko,3,1,0.3333333333333333,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=c1cc[nH]c(=O)[nH]1,murcko,3,1,0.3333333333333333,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=c1ccn(C2CCCO2)c(=O)[nH]1,murcko,3,1,0.3333333333333333,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,c1ccc(-c2ccnn2-c2ccccc2)cc1,murcko,3,1,0.3333333333333333,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,c1ccc(C(c2ccccc2)c2ccccn2)cc1,murcko,3,1,0.3333333333333333,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,c1ccc(COc2cncc(-c3cnn(C4CCNCC4)c3)c2)cc1,murcko,3,1,0.3333333333333333,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,c1ccc(Cc2cncnc2)cc1,murcko,3,1,0.3333333333333333,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,c1ccc(NCc2cnc3ncncc3n2)cc1,murcko,3,1,0.3333333333333333,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,c1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1O2,murcko,3,1,0.3333333333333333,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,c1cn([C@H]2CCCO2)cn1,murcko,3,1,0.3333333333333333,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,c1nc(-c2cnn(CC3CCCC3)c2)c2cc[nH]c2n1,murcko,3,1,0.3333333333333333,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,c1nc(N[C@@H]2CCCNC2)c2cc[nH]c2n1,murcko,3,1,0.3333333333333333,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,c1ncc(C[n+]2ccsc2)cn1,murcko,3,1,0.3333333333333333,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,C1=C2CCCCC2[C@H]2CCC3C(c4cccnc4)=CC[C@H]3[C@@H]2C1,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,C1=CC2CC[C@@H]3Nc4ccc(C5C[C@H]6CCCN(CCc7c5[nH]c5ccccc75)C6)cc4[C@@]34CCN(C1)[C@@H]24,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,C=C1c2ccccc2COc2ccccc21,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,C=C1c2ccccc2Sc2ccccc21,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=C(C1CC1)C(c1ccccc1)N1CCc2sccc2C1,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=C(C1CCCO1)N1CCN(c2ncc3ccccc3n2)CC1,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=C(C1COc2ccccc2O1)N1CCN(c2ncc3ccccc3n2)CC1,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=C(CCCN1CCC(c2ccccc2)CC1)c1ccccc1,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=C(CN1CCN(CCCOc2ccccc2)CC1)Nc1ccccc1,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=C(CNS(=O)(=O)c1cccc2c1NCCC2)N1CCCCC1,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=C(NCC1CN(Cc2ccccc2)CCO1)c1ccccc1,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=C(NCCCNc1ncc2ccccc2n1)C1CCCO1,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=C(NCc1ccccc1)c1cc(=O)[nH]c(CNC(=O)c2nnco2)n1,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=C(N[C@@H]1C(=O)N2CCS[C@H]12)[C@H](NC(=O)N1CCNC1=O)c1ccccc1,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=C(N[C@H](CCNS(=O)(=O)c1ccccc1)Cc1ccccc1)O[C@H]1CCOC1,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=C(N[C@H](CCNS(=O)(=O)c1ccccc1)Cc1ccccc1)O[C@H]1CO[C@H]2OCC[C@H]21,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=C(Nc1ccc(Cc2ccccc2)cc1)c1ccccc1,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccc(CN2CCNCC2)cc1,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=C(Nc1ccccn1)C1=Cc2ccccc2S(=O)(=O)N1,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=C(OC1CCC[NH2+]C1)C(c1ccccc1)c1ccccc1,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=C(OCCNCc1ccccc1)C1=CNC=CC1c1ccccc1,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=C(O[C@H]1CC[C@H]2C[C@@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2C1)c1ccccc1,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccccc2)sc2ccccc12,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=C1/C(=N\Nc2cccc(-c3ccccc3)c2)C=NN1c1ccccc1,murcko,2,1,0.5,1,pa_h3n2
pa,O=C1C=C2C=C[C@H]3[C@@H]4CCCC4CC[C@@H]3C2CC1,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=C1C=C2CC[C@@H]3C(=C2CC1)[C@@H](c1ccccc1)CC1CCC[C@H]13,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=C1C=C2CC[C@H]3[C@@H]4CCCC4CC(=O)[C@@H]3C2CC1,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=C1C=CC2C(=C1)CC[C@@H]1[C@@H]2CCC2C3OCO[C@@H]3C[C@H]21,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=C1C=CC2C(=C1)CC[C@H]1[C@@H]3CCCC3CC(=O)[C@H]21,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=C1CCC[C@@H](CC[C@H]2CC=CC3=CCCC[C@@H]32)O1,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=C1CCON1,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=C1CCO[C@H]2O[C@@H]3CCCC[C@H]3OC12,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=C1CCc2ccc(OCCCCN3CCN(c4ccccc4)CC3)cc2N1,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=C1CN2Cc3ccccc3NC2=N1,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=C1C[C@@H]2N1CCS2(=O)=O,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=C1NCC(CCN2CCOCC2)C1(c1ccccc1)c1ccccc1,murcko,2,1,0.5,2,pa_h3n2|pa_h5n1
pa,O=C1NCCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C=C(CSc4nnn[nH]4)CS[C@H]23)c2ccccc2)C1=O,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=C1Nc2ccccc2/C1=C/c1ccc[nH]1,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=C1c2c([nH]c3ccccc23)CCC1Cn1ccnc1,murcko,2,1,0.5,1,pa_h3n2
pa,O=C1c2ccccc2C(=O)c2ccccc21,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=C1c2ccccc2CC1CC1CCN(Cc2ccccc2)CC1,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=S(=O)(Nc1cccc(-c2ncsc2-c2ccncn2)c1)c1ccccc1,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=S(=O)(Nc1nncs1)c1ccccc1,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=c1[nH]nc(CN2CCO[C@H](OCc3ccccc3)[C@@H]2c2ccccc2)[nH]1,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=c1[nH]nnc2cncn12,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=c1c(CCN2CCC(c3noc4ccccc34)CC2)cnc2n1CCCC2,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=c1c2ccccc2c(Cc2ccccc2)nn1C1CCCNCC1,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=c1cc[nH]c2ncccc12,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=c1ccc(-c2ccncc2)c[nH]1,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=c1ccc2c(CCNC3Cc4ccccc4C3)cccc2[nH]1,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=c1ccn(C2CC2)c2cc(N3C[C@@H]4CCCN[C@@H]4C3)ccc12,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,O=c1n(CCCN2CCN(c3ccccc3)CC2)nc2ccccn12,murcko,2,1,0.5,1,pa_h3n2
pa,O=c1nc2[nH]c3ccccc3nc-2c(=O)[nH]1,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,c1cc(NC2=NCCN2)c2nsnc2c1,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,c1cc2c3c(c[nH]c3c1)C[C@H]1NCCC[C@H]21,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,c1ccc(-c2c[nH]c3ccccc23)cc1,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,c1ccc(-c2cc3ccccc3n2Cc2ccc(OCCN3CCCCCC3)cc2)cc1,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,c1ccc(C(Cn2ccnc2)OCc2csc3ccccc23)cc1,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,c1ccc(CCC(Cn2ccnc2)Sc2ccccc2)cc1,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,c1ccc(CCCCNCc2ccc(-c3ccccn3)cc2)cc1,murcko,2,1,0.5,1,pa_h3n2
pa,c1ccc(CCCNCc2cccc3ccccc23)cc1,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,c1ccc(COc2ccc(Nc3ncnc4ccc(-c5ccco5)cc34)cc2)cc1,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,c1ccc(Cc2cnc[nH]2)cc1,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,c1ccc(N(CC2=NCCN2)c2ccccc2)cc1,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,c1ccc(Nc2ccccn2)cc1,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,c1ccc(Nc2ccnc3cc(OCCCN4CCNCC4)ccc23)cc1,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,c1ccc(Nc2nccc(Nc3ccc4c[nH]nc4c3)n2)cc1,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,c1ccc(Nc2nccc(Oc3ccccc3)n2)cc1,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,c1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,c1ccc2c(CC3=NCCN3)cccc2c1,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,c1ccc2c(c1)CCC2,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,c1ccc2c(c1)Oc1ccccc1[C@@H]1CNC[C@@H]21,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,c1nc2c(s1)CCCC2,murcko,2,1,0.5,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,C(=C\C1CCCC1)/CCCc1ccccc1,murcko,1,1,1.0,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,C(=C\c1ccccc1)/CNCc1cccc2ccccc12,murcko,1,1,1.0,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,C(=C\c1n[nH]c2cc(Sc3ccccc3)ccc12)/c1ccccn1,murcko,1,1,1.0,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,C1=C2CC[C@@H]3[C@H](CCC4CCC[C@H]43)[C@H]2CCC1,murcko,1,1,1.0,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,C1=CC(c2cccc3nonc23)C=CN1,murcko,1,1,1.0,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,C1=CCC2C(=C1)c1cc3ccc(cc4nc(cc5ccc(cc2n1)[nH]5)C=C4)[nH]3,murcko,1,1,1.0,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,C1=COCCC1,murcko,1,1,1.0,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,C1=C[C@H](N[C@H]2CC[C@@H](O[C@H]3CCCOC3)OC2)CCC1,murcko,1,1,1.0,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,C1=C[C@H](n2cnc3c(NC4CC4)ncnc32)CC1.C1=C[C@H](n2cnc3c(NC4CC4)ncnc32)CC1,murcko,1,1,1.0,3,pa_h3n2|pa_h5n1|pa_ph1n1
pa,C1=Cc2ccccc2/C1=C\c1ccccc1,murcko,1,1,1.0,3,pa_h3n2|pa_h5n1|pa_ph1n1
