target_class,murcko_scaffold,scaffold_type,scaffold_library_count,scaffold_assayed_count,scaffold_assayed_fraction,n_assays,assayed_targets
na,O=C1C=CC2C(=C1)CC[C@H]1[C@@H]3CCCC3CC[C@H]21,murcko,8,2,0.25,3,na_h3n2|na_ph1n1
na,c1cc[nH+]cc1,murcko,7,2,0.2857142857142857,4,na_h5n1|na_ph1n1
na,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,murcko,6,2,0.3333333333333333,3,na_h3n2|na_h5n1
na,O=C(NC[C@@H]1CCCCO1)[C@@H]1CCCN1,murcko,6,2,0.3333333333333333,3,na_h3n2|na_h5n1|na_ph1n1
na,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,murcko,6,2,0.3333333333333333,3,na_h5n1|na_ph1n1
na,C1C2CC3CC1CC(C2)C3,murcko,5,2,0.4,4,na_h5n1|na_ph1n1
na,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,murcko,5,2,0.4,2,na_h5n1|na_ph1n1
na,O=c1cc[nH]c2cc(N3CCNCC3)ccc12,murcko,5,2,0.4,3,na_h3n2|na_ph1n1
na,c1ccc(CN2CCc3sccc3C2)cc1,murcko,5,2,0.4,2,na_h3n2|na_h5n1
na,c1ccc(COC(Cn2ccnc2)c2ccccc2)cc1,murcko,5,2,0.4,2,na_h3n2
na,c1cscn1,murcko,5,2,0.4,5,na_h3n2|na_h5n1|na_ph1n1
na,C1CC[C@@H](O[C@@H]2CO[C@@H](O[C@@H]3CCCC[C@H]3O[C@@H]3CCCCO3)C2)OC1,murcko,4,2,0.5,4,na_h3n2|na_h5n1|na_ph1n1
na,O=C(CCc1ccccc1)O[C@@H]1C=C2CC(=O)C3CC[C@H]4OCC4[C@H]3[C@H](OC(=O)c3ccccc3)C(C2)C1,murcko,4,2,0.5,5,na_h3n2|na_h5n1|na_ph1n1
na,O=C(N[C@@H]1C(=O)N2CCS[C@H]12)c1conc1-c1ccccc1,murcko,4,2,0.5,4,na_h3n2|na_h5n1|na_ph1n1
na,O=C(Nc1ccccc1)c1ccccc1,murcko,4,2,0.5,3,na_h3n2|na_h5n1|na_ph1n1
na,O=S(=O)(Nc1ncccn1)c1ccccc1,murcko,4,2,0.5,4,na_h3n2|na_h5n1|na_ph1n1
na,O=c1nccc[nH]1,murcko,4,2,0.5,4,na_h3n2|na_h5n1|na_ph1n1
na,c1ccc(C(c2ccccc2)N2CCNCC2)cc1,murcko,4,2,0.5,6,na_h3n2|na_h5n1|na_ph1n1
na,c1ccc(CC2=NCCN2)cc1,murcko,4,2,0.5,4,na_h3n2|na_h5n1|na_ph1n1
na,c1ccc(CN2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1,murcko,4,2,0.5,2,na_h3n2|na_ph1n1
na,c1cnccn1,murcko,4,2,0.5,3,na_h3n2|na_h5n1|na_ph1n1
na,O=C(Nc1ccccn1)c1ccc2[nH]c(CNc3ccccc3)nc2c1,murcko,3,2,0.6666666666666666,2,na_h3n2|na_h5n1
na,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,murcko,3,2,0.6666666666666666,2,na_h5n1|na_ph1n1
na,O=C1NC(=O)C(Cc2ccc(OCCNc3ccccn3)cc2)S1,murcko,3,2,0.6666666666666666,2,na_ph1n1
na,O=c1ccn(C2CCCO2)c(=O)[nH]1,murcko,3,2,0.6666666666666666,4,na_h3n2|na_h5n1|na_ph1n1
na,c1ccc(C(c2ccccc2)c2ccccn2)cc1,murcko,3,2,0.6666666666666666,2,na_h5n1
na,c1ccc2c(c1)CCC1C2CCC2CCCC21,murcko,3,2,0.6666666666666666,3,na_h3n2|na_ph1n1
na,c1ccc2scnc2c1,murcko,3,2,0.6666666666666666,2,na_h3n2|na_h5n1
na,O=C(CN1CCN(CCCOc2ccccc2)CC1)Nc1ccccc1,murcko,2,2,1.0,4,na_h3n2|na_h5n1|na_ph1n1
na,O=C(CNCCCc1ccccc1)N1CCc2ccccc2C1,murcko,2,2,1.0,3,na_h3n2|na_h5n1|na_ph1n1
na,O=C(Nc1ccc(Cc2ccccc2)cc1)c1ccccc1,murcko,2,2,1.0,4,na_h3n2|na_h5n1|na_ph1n1
na,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccc(CN2CCNCC2)cc1,murcko,2,2,1.0,3,na_h3n2|na_ph1n1
na,O=C(Nc1ccccn1)C1=Cc2ccccc2S(=O)(=O)N1,murcko,2,2,1.0,3,na_h3n2|na_h5n1|na_ph1n1
na,O=C(Nc1ccccn1)C1=Cc2sccc2S(=O)(=O)N1,murcko,2,2,1.0,3,na_h5n1|na_ph1n1
na,O=C1CC(=O)N(c2ccccc2)N1c1ccccc1,murcko,2,2,1.0,4,na_h3n2|na_h5n1|na_ph1n1
na,O=C1c2c([nH]c3ccccc23)CCC1Cn1ccnc1,murcko,2,2,1.0,3,na_h3n2|na_h5n1|na_ph1n1
na,O=c1[nH]nc(CN2CCO[C@H](OCc3ccccc3)[C@@H]2c2ccccc2)[nH]1,murcko,2,2,1.0,3,na_h3n2|na_h5n1
na,O=c1c(CCN2CCC(c3noc4ccccc34)CC2)cnc2n1CCCC2,murcko,2,2,1.0,3,na_h3n2|na_h5n1
na,O=c1cc[nH]n1-c1ccccc1,murcko,2,2,1.0,4,na_h3n2|na_h5n1|na_ph1n1
na,O=c1ccn(C2CC2)c2cc(N3CCCC3)ccc12,murcko,2,2,1.0,4,na_h3n2|na_h5n1|na_ph1n1
na,O=c1ncccn1[C@@H]1CSCO1,murcko,2,2,1.0,2,na_h3n2|na_h5n1
na,O=c1ncncn1[C@H]1CCCO1,murcko,2,2,1.0,5,na_h3n2|na_h5n1|na_ph1n1
na,c1ccc(CNc2ccccn2)cc1,murcko,2,2,1.0,3,na_h3n2|na_h5n1|na_ph1n1
na,c1ccc(Cc2c[nH]cn2)cc1,murcko,2,2,1.0,3,na_h3n2|na_h5n1|na_ph1n1
na,c1ccc(Nc2ccccn2)cc1,murcko,2,2,1.0,3,na_h3n2|na_h5n1
na,c1ccc(Nc2nccc(Nc3ccc4c[nH]nc4c3)n2)cc1,murcko,2,2,1.0,3,na_h3n2|na_ph1n1
na,c1ccc(Oc2ccccc2)cc1.c1ccc(Oc2ccccc2)cc1,murcko,2,2,1.0,5,na_h3n2|na_h5n1|na_ph1n1
na,c1ccc2c(c1)CC[C@H]1[C@@H]3CCCC3CC[C@@H]21,murcko,2,2,1.0,2,na_h5n1|na_ph1n1
na,c1nc2c(s1)CCCC2,murcko,2,2,1.0,2,na_h3n2|na_h5n1
na,c1ccc(-c2ccccc2)cc1,murcko,13,1,0.07692307692307693,2,na_h5n1|na_ph1n1
na,c1ccc2c(c1)Sc1ccccc1N2CCCN1CCNCC1,murcko,9,1,0.1111111111111111,2,na_h5n1|na_ph1n1
na,C1CCCC1,murcko,8,1,0.125,1,na_ph1n1
na,c1ccc2c(c1)CC[C@@H]1[C@@H]2CCC2CCC[C@H]21,murcko,8,1,0.125,1,na_h3n2
na,C1CCNC1,murcko,7,1,0.14285714285714285,1,na_h3n2
na,N=C(C(=O)N[C@@H]1C(=O)N2C=CCS[C@H]12)c1cscn1,murcko,7,1,0.14285714285714285,1,na_h3n2
na,O=c1c(-c2ccccc2)coc2ccccc12,murcko,7,1,0.14285714285714285,2,na_h5n1|na_ph1n1
na,C(=C\c1ccccc1)/c1ccccc1,murcko,6,1,0.16666666666666666,1,na_h5n1
na,C1CCNCC1,murcko,6,1,0.16666666666666666,2,na_h3n2|na_ph1n1
na,c1ccc(CC2CCCCC2)cc1,murcko,6,1,0.16666666666666666,2,na_h3n2|na_ph1n1
na,O=C(CCc1ccccc1)c1ccccc1,murcko,5,1,0.2,2,na_h3n2|na_ph1n1
na,O=c1nc[nH]c2c1ncn2[C@H]1CCCO1,murcko,5,1,0.2,3,na_h3n2|na_h5n1|na_ph1n1
na,c1ccc(CCCNCCc2ccccc2)cc1,murcko,5,1,0.2,2,na_h3n2|na_ph1n1
na,C1CC[C@@H](O[C@@H]2CCC[C@H](O[C@@H]3CCCCO3)C2)OC1,murcko,4,1,0.25,2,na_h3n2|na_h5n1
na,C1COCCN1,murcko,4,1,0.25,1,na_h3n2
na,C=C1c2ccccc2CCc2ccccc21,murcko,4,1,0.25,1,na_h5n1
na,O=C(CNCCCc1ccccc1)N1CCCC1,murcko,4,1,0.25,1,na_h5n1
na,O=C1CCCC1,murcko,4,1,0.25,3,na_h3n2|na_h5n1|na_ph1n1
na,O=c1ccc2cc3ccoc3cc2o1,murcko,4,1,0.25,1,na_h5n1
na,c1ccc(/N=N/c2ccccc2)cc1,murcko,4,1,0.25,1,na_ph1n1
na,c1ccc(C2CC2)cc1,murcko,4,1,0.25,2,na_h3n2|na_h5n1
na,c1ccc(C2OCc3ccccc32)cc1,murcko,4,1,0.25,1,na_ph1n1
na,c1ccc(CCCCN2CCC(C(c3ccccc3)c3ccccc3)CC2)cc1,murcko,4,1,0.25,2,na_h3n2|na_h5n1
na,c1ccc(CCNCCOc2ccccc2)cc1,murcko,4,1,0.25,1,na_ph1n1
na,c1ccc(Nc2ncnc3ccc(OCCCN4CCOCC4)cc23)cc1,murcko,4,1,0.25,1,na_h5n1
na,c1cncnc1,murcko,4,1,0.25,1,na_h5n1
na,C1=CC(c2ccccc2)C=CN1.c1ccccc1,murcko,3,1,0.3333333333333333,2,na_h5n1|na_ph1n1
na,C1=C[C@H]2[C@H](O[C@H]3CCCCO3)OC=C[C@H]2C1,murcko,3,1,0.3333333333333333,3,na_h3n2|na_h5n1|na_ph1n1
na,C1CO1,murcko,3,1,0.3333333333333333,1,na_h5n1
na,C1C[C@H]2OCC[C@H]2O1,murcko,3,1,0.3333333333333333,1,na_h3n2
na,O=C(Nc1cccc(-n2ccnc2)c1)c1cccc(Nc2nccc(-c3cccnc3)n2)c1,murcko,3,1,0.3333333333333333,1,na_ph1n1
na,O=C(Nc1ccccc1)C1(C(=O)Nc2ccc(Oc3ccnc4ccccc34)cc2)CC1,murcko,3,1,0.3333333333333333,1,na_h5n1
na,O=C(OCc1cccc(Oc2ccccc2)c1)C1CC1,murcko,3,1,0.3333333333333333,1,na_ph1n1
na,O=C(c1ccccc1)n1ccc2ccccc21,murcko,3,1,0.3333333333333333,1,na_h5n1
na,O=C1C=C2CC[C@@H]3[C@H](CCC4CCC[C@H]43)[C@H]2CC1,murcko,3,1,0.3333333333333333,2,na_h5n1|na_ph1n1
na,O=C1C=CC(=O)c2ccccc21,murcko,3,1,0.3333333333333333,1,na_h5n1
na,O=C1C=CC2C(=C1)CC[C@@H]1C2CCC2C3OCO[C@@H]3C[C@H]21,murcko,3,1,0.3333333333333333,1,na_h5n1
na,O=C1CC=CCCCC[C@@H]2CCCC(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H](/C=C/C2CCCCC2)CCC1,murcko,3,1,0.3333333333333333,1,na_h5n1
na,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,murcko,3,1,0.3333333333333333,2,na_h5n1|na_ph1n1
na,O=C1CCC=CCC(=O)C[C@@H](CCC2CCCCC2)OC(=O)[C@@H]2CCCCN2C(=O)C(=O)C2CCC[C@@H](CC/C=C/C=C/C=C/CCC1)O2,murcko,3,1,0.3333333333333333,1,na_h5n1
na,O=C1CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,murcko,3,1,0.3333333333333333,2,na_h3n2|na_h5n1
na,O=C1C[C@@H](O[C@H]2CCCCO2)C[C@@H](O[C@H]2CCCCO2)CCCCNCCCCO1,murcko,3,1,0.3333333333333333,3,na_h3n2|na_h5n1|na_ph1n1
na,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)ccc2N1,murcko,3,1,0.3333333333333333,1,na_h3n2
na,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2cc(OC(=O)N4CCC(N5CCCCC5)CC4)ccc2nc1-3,murcko,3,1,0.3333333333333333,1,na_ph1n1
na,O=c1cccc[nH]1,murcko,3,1,0.3333333333333333,1,na_h5n1
na,O=c1ccn2c3c(c(N4CCNCC4)ccc13)OCC2,murcko,3,1,0.3333333333333333,1,na_h3n2
na,c1cc(N2CCCCC2)nc[nH+]1,murcko,3,1,0.3333333333333333,1,na_h5n1
na,c1ccc(-c2ccnn2-c2ccccc2)cc1,murcko,3,1,0.3333333333333333,2,na_h3n2|na_ph1n1
na,c1ccc(COc2cncc(-c3cnn(C4CCNCC4)c3)c2)cc1,murcko,3,1,0.3333333333333333,1,na_h5n1
na,c1ccc(Cc2cncnc2)cc1,murcko,3,1,0.3333333333333333,2,na_h3n2|na_h5n1
na,c1ccc(Cn2ccnc2)cc1,murcko,3,1,0.3333333333333333,1,na_ph1n1
na,c1ccc(N2CCN(CCCOc3cccc4ccccc34)CC2)cc1,murcko,3,1,0.3333333333333333,1,na_ph1n1
na,c1ccc(NC2=NCCN2)cc1,murcko,3,1,0.3333333333333333,2,na_h5n1|na_ph1n1
na,c1ccc(Nc2ncnc3cc(O[C@H]4CCOC4)ccc23)cc1,murcko,3,1,0.3333333333333333,1,na_h5n1
na,c1ccc(OCCCCCOc2ccccc2)cc1,murcko,3,1,0.3333333333333333,3,na_h3n2|na_h5n1|na_ph1n1
na,c1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1O2,murcko,3,1,0.3333333333333333,1,na_ph1n1
na,c1ccoc1,murcko,3,1,0.3333333333333333,2,na_h5n1|na_ph1n1
na,c1cn([C@H]2CCCO2)cn1,murcko,3,1,0.3333333333333333,1,na_ph1n1
na,c1nc(-c2cnn(CC3CCCC3)c2)c2cc[nH]c2n1,murcko,3,1,0.3333333333333333,2,na_h3n2|na_ph1n1
na,c1nc(N[C@@H]2CCCNC2)c2cc[nH]c2n1,murcko,3,1,0.3333333333333333,1,na_h3n2
na,c1ncc(C[n+]2ccsc2)cn1,murcko,3,1,0.3333333333333333,1,na_ph1n1
na,c1ncncn1,murcko,3,1,0.3333333333333333,1,na_ph1n1
na,C1=C2CCCCC2[C@H]2CCC3C(c4cccnc4)=CC[C@H]3[C@@H]2C1,murcko,2,1,0.5,2,na_h3n2|na_ph1n1
na,C1=CC2CC[C@@H]3Nc4ccc(C5C[C@@H]6CCCN(CCc7c5[nH]c5ccccc75)C6)cc4[C@@]34CCN(C1)[C@@H]24,murcko,2,1,0.5,2,na_h3n2|na_h5n1
na,C1=CC2CC[C@@H]3Nc4ccc(C5C[C@H]6CCCN(CCc7c5[nH]c5ccccc75)C6)cc4[C@@]34CCN(C1)[C@@H]24,murcko,2,1,0.5,1,na_ph1n1
na,C1CC[C@@H](O[C@H]2CCC[C@H](O[C@@H]3CCCCO3)C2)OC1,murcko,2,1,0.5,1,na_h3n2
na,C1C[C@@H]2CCC3OO[C@@]24[C@@H](C1)CCO[C@@H]4O3,murcko,2,1,0.5,2,na_h3n2|na_h5n1
na,C=C1c2ccccc2COc2ccccc21,murcko,2,1,0.5,3,na_h3n2|na_h5n1|na_ph1n1
na,C=C1c2ccccc2Sc2ccccc21,murcko,2,1,0.5,2,na_h3n2|na_h5n1
na,O=C(C1CC1)C(c1ccccc1)N1CCc2sccc2C1,murcko,2,1,0.5,2,na_h3n2|na_ph1n1
na,O=C(C1CCCO1)N1CCN(c2ncc3ccccc3n2)CC1,murcko,2,1,0.5,3,na_h3n2|na_h5n1|na_ph1n1
na,O=C(C1COc2ccccc2O1)N1CCN(c2ncc3ccccc3n2)CC1,murcko,2,1,0.5,1,na_ph1n1
na,O=C(CCN1CCCCC1)c1ccccc1,murcko,2,1,0.5,1,na_h3n2
na,O=C(CNS(=O)(=O)c1cccc2c1NCCC2)N1CCCCC1,murcko,2,1,0.5,1,na_h3n2
na,O=C(Cc1ccccc1)OC1CC2CCC(C1)N2,murcko,2,1,0.5,1,na_h3n2
na,O=C(NCC1CN(Cc2ccccc2)CCO1)c1ccccc1,murcko,2,1,0.5,2,na_h5n1|na_ph1n1
na,O=C(NCc1ccccc1)c1cc(=O)[nH]c(CNC(=O)c2nnco2)n1,murcko,2,1,0.5,3,na_h3n2|na_h5n1|na_ph1n1
na,O=C(N[C@@H]1C(=O)N2CCS[C@H]12)[C@H](NC(=O)N1CCNC1=O)c1ccccc1,murcko,2,1,0.5,2,na_h3n2|na_h5n1
na,O=C(N[C@H](CCNS(=O)(=O)c1ccccc1)Cc1ccccc1)O[C@H]1CCOC1,murcko,2,1,0.5,2,na_h5n1|na_ph1n1
na,O=C(N[C@H](CCNS(=O)(=O)c1ccccc1)Cc1ccccc1)O[C@H]1CO[C@H]2OCC[C@H]21,murcko,2,1,0.5,2,na_h3n2|na_h5n1
na,O=C(OC1CCC[NH2+]C1)C(c1ccccc1)c1ccccc1,murcko,2,1,0.5,1,na_h5n1
na,O=C(OCCNCc1ccccc1)C1=CNC=CC1c1ccccc1,murcko,2,1,0.5,3,na_h3n2|na_h5n1|na_ph1n1
na,O=C(O[C@H]1CC[C@H]2C[C@@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2C1)c1ccccc1,murcko,2,1,0.5,1,na_h5n1
na,O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,murcko,2,1,0.5,2,na_h3n2|na_h5n1
na,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccccc2)sc2ccccc12,murcko,2,1,0.5,1,na_h5n1
na,O=C(c1ccccc1)c1ccc2n1CCC2,murcko,2,1,0.5,2,na_h3n2|na_ph1n1
na,O=C(c1ccccc1)c1ccc[nH]1,murcko,2,1,0.5,1,na_h3n2
na,O=C(c1ccco1)N1CCN(c2ncc3ccccc3n2)CC1,murcko,2,1,0.5,1,na_h5n1
na,O=C1C=C2CC[C@@H]3C(=C2CC1)[C@@H](c1ccccc1)CC1CCC[C@H]13,murcko,2,1,0.5,1,na_h3n2
na,O=C1C=C2CC[C@H]3[C@@H]4CCCC4CC(=O)[C@@H]3C2CC1,murcko,2,1,0.5,1,na_h3n2
na,O=C1C=CC(=O)C=C1,murcko,2,1,0.5,3,na_h3n2|na_h5n1|na_ph1n1
na,O=C1C=CC2C(=C1)CC[C@@H]1[C@@H]2CCC2C3OCO[C@@H]3C[C@H]21,murcko,2,1,0.5,1,na_ph1n1
na,O=C1C=CC2C(=C1)CC[C@H]1[C@@H]3CCCC3CC(=O)[C@H]21,murcko,2,1,0.5,1,na_h3n2
na,O=C1CCCN1,murcko,2,1,0.5,1,na_h5n1
na,O=C1CCCNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,murcko,2,1,0.5,2,na_h3n2|na_ph1n1
na,O=C1CCC[C@@H](CC[C@H]2CC=CC3=CCCC[C@@H]32)O1,murcko,2,1,0.5,2,na_h3n2|na_ph1n1
na,O=C1CCON1,murcko,2,1,0.5,3,na_h3n2|na_h5n1|na_ph1n1
na,O=C1CC[C@@H]2C1CC[C@@H]1c3ccccc3CC[C@H]12,murcko,2,1,0.5,2,na_h3n2|na_h5n1
na,O=C1CCc2ccc(OCCCCN3CCN(c4ccccc4)CC3)cc2N1,murcko,2,1,0.5,1,na_h5n1
na,O=C1CCc2ccc(cc2)Oc2cc3cc(c2O[C@@H]2OCCC[C@H]2O[C@H]2CCCCO2)Oc2ccc(cc2)C[C@@H]2NC(=O)[C@H](NC(=O)[C@@H]3NC(=O)CN1)c1cccc(c1)-c1ccccc1CNC2=O,murcko,2,1,0.5,1,na_h3n2
na,O=C1CN(c2ccccc2)C(=S)N1c1ccccc1,murcko,2,1,0.5,1,na_h5n1
na,O=C1CN2Cc3ccccc3NC2=N1,murcko,2,1,0.5,2,na_h3n2|na_ph1n1
na,O=C1C[C@@H]2N1CCS2(=O)=O,murcko,2,1,0.5,1,na_h5n1
na,O=C1NC(=O)C(Cc2ccc(OCCc3ccccn3)cc2)S1,murcko,2,1,0.5,1,na_ph1n1
na,O=C1NCC(CCN2CCOCC2)C1(c1ccccc1)c1ccccc1,murcko,2,1,0.5,2,na_h3n2|na_h5n1
na,O=C1NCCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C=C(CSc4nnn[nH]4)CS[C@H]23)c2ccccc2)C1=O,murcko,2,1,0.5,1,na_h5n1
na,O=C1c2ccccc2C(=O)C1c1ccccc1,murcko,2,1,0.5,2,na_h3n2|na_h5n1
na,O=C1c2ccccc2CC1CC1CCN(Cc2ccccc2)CC1,murcko,2,1,0.5,3,na_h3n2|na_h5n1|na_ph1n1
na,O=C[C@H](O)[C@@H](O)[C@H](O)CO,acyclic,2,1,0.5,1,na_ph1n1
na,O=S(=O)(Cc1ccc2[nH]ccc2c1)N1CCCC1,murcko,2,1,0.5,2,na_h3n2|na_ph1n1
na,O=S(=O)(Nc1cccc(-c2ncsc2-c2ccncn2)c1)c1ccccc1,murcko,2,1,0.5,1,na_h3n2
na,O=S(=O)(Nc1ccncn1)c1ccccc1,murcko,2,1,0.5,2,na_h3n2|na_h5n1
na,O=S(=O)(Nc1ccno1)c1ccccc1,murcko,2,1,0.5,2,na_h5n1|na_ph1n1
na,O=S(=O)(Nc1nncs1)c1ccccc1,murcko,2,1,0.5,2,na_h3n2|na_h5n1
na,O=[PH]1NCCCO1,murcko,2,1,0.5,2,na_h5n1|na_ph1n1
na,O=c1[nH]nnc2cncn12,murcko,2,1,0.5,1,na_h5n1
na,O=c1c2ccccc2c(Cc2ccccc2)nn1C1CCCNCC1,murcko,2,1,0.5,1,na_h5n1
na,O=c1cc[nH]c2ncccc12,murcko,2,1,0.5,1,na_h5n1
na,O=c1ccc(-c2ccncc2)c[nH]1,murcko,2,1,0.5,1,na_h3n2
na,O=c1ccc2c(CCNC3Cc4ccccc4C3)cccc2[nH]1,murcko,2,1,0.5,2,na_h3n2|na_h5n1
na,O=c1ccn(C2CC2)c2cc(N3C[C@@H]4CCCN[C@@H]4C3)ccc12,murcko,2,1,0.5,1,na_h5n1
na,O=c1ccn([C@@H]2CCCO2)c(=O)[nH]1,murcko,2,1,0.5,2,na_h3n2|na_ph1n1
na,O=c1nc[nH]c2c1NC(CNc1ccccc1)CN2,murcko,2,1,0.5,1,na_h3n2
na,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,acyclic,2,1,0.5,1,na_h3n2
na,c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1,murcko,2,1,0.5,2,na_h5n1|na_ph1n1
na,c1ccc(-c2c[nH]c3ccccc23)cc1,murcko,2,1,0.5,2,na_h3n2|na_h5n1
