target_class,murcko_scaffold,scaffold_type,scaffold_library_count,scaffold_assayed_count,scaffold_assayed_fraction,n_assays,assayed_targets
fasn,O=C1C[C@@H](O[C@H]2CCCCO2)C[C@@H](O[C@H]2CCCCO2)CCCCNCCCCO1,murcko,3,1,0.3333333333333333,1,fasn
fasn,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)ccc2N1,murcko,3,1,0.3333333333333333,1,fasn
fasn,O=C1NC(=O)C(Cc2ccc(OCCNc3ccccn3)cc2)S1,murcko,3,1,0.3333333333333333,1,fasn
fasn,c1ccc(C(c2ccccc2)c2ccccn2)cc1,murcko,3,1,0.3333333333333333,1,fasn
fasn,c1ccc(COc2cncc(-c3cnn(C4CCNCC4)c3)c2)cc1,murcko,3,1,0.3333333333333333,1,fasn
fasn,c1ccc(Cn2ncc3ccccc32)cc1,murcko,3,1,0.3333333333333333,1,fasn
fasn,c1ccc(OCCCCCOc2ccccc2)cc1,murcko,3,1,0.3333333333333333,1,fasn
fasn,c1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,murcko,3,1,0.3333333333333333,1,fasn
fasn,c1cnccn1,murcko,3,1,0.3333333333333333,1,fasn
fasn,c1nc(-c2cnn(CC3CCCC3)c2)c2cc[nH]c2n1,murcko,3,1,0.3333333333333333,1,fasn
fasn,C(=C/c1cncn1Cc1ccccc1)/Cc1cccs1,murcko,2,1,0.5,1,fasn
fasn,C1=CC2CC[C@@H]3Nc4ccc(C5C[C@@H]6CCCN(CCc7c5[nH]c5ccccc75)C6)cc4[C@@]34CCN(C1)[C@@H]24,murcko,2,1,0.5,1,fasn
fasn,C=C1c2ccccc2COc2ccccc21,murcko,2,1,0.5,1,fasn
fasn,C=C1c2ccccc2Sc2ccccc21,murcko,2,1,0.5,1,fasn
fasn,O=C(C1CCCO1)N1CCN(c2ncc3ccccc3n2)CC1,murcko,2,1,0.5,1,fasn
fasn,O=C(CNCCCc1ccccc1)N1CCc2ccccc2C1,murcko,2,1,0.5,1,fasn
fasn,O=C(CNS(=O)(=O)c1cccc2c1NCCC2)N1CCCCC1,murcko,2,1,0.5,1,fasn
fasn,O=C(NCC1CN(Cc2ccccc2)CCO1)c1ccccc1,murcko,2,1,0.5,1,fasn
fasn,O=C(NCCCNc1ncc2ccccc2n1)C1CCCO1,murcko,2,1,0.5,1,fasn
fasn,O=C(N[C@H](CCNS(=O)(=O)c1ccccc1)Cc1ccccc1)O[C@H]1CCOC1,murcko,2,1,0.5,1,fasn
fasn,O=C(N[C@H](CCNS(=O)(=O)c1ccccc1)Cc1ccccc1)O[C@H]1CO[C@H]2OCC[C@H]21,murcko,2,1,0.5,1,fasn
fasn,O=C(Nc1ccc(Cc2ccccc2)cc1)c1ccccc1,murcko,2,1,0.5,1,fasn
fasn,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccc(CN2CCNCC2)cc1,murcko,2,1,0.5,1,fasn
fasn,O=C(Nc1ccccn1)C1=Cc2sccc2S(=O)(=O)N1,murcko,2,1,0.5,1,fasn
fasn,O=C(OC1CCC[NH2+]C1)C(c1ccccc1)c1ccccc1,murcko,2,1,0.5,1,fasn
fasn,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccccc2)sc2ccccc12,murcko,2,1,0.5,1,fasn
fasn,O=C(c1ccccc1)c1ccc[nH]1,murcko,2,1,0.5,1,fasn
fasn,O=C(c1ccco1)N1CCN(c2ncc3ccccc3n2)CC1,murcko,2,1,0.5,1,fasn
fasn,O=C1C=CC(=O)C=C1,murcko,2,1,0.5,1,fasn
fasn,O=C1C=CC2C(=C1)CC[C@@H]1C2CCC2C(OC(=O)c3ccco3)CC[C@H]21,murcko,2,1,0.5,1,fasn
fasn,O=C1C=CC2C(=C1)CC[C@H]1[C@@H]3CCCC3CC(=O)[C@H]21,murcko,2,1,0.5,1,fasn
fasn,O=C1CCCN1,murcko,2,1,0.5,1,fasn
fasn,O=C1CCCNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,murcko,2,1,0.5,1,fasn
fasn,O=C1C[C@H](c2ccccc2)Sc2ccccc2N1,murcko,2,1,0.5,1,fasn
fasn,O=C1NCC(CCN2CCOCC2)C1(c1ccccc1)c1ccccc1,murcko,2,1,0.5,1,fasn
fasn,O=C1Nc2ccccc2/C1=C/c1ccc[nH]1,murcko,2,1,0.5,1,fasn
fasn,O=C1c2c([nH]c3ccccc23)CCC1Cn1ccnc1,murcko,2,1,0.5,1,fasn
fasn,O=C1c2ccccc2C(=O)c2ccccc21,murcko,2,1,0.5,1,fasn
fasn,O=S(=O)(Cc1ccc2[nH]ccc2c1)N1CCCC1,murcko,2,1,0.5,1,fasn
fasn,O=S(=O)(Nc1nncs1)c1ccccc1,murcko,2,1,0.5,1,fasn
fasn,O=[PH]1NCCCO1,murcko,2,1,0.5,1,fasn
fasn,O=c1[nH]nnc2cncn12,murcko,2,1,0.5,1,fasn
fasn,O=c1cccc(C2CCCCC2)[nH]1,murcko,2,1,0.5,1,fasn
fasn,O=c1ccn(C2CC2)c2cc(N3CCCC3)ccc12,murcko,2,1,0.5,1,fasn
fasn,O=c1ccn([C@@H]2CCCO2)c(=O)[nH]1,murcko,2,1,0.5,1,fasn
fasn,O=c1n(CCCN2CCN(c3ccccc3)CC2)nc2ccccn12,murcko,2,1,0.5,1,fasn
fasn,O=c1nc[nH]c2c1NC(CNc1ccccc1)CN2,murcko,2,1,0.5,1,fasn
fasn,O=c1ncccn1[C@@H]1CSCO1,murcko,2,1,0.5,1,fasn
fasn,O=c1ncncn1[C@H]1CCCO1,murcko,2,1,0.5,1,fasn
fasn,c1ccc(-c2cnc3ncncc3n2)cc1,murcko,2,1,0.5,1,fasn
fasn,c1ccc(C(Cn2ccnc2)OCc2csc3ccccc23)cc1,murcko,2,1,0.5,1,fasn
fasn,c1ccc(C(Cn2cncn2)Cn2cncn2)cc1,murcko,2,1,0.5,1,fasn
fasn,c1ccc(C(OCC[C@H]2CCCN2)c2ccccc2)cc1,murcko,2,1,0.5,1,fasn
fasn,c1ccc(CCCCNCc2ccc(-c3ccccn3)cc2)cc1,murcko,2,1,0.5,1,fasn
fasn,c1ccc(CCCNCc2cccc3ccccc23)cc1,murcko,2,1,0.5,1,fasn
fasn,c1ccc(COc2ccc(Nc3ncnc4ccc(-c5ccco5)cc34)cc2)cc1,murcko,2,1,0.5,1,fasn
fasn,c1ccc(COc2ccc(Nc3ncnc4ccc(-c5ccco5)cc34)cc2)cc1.c1ccccc1.c1ccccc1,murcko,2,1,0.5,1,fasn
fasn,c1ccc(N(CC2=NCCN2)c2ccccc2)cc1,murcko,2,1,0.5,1,fasn
fasn,c1ccc(Nc2ccccn2)cc1,murcko,2,1,0.5,1,fasn
fasn,c1ccc(OCC2=NCCN2)cc1,murcko,2,1,0.5,1,fasn
fasn,c1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,murcko,2,1,0.5,1,fasn
fasn,c1ccc2c(c1)CC[C@H]1[C@@H]3CCCC3CC[C@@H]21,murcko,2,1,0.5,1,fasn
fasn,c1ccc2c(c1)Oc1ccccc1[C@@H]1CNC[C@@H]21,murcko,2,1,0.5,1,fasn
fasn,C(=C\c1ccc2ccccc2n1)/c1cccc([C@@H](CCc2ccccc2)SCC2CC2)c1,murcko,1,1,1.0,1,fasn
fasn,C(=C\c1ccccc1)/CN1CCN(C(c2ccccc2)c2ccccc2)CC1,murcko,1,1,1.0,1,fasn
fasn,C(=C\c1n[nH]c2cc(Sc3ccccc3)ccc12)/c1ccccn1,murcko,1,1,1.0,1,fasn
fasn,C.CS(=O)(=O)[O-].CS(=O)(=O)[O-].CS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+],acyclic,1,1,1.0,1,fasn
fasn,C1=C(/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C2=CCCCC2)CCCC1,murcko,1,1,1.0,1,fasn
fasn,C1=CC2=CCCC[C@@H]2CC1,murcko,1,1,1.0,1,fasn
fasn,C1=COCCC1,murcko,1,1,1.0,1,fasn
fasn,C1=CO[C@H](O[C@@H]2CCC[C@H](O[C@@H]3CCCCO3)C2)CC1.C1=CO[C@H](O[C@@H]2CCC[C@H](O[C@@H]3CCCCO3)C2)CC1,murcko,1,1,1.0,1,fasn
fasn,C1CC[C@@H]2NCC[C@@H]2C1,murcko,1,1,1.0,1,fasn
fasn,C1CN2CCC1CC2,murcko,1,1,1.0,1,fasn
fasn,C1N2CN3CN1CN(C2)C3,murcko,1,1,1.0,1,fasn
fasn,C=C(c1ccccc1)c1ccc2c(c1)CCCC2,murcko,1,1,1.0,1,fasn
fasn,C=C1C=[NH+]c2ccccc2N1,murcko,1,1,1.0,1,fasn
fasn,CC(S)C(=O)NCC(=O)O,acyclic,1,1,1.0,1,fasn
fasn,CCCC(=O)[O][Na],acyclic,1,1,1.0,1,fasn
fasn,CCCC(CCC)C(=O)O.CCCC(CCC)C(=O)[O-].[Na+],acyclic,1,1,1.0,1,fasn
fasn,CNC(=O)CN(CCN(CCN(CC(=O)[O-])CC(=O)NC)CC(=O)[O-])CC(=O)[O-].O.[Gd+3],acyclic,1,1,1.0,1,fasn
fasn,CS(=O)(=O)OCCCCOS(C)(=O)=O,acyclic,1,1,1.0,1,fasn
fasn,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C.[Br-].[Br-],acyclic,1,1,1.0,1,fasn
fasn,C[N+](C)(C)CCO.[Cl-],acyclic,1,1,1.0,1,fasn
fasn,C[N+](C)(C)CCOC(N)=O.[Cl-],acyclic,1,1,1.0,1,fasn
fasn,C[N+](C)(C)C[C@@H](O)CC(=O)[O-],acyclic,1,1,1.0,1,fasn
fasn,Cl.Cl.Cl.Cl.Cl.NCCNCCNCCNCCN,acyclic,1,1,1.0,1,fasn
fasn,Cl.N=C(N)NCCC[C@@H](N)C(=O)O,acyclic,1,1,1.0,1,fasn
fasn,Cl.NCC(=O)CCC(=O)O,acyclic,1,1,1.0,1,fasn
fasn,N=C(C(=O)N[C@@H]1C(=O)N2C=C(/C=C\c3cncs3)CS[C@H]12)c1cscn1,murcko,1,1,1.0,1,fasn
fasn,N=C1CCCCOC(=O)C[C@H](O[C@H]2CCCCO2)C[C@@H](O[C@H]2CCCCO2)CCC1,murcko,1,1,1.0,1,fasn
fasn,NC(=O)CC[C@H](N)C(=O)O,acyclic,1,1,1.0,1,fasn
fasn,NC(=O)NO,acyclic,1,1,1.0,1,fasn
fasn,N[C@@H](CSCCCO)C(=O)O,acyclic,1,1,1.0,1,fasn
fasn,O.O.O.O.O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],acyclic,1,1,1.0,1,fasn
fasn,O=C(/C=C/c1ccccc1)Nc1ccccc1,murcko,1,1,1.0,1,fasn
fasn,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccccc1,murcko,1,1,1.0,1,fasn
fasn,O=C(CC[NH+]1CCc2ccccc2[C@H]1Cc1ccccc1)OCCCCCOC(=O)CC[NH+]1CCc2ccccc2[C@H]1Cc1ccccc1.c1ccccc1.c1ccccc1,murcko,1,1,1.0,1,fasn
fasn,O=C(CNC12CC3CC(CC(C3)C1)C2)N1CCCC1,murcko,1,1,1.0,1,fasn
fasn,O=C(CS(=O)Cc1ccco1)NC/C=C\COc1cc(CN2CCCCC2)ccn1,murcko,1,1,1.0,1,fasn
fasn,O=C(C[C@]12CC3C[C@H](C[C@H](C3)C1)C2)N1CC[C@@H]2C[C@@H]21,murcko,1,1,1.0,1,fasn
fasn,O=C(Cc1ccccc1)OC1C[C@H]2CC[C@H](C1)N2,murcko,1,1,1.0,1,fasn
fasn,O=C(Cc1ccccc1)O[C@H]1C[C@@H]2N[C@H](C1)[C@H]1O[C@H]12,murcko,1,1,1.0,1,fasn
fasn,O=C(Cc1cscn1)Nc1ccc(CCNCCc2ccccc2)cc1,murcko,1,1,1.0,1,fasn
fasn,O=C(N/N=C/c1ccco1)c1ccccc1,murcko,1,1,1.0,1,fasn
fasn,O=C(NC1CCCCC1)NS(=O)(=O)c1ccc(CCN2C(=O)Cc3ccccc3C2=O)cc1,murcko,1,1,1.0,1,fasn
fasn,O=C(NCc1cscn1)N[C@@H](CCN1CCOCC1)C(=O)N[C@H](CC[C@H](Cc1ccccc1)NC(=O)OCc1cncs1)Cc1ccccc1,murcko,1,1,1.0,1,fasn
fasn,O=C(NN1CCc2ccccc21)c1ccccc1,murcko,1,1,1.0,1,fasn
fasn,O=C(N[C@@H](CCN1[C@@H]2CC[C@H]1C[C@@H](n1cnnc1)C2)c1ccccc1)C1CCCCC1,murcko,1,1,1.0,1,fasn
fasn,O=C(Nc1c[nH]n(-c2ccccc2)c1=O)c1cccnc1,murcko,1,1,1.0,1,fasn
fasn,O=C(Nc1ccc(C2CCCC2)cc1)c1cccnc1NCc1ccncc1,murcko,1,1,1.0,1,fasn
fasn,O=C(Nc1ccc(CN2CCNCC2)cc1)c1cccc(C#Cc2cnc3cccnn23)c1,murcko,1,1,1.0,1,fasn
fasn,O=C(Nc1ccc2[nH]cc(Cc3ccc(C(=O)NS(=O)(=O)c4ccccc4)cc3)c2c1)OC1CCCC1,murcko,1,1,1.0,1,fasn
fasn,O=C(Nc1ccccc1)c1c[nH]c(-c2ccccc2)c1-c1ccccc1.O=C(Nc1ccccc1)c1c[nH]c(-c2ccccc2)c1-c1ccccc1,murcko,1,1,1.0,1,fasn
fasn,O=C(Nc1ccccc1)c1cnoc1,murcko,1,1,1.0,1,fasn
fasn,O=C(Nc1ccncc1)c1cccc(OCC2CC2)c1,murcko,1,1,1.0,1,fasn
fasn,O=C(OCCN1CCCCC1)c1cccc2c(=O)cc(-c3ccccc3)oc12,murcko,1,1,1.0,1,fasn
fasn,O=C(OCCN1CCN(C(c2ccccc2)c2ccccc2)CC1)C1=CNC=CC1c1ccccc1,murcko,1,1,1.0,1,fasn
fasn,O=C(O[C@@H]1C2CCC=C(CC(=O)C3CC[C@H]4OCC4[C@H]31)C2)c1ccccc1,murcko,1,1,1.0,1,fasn
fasn,O=C(O[C@@H]1CCCN(Cc2ccccc2)C1)C1=CNC=C[C@H]1c1ccccc1,murcko,1,1,1.0,1,fasn
fasn,O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(c1cccs1)c1cccs1,murcko,1,1,1.0,1,fasn
fasn,O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Na+],acyclic,1,1,1.0,1,fasn
fasn,O=C1C=C2C(CC1)[C@H]1CCC3[C@@H]([C@@H]4C[C@@H]4[C@@]34CCC(=O)O4)[C@@H]1[C@H]1C[C@@H]21,murcko,1,1,1.0,1,fasn
fasn,O=C1C=C2C=C[C@H]3[C@@H]4CCCC4CC[C@H]3C2CC1,murcko,1,1,1.0,1,fasn
fasn,O=C1C=C2CC[C@@H]3[C@@H](CCC4CCC[C@H]43)[C@H]2CC1,murcko,1,1,1.0,1,fasn
fasn,O=C1C=CCO1,murcko,1,1,1.0,1,fasn
fasn,O=C1CC23CC[C@H]4OC(=O)[C@]5(O[C@@H]2O1)C1CC(=O)O[C@H]1CC435,murcko,1,1,1.0,1,fasn
fasn,O=C1CC=NN1c1ccccc1,murcko,1,1,1.0,1,fasn
fasn,O=C1CCC(c2ccccc2)=NN1,murcko,1,1,1.0,1,fasn
fasn,O=C1CCC(c2ccccc2)C(=O)N1,murcko,1,1,1.0,1,fasn
fasn,O=C1CCCCN1c1ccc(N2CCc3cnn(-c4ccccc4)c3C2=O)cc1,murcko,1,1,1.0,1,fasn
fasn,O=C1CCO1,murcko,1,1,1.0,1,fasn
fasn,O=C1CNC(=O)N1,murcko,1,1,1.0,1,fasn
fasn,O=C1C[C@@H](O[C@H]2CCCCO2)C[C@@H](O[C@H]2CCCCO2)CCC[C@H]2C[C@H](CCO1)OCN2,murcko,1,1,1.0,1,fasn
fasn,O=C1Cc2ccccc2CCN1CCCNC[C@H]1Cc2ccccc21,murcko,1,1,1.0,1,fasn
fasn,O=C1NCNC(=O)C1c1ccccc1,murcko,1,1,1.0,1,fasn
fasn,O=C1Nc2ccccc2CC[C@@H]1NCCCc1ccccc1,murcko,1,1,1.0,1,fasn
fasn,O=C1Nc2cccnc2N(C2CC2)c2ncccc21,murcko,1,1,1.0,1,fasn
fasn,O=C1OCCN1c1ccc(N2CCOCC2)cc1,murcko,1,1,1.0,1,fasn
fasn,O=C1OC[C@H]2[C@H]1[C@H](c1ccccc1)c1cc3c(cc1[C@H]2O[C@H]1CC[C@@H]2O[C@H](c4cccs4)OC[C@H]2O1)OCO3,murcko,1,1,1.0,1,fasn
fasn,O=C1[C@@H](NOc2cccc3ccccc23)[C@H]2SCCN12,murcko,1,1,1.0,1,fasn
fasn,O=C1[C@H](CCCc2ccccc2)[C@@H](c2ccccc2)N1c1ccccc1,murcko,1,1,1.0,1,fasn
fasn,O=S(=O)(Nc1ccccn1)c1ccccc1,murcko,1,1,1.0,1,fasn
fasn,O=S(=O)(Nc1nccs1)c1ccccc1,murcko,1,1,1.0,1,fasn
fasn,O=S1(=O)CCCc2ccsc21,murcko,1,1,1.0,1,fasn
fasn,O=S1(=O)NCCc2ccsc21,murcko,1,1,1.0,1,fasn
fasn,O=c1[nH]ncn1-c1ccc(N2CCN(c3ccc(OC[C@@H]4CO[C@@](Cn5cncn5)(c5ccccc5)C4)cc3)CC2)cc1,murcko,1,1,1.0,1,fasn
fasn,O=c1cc[nH]c(=S)[nH]1,murcko,1,1,1.0,1,fasn
fasn,O=c1cc[nH]c2nc(N3CCCC3)ncc12,murcko,1,1,1.0,1,fasn
fasn,O=c1cc[nH]cc1,murcko,1,1,1.0,1,fasn
fasn,O=c1ccn(C2CC2)c2cc(N3C[C@@H]4C[C@H]3CN4)ccc12,murcko,1,1,1.0,1,fasn
fasn,O=c1ccnc[nH]1,murcko,1,1,1.0,1,fasn
fasn,O=c1nc[nH]c2c1N[C@@H](CNc1ccccc1)CN2,murcko,1,1,1.0,1,fasn
fasn,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,acyclic,1,1,1.0,1,fasn
fasn,S=c1[nH]cc[nH]1,murcko,1,1,1.0,1,fasn
fasn,c1ccc(-c2ccc3ccccc3n2)cc1,murcko,1,1,1.0,1,fasn
fasn,c1ccc(-c2ccccc2-c2nnn[nH]2)cc1,murcko,1,1,1.0,1,fasn
fasn,c1ccc(-c2ccncn2)cc1.c1ccc(-c2ccncn2)cc1,murcko,1,1,1.0,1,fasn
fasn,c1ccc(-c2cncnn2)cc1,murcko,1,1,1.0,1,fasn
fasn,c1ccc(-c2nccs2)cc1,murcko,1,1,1.0,1,fasn
fasn,c1ccc(-c2ncoc2-c2ccccc2)cc1,murcko,1,1,1.0,1,fasn
fasn,c1ccc(C(CCN2CCCCC2)c2ccccc2)cc1,murcko,1,1,1.0,1,fasn
fasn,c1ccc(C(COc2ncccn2)c2ccccc2)cc1,murcko,1,1,1.0,1,fasn
fasn,c1ccc(C(O[C@H]2C[C@H]3CC[C@@H](C2)N3)c2ccccc2)cc1,murcko,1,1,1.0,1,fasn
fasn,c1ccc(C(c2ccccc2)(c2ccccc2)n2ccnc2)cc1,murcko,1,1,1.0,1,fasn
fasn,c1ccc(C2CCCCNC2)cc1,murcko,1,1,1.0,1,fasn
fasn,c1ccc(C2CNCc3ccccc32)cc1,murcko,1,1,1.0,1,fasn
fasn,c1ccc(CCCN2CCOCC2)cc1,murcko,1,1,1.0,1,fasn
fasn,c1ccc(CCCNCCCc2ccccc2)cc1,murcko,1,1,1.0,1,fasn
fasn,c1ccc(CCNCCc2ccccc2)cc1.c1ccc(CCNCCc2ccccc2)cc1,murcko,1,1,1.0,1,fasn
fasn,c1ccc(CN2CCCCC2)cc1,murcko,1,1,1.0,1,fasn
fasn,c1ccc(CNCCOc2ccccc2)cc1,murcko,1,1,1.0,1,fasn
fasn,c1ccc(CNc2ncccn2)cc1,murcko,1,1,1.0,1,fasn
fasn,c1ccc(CS2=[O]->[Mg+2]3(<-[O]=S(Cc4ccccn4)c4[n-]c5ccccc5[n]->34)<-[n]3c2[n-]c2ccccc23)nc1,murcko,1,1,1.0,1,fasn
fasn,c1ccc(CSC(Cn2ccnc2)c2ccccc2)cc1,murcko,1,1,1.0,1,fasn
fasn,c1ccc(Cn2cncn2)cc1,murcko,1,1,1.0,1,fasn
fasn,c1ccc(NCc2cccs2)nc1,murcko,1,1,1.0,1,fasn
fasn,c1ccc(Nc2ccncc2)cc1,murcko,1,1,1.0,1,fasn
fasn,c1ccc(Oc2ccc(-c3nn([C@@H]4CCCNC4)c4ncncc34)cc2)cc1,murcko,1,1,1.0,1,fasn
fasn,c1ccc(Oc2ccc3[nH]cnc3c2)cc1,murcko,1,1,1.0,1,fasn
fasn,c1ccc([C@@H]2C[C@H]2Nc2ncnc3c2nnn3C2CCCC2)cc1,murcko,1,1,1.0,1,fasn
fasn,c1ccc([C@H]2CN3CCSC3=N2)cc1,murcko,1,1,1.0,1,fasn
fasn,c1ccc2c(c1)CCC(CCNCCC1CCc3ccccc3O1)O2,murcko,1,1,1.0,1,fasn
fasn,c1ccc2c(c1)CCN[C@@H]2C[C@@H]1CCN2CCc3ccccc3[C@@H]2C1,murcko,1,1,1.0,1,fasn
fasn,c1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1N2,murcko,1,1,1.0,1,fasn
