target_class,id,smiles,source,assayed_any,n_assays,n_assayed_targets,assayed_targets,assay_rounds,label_pkd_mean,label_pkd_max,label_pkd_min,murcko_scaffold,scaffold_type,scaffold_library_count,scaffold_assayed_count,umap_x,umap_y,assay_plot_group
na,Z4916211724,Cc1ncc(CO)c([C@H]2[NH2+][C@@H](C(=O)[O-])Cc3[nH]cnc32)c1O,Enamine,False,0,0,,,,,,c1cc([C@H]2[NH2+]CCc3[nH]cnc32)ccn1,murcko,1,0,11.716788291931152,4.295092582702637,Unassayed
na,Z6956367171,C[C@@H](O)C[N@H+]1C[C@@]2(CN(C(=O)c3cc[nH]c(=O)c3)CC(C)(C)O2)C1,Enamine,False,0,0,,,,,,O=C(c1cc[nH]c(=O)c1)N1CCOC2(C[NH2+]C2)C1,murcko,1,0,11.367389678955078,1.5327008962631226,Unassayed
na,Z4587692342,CC[C@H](N)C[N@@H+](C)C[C@H](O)c1cccc(O)c1,Enamine,False,0,0,,,,,,c1ccccc1,murcko,224,69,10.065882682800293,5.422557353973389,Unassayed
na,Z1757227902,CNC(=O)NCC(=O)N1CC[C@H](Oc2ccc[nH+]c2N(C)C)C1,Enamine,False,0,0,,,,,,c1c[nH+]cc(O[C@H]2CCNC2)c1,murcko,1,0,11.73570728302002,1.231528401374817,Unassayed
na,Z7255731761,[NH3+]Cc1cc(C(=O)N2CCNC[C@@H](O)C2)no1,Enamine,False,0,0,,,,,,O=C(c1ccon1)N1CCCNCC1,murcko,1,0,11.955799102783203,1.0562771558761597,Unassayed
na,Z7158456691,C[C@H]1COCC[N@@H+]1CCOc1cccc(B(O)O)c1C=O,Enamine,False,0,0,,,,,,c1ccc(OCC[NH+]2CCOCC2)cc1,murcko,3,0,9.94411849975586,1.9302717447280884,Unassayed
na,Z4185520948,CCc1cc(C(=O)NC[C@]23CCCN(C(=O)C[NH+](C)C)[C@H]2C3)[nH]n1,Enamine,False,0,0,,,,,,O=C(NC[C@]12CCCN[C@H]1C2)c1ccn[nH]1,murcko,1,0,11.833464622497559,0.905707836151123,Unassayed
na,Z5373911585,Cc1ccc(C(=O)[NH+]=C(N)N)cc1Oc1cc[nH+]cc1,Enamine,False,0,0,,,,,,c1ccc(Oc2cc[nH+]cc2)cc1,murcko,1,0,11.2911958694458,2.586576223373413,Unassayed
na,Z8185367231,Nc1nc(CCNC(=O)[C@@H]2CC[C@@H]3CCCC[N@@H+]32)cc(=O)[nH]1,Enamine,False,0,0,,,,,,O=C(NCCc1cc(=O)[nH]cn1)[C@@H]1CC[C@@H]2CCCC[N@@H+]21,murcko,1,0,11.521427154541016,1.3192718029022217,Unassayed
na,Z2044042826,C#C[C@@H](NC(=O)NCc1ccc(O[C@H]2CC[N@@H+](C)CC2)cc1)C(C)C,Enamine,False,0,0,,,,,,c1ccc(OC2CC[NH2+]CC2)cc1,murcko,2,0,11.113974571228027,2.1656973361968994,Unassayed
na,Z3099175868,O=C(NCCc1ccc2c(c1)CCO2)N[C@@H]1C[C@@H](C(=O)[O-])c2ccccc21,Enamine,False,0,0,,,,,,O=C(NCCc1ccc2c(c1)CCO2)N[C@@H]1CCc2ccccc21,murcko,1,0,11.314454078674316,2.829214572906494,Unassayed
na,Z7573279542,Cn1cc[nH+]c1[C@H](NC(=O)Cn1cnc2c(=O)[nH]c(N)nc21)C1CC1,Enamine,False,0,0,,,,,,O=C(Cn1cnc2c(=O)[nH]cnc21)N[C@@H](c1[nH]cc[nH+]1)C1CC1,murcko,1,0,15.79374885559082,5.882723331451416,Unassayed
na,Z104475610,OC[C@H]1O[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O,Enamine,False,0,0,,,,,,C1CC[C@@H](O[C@H]2CCCCO2)OC1,murcko,1,0,8.663496971130371,8.38778018951416,Unassayed
na,Z9720315160,Nc1[nH]nc(C(=O)NOCC[NH3+])c1-c1ccccc1,Enamine,False,0,0,,,,,,c1ccc(-c2cn[nH]c2)cc1,murcko,2,0,11.823554039001465,4.230342388153076,Unassayed
na,Z9571731138,O=C(OCc1cccc(B(O)O)c1)[C@H]1CCCC[N@H+]1CC(F)F,Enamine,False,0,0,,,,,,O=C(OCc1ccccc1)[C@H]1CCCC[NH2+]1,murcko,2,0,10.396631240844727,1.5097893476486206,Unassayed
na,Z2767968059,NC(=O)[C@@H]1CC[C@H](C(=O)NC/C=C/CO)[N@@H+]1Cc1ccccc1,Enamine,False,0,0,,,,,,c1ccc(C[NH+]2CCCC2)cc1,murcko,2,0,11.062891960144043,1.4127317667007446,Unassayed
na,Z5084941516,O=C(NCc1cc([O-])n2nccc2n1)N[C@H]1CCOc2ccc(O)cc21,Enamine,False,0,0,,,,,,O=C(NCc1ccn2nccc2n1)N[C@H]1CCOc2ccccc21,murcko,1,0,11.193581581115723,2.55832576751709,Unassayed
na,Z7158454378,C[N@@H+]1CCC[C@@H]1C(=O)N[C@H]1C[C@H](O)CN(C(=O)c2cc([O-])nc3ccc(F)cc23)C1,Enamine,False,0,0,,,,,,O=C(N[C@H]1CCCN(C(=O)c2ccnc3ccccc23)C1)[C@H]1CCC[NH2+]1,murcko,1,0,11.921914100646973,1.3897994756698608,Unassayed
na,Z3686368056,C[C@@H]1COC[C@@](CO)(CNc2nc(C(F)(F)F)c3nc[n-]c3n2)[N@@H+]1C,Enamine,False,0,0,,,,,,c1nc2cnc(NCC3COCC[NH2+]3)nc2[n-]1,murcko,1,0,10.74306583404541,1.9434131383895874,Unassayed
na,Z1537080948,Nc1ccc2c(N[C@H]3CCC[C@@H](O)C3)ncnc2[nH+]1,Enamine,False,0,0,,,,,,c1c[nH+]c2ncnc(NC3CCCCC3)c2c1,murcko,1,0,13.326295852661133,1.7071880102157593,Unassayed
na,Z9303534361,[NH3+][C@@H](Cc1ccc([O-])c(F)c1)C(=O)Nc1cccc2c1CCN2,Enamine,False,0,0,,,,,,O=C(CCc1ccccc1)Nc1cccc2c1CCN2,murcko,1,0,11.648728370666504,2.6102209091186523,Unassayed
na,Z2353363048,C[C@@H](NC(=O)N[C@H]1CCN([C@H](C(=O)[O-])c2ccccc2)C1=O)c1cccc(O)c1,Enamine,False,0,0,,,,,,O=C(NCc1ccccc1)N[C@H]1CCN(Cc2ccccc2)C1=O,murcko,1,0,10.86707878112793,2.9201388359069824,Unassayed
na,Z8717028730,C=C(Nc1cc(S(N)(=O)=O)ccc1O)C1=C([O-])C=C2Oc3c(C(C)=O)c(O)c(C)c(O)c3[C@@]2(C)C1=O,Enamine,False,0,0,,,,,,C=C(Nc1ccccc1)C1=CC=C2Oc3ccccc3C2C1=O,murcko,2,0,11.511624336242676,3.2814712524414062,Unassayed
na,Z4327991867,COc1cc(CNC(=O)NCCCC(=O)[O-])cc(Br)c1OC,Enamine,False,0,0,,,,,,c1ccccc1,murcko,224,69,11.123724937438965,3.260085344314575,Unassayed
na,Z8791071473,C[C@H]1C[C@@H](N(C)C(=O)c2cc3nc([O-])cc(N)n3n2)CC[N@@H+]1C,Enamine,False,0,0,,,,,,O=C(NC1CC[NH2+]CC1)c1cc2ncccn2n1,murcko,1,0,10.358428001403809,0.7833586931228638,Unassayed
na,Z1098335451,Cc1cc(B(O)O)ccc1OCC[NH+]1CCOCC1,Enamine,False,0,0,,,,,,c1ccc(OCC[NH+]2CCOCC2)cc1,murcko,3,0,10.214317321777344,1.7923519611358643,Unassayed
na,Z7309674980,O=Cc1cc(OCC[N@H+]2C[C@H]3CC[C@@H](C2)O3)ccc1B(O)O,Enamine,False,0,0,,,,,,c1ccc(OCC[N@H+]2C[C@H]3CC[C@@H](C2)O3)cc1,murcko,1,0,10.054458618164062,1.8861414194107056,Unassayed
na,Z8308734881,Nc1[nH]c(=O)[nH]c(=O)c1C(=O)C[N@@H+]1CCC[C@H](OC2C[NH2+]C2)C1,Enamine,False,0,0,,,,,,O=C(C[N@@H+]1CCC[C@H](OC2C[NH2+]C2)C1)c1c[nH]c(=O)[nH]c1=O,murcko,1,0,15.398836135864258,6.947123050689697,Unassayed
na,Z8623889308,O=S(=O)(c1cnc[nH]1)N1CC[C@@H]2C[C@]2(B(O)O)C1,Enamine,False,0,0,,,,,,O=S(=O)(c1cnc[nH]1)N1CC[C@@H]2CC2C1,murcko,1,0,12.294624328613281,1.7049839496612549,Unassayed
na,Z2798415226,C[C@@H](NC(=O)N[C@H]1C[C@H](C(=O)[O-])C1)c1cccc(OC(F)(F)F)c1,Enamine,False,0,0,,,,,,O=C(NCc1ccccc1)NC1CCC1,murcko,2,0,11.318656921386719,2.841242790222168,Unassayed
na,Z8450101735,Cc1nc(CC(=O)N2C[C@H](O)C[C@H]2CNC(=O)[C@@]23C[C@@H](O)[C@@H]2C3)n[nH]1,Enamine,False,0,0,,,,,,O=C(Cc1nc[nH]n1)N1CCC[C@H]1CNC(=O)[C@@]12CC[C@@H]1C2,murcko,1,0,11.619624137878418,1.4007803201675415,Unassayed
na,Z9165788169,COC(=O)c1cc(B(O)O)cc(C(=O)OC[C@@H](C)[NH+](C)C)c1,Enamine,False,0,0,,,,,,c1ccccc1,murcko,224,69,10.219985008239746,1.7580592632293701,Unassayed
na,Z1748171175,COC(=O)C(C)(C)[NH+]1CCN(C(=O)C[C@H](NC(N)=O)c2cccs2)CC1,Enamine,False,0,0,,,,,,O=C(CCc1cccs1)N1CC[NH2+]CC1,murcko,2,0,10.601198196411133,2.083078622817993,Unassayed
na,Z8435289732,O=C(C[C@@H](O)c1nc2ccccc2[nH]1)N[C@H]1COCc2ccc[nH+]c21,Enamine,False,0,0,,,,,,O=C(CCc1nc2ccccc2[nH]1)N[C@H]1COCc2ccc[nH+]c21,murcko,1,0,12.644609451293945,2.3469183444976807,Unassayed
na,Z9720316299,Cn1cc[nH+]c1SCC(=O)NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)[O-],Enamine,False,0,0,,,,,,O=C(CNC(=O)CSc1[nH]cc[nH+]1)NCCc1ccccc1,murcko,1,0,9.823213577270508,3.615480661392212,Unassayed
na,Z2068881552,CNS(=O)(=O)NCc1cccc(C[N@@H+]2CCC[C@@H](C(N)=O)C2)c1,Enamine,False,0,0,,,,,,c1ccc(C[NH+]2CCCCC2)cc1,murcko,3,0,10.828234672546387,1.2955055236816406,Unassayed
na,Z7158514106,CC(C)c1cccc(COc2ccc(B(O)O)c(C=O)c2)[nH+]1,Enamine,False,0,0,,,,,,c1ccc(OCc2cccc[nH+]2)cc1,murcko,2,0,9.92609691619873,1.9174854755401611,Unassayed
na,Z2382692627,CNC(=O)C[C@@]1(O)CCCN(S(=O)(=O)CC[NH+]2CCCC2)C1,Enamine,False,0,0,,,,,,O=S(=O)(CC[NH+]1CCCC1)N1CCCCC1,murcko,1,0,11.724523544311523,0.7972562313079834,Unassayed
na,Z5027903403,Nc1nc2nc(C[N@H+]3C[C@@H](O)C[C@H]3c3ccc(Br)cc3)cc([O-])n2n1,Enamine,False,0,0,,,,,,c1ccc([C@@H]2CCC[N@@H+]2Cc2ccn3ncnc3n2)cc1,murcko,1,0,10.250364303588867,0.723564624786377,Unassayed
na,Z9127217645,O=C1N[C@]2(CO1)C[C@H](C(=O)N1CCc3n[nH]c(O)c3CC1)C2,Enamine,False,0,0,,,,,,O=C1N[C@]2(CO1)C[C@H](C(=O)N1CCc3c[nH]nc3CC1)C2,murcko,1,0,12.358617782592773,0.9644402861595154,Unassayed
na,Z2306731191,Nc1nc2c(nc(Br)n2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,Enamine,False,0,0,,,,,,O=c1[nH]cnc2c1ncn2[C@H]1CCCO1,murcko,6,0,16.330915451049805,6.136636734008789,Unassayed
na,Z56765873,CC1(C)N(c2ccc(S(=O)(=O)[O-])cc2[N+](=O)[O-])N(Cc2ccccc2F)C(N)=[N+]1N,Enamine,False,0,0,,,,,,C1=[NH+]CN(c2ccccc2)N1Cc1ccccc1,murcko,1,0,12.42955493927002,3.528735876083374,Unassayed
na,Z2721348329,Cc1[nH+]cc(S(=O)(=O)N2CCc3[nH]c4ccc(C(=O)[O-])cc4c3C2)n1C,Enamine,False,0,0,,,,,,O=S(=O)(c1c[nH+]c[nH]1)N1CCc2[nH]c3ccccc3c2C1,murcko,1,0,12.224258422851562,1.8664379119873047,Unassayed
na,Z5630888006,C[NH+](C)CCOc1ccc(CCNC(=O)c2n[nH]c3c2CNC3)cc1,Enamine,False,0,0,,,,,,O=C(NCCc1ccccc1)c1n[nH]c2c1CNC2,murcko,1,0,11.020669937133789,3.3594939708709717,Unassayed
na,Z2353345556,COc1ccc(CNC(=O)N[C@H]2CC[C@@H](C(=O)[O-])CC2)cc1C#N,Enamine,False,0,0,,,,,,O=C(NCc1ccccc1)NC1CCCCC1,murcko,3,0,11.493165016174316,2.6451733112335205,Unassayed
na,Z5435122294,C[C@@H](O)C[N@H+]1CCCN(C(=O)Cn2cnc3c(=O)[nH]c(N)nc32)CC1,Enamine,False,0,0,,,,,,O=C(Cn1cnc2c(=O)[nH]cnc21)N1CCC[NH2+]CC1,murcko,1,0,15.774554252624512,5.829808235168457,Unassayed
na,Z2792311267,Cc1cc(N/N=C2/CC[C@@H]3CNc4cccc2c43)[nH+]c(N)n1,Enamine,False,0,0,,,,,,c1cc2c3c(c1)/C(=N\Nc1ccnc[nH+]1)CC[C@@H]3CN2,murcko,1,0,13.705811500549316,1.602750301361084,Unassayed
na,Z9302939744,C[N@H+]1CCC[C@H](C(=O)OCc2ccc(B(O)O)c(F)c2)C1,Enamine,False,0,0,,,,,,O=C(OCc1ccccc1)[C@H]1CCC[NH2+]C1,murcko,1,0,10.532132148742676,1.5224947929382324,Unassayed
na,Z9353829167,CC(C)(C)OC(=O)NC[C@H]1C[C@H](C(=O)[O-])CN(C(=O)C2([C@]3(O)CC[N@H+](C)CC3)CC2)C1,Enamine,False,0,0,,,,,,O=C(N1CCCCC1)C1(C2CC[NH2+]CC2)CC1,murcko,1,0,11.434041976928711,1.0073676109313965,Unassayed
na,Z2362297456,COc1ccc([C@@H](NC(=O)N[C@H]2CC[C@@H](C(=O)[O-])CC2)C(F)(F)F)cc1,Enamine,False,0,0,,,,,,O=C(NCc1ccccc1)NC1CCCCC1,murcko,3,0,11.533873558044434,2.7653181552886963,Unassayed
na,Z229164430,NC(=O)[C@H]1CN(c2nc(C[NH+]3CCCCC3)nc3scc(-c4ccccc4)c23)CCN1,Enamine,False,0,0,,,,,,c1ccc(-c2csc3nc(C[NH+]4CCCCC4)nc(N4CCNCC4)c23)cc1,murcko,1,0,10.898606300354004,1.1223134994506836,Unassayed
na,Z2055922436,C[N@H+]1CC[C@@H]2OCCN(C(=O)C[C@@H](NC(N)=O)c3cccs3)[C@@H]2C1,Enamine,False,0,0,,,,,,O=C(CCc1cccs1)N1CCO[C@H]2CC[NH2+]C[C@H]21,murcko,1,0,10.73379898071289,1.8761820793151855,Unassayed
na,Z4507791618,Nc1nc(C(=O)N2CC[C@@H]3COC[C@H](C2)[N@@H+]3Cc2ccccc2)n[nH]1,Enamine,False,0,0,,,,,,O=C(c1nc[nH]n1)N1CC[C@@H]2COC[C@H](C1)[N@@H+]2Cc1ccccc1,murcko,1,0,11.688699722290039,0.7615075707435608,Unassayed
na,Z9094583134,CO[C@@]1(C(F)(F)C(=O)Nc2cn[nH]c2C(=O)NC2CC2)CC[NH2+]C1,Enamine,False,0,0,,,,,,O=C(CC1CC[NH2+]C1)Nc1cn[nH]c1C(=O)NC1CC1,murcko,1,0,11.827441215515137,2.002119302749634,Unassayed
na,Z8849664612,COc1cc([C@H](C)NC(=O)NCc2cc([O-])n3nccc3n2)cc2ccccc12,Enamine,False,0,0,,,,,,O=C(NCc1ccc2ccccc2c1)NCc1ccn2nccc2n1,murcko,1,0,11.216874122619629,3.0669689178466797,Unassayed
na,Z8559403852,C[N@@H+](Cc1ccc(C(=O)[O-])cc1)Cc1cn(-c2cc(CO)cc([N+](=O)[O-])c2)nn1,Enamine,False,0,0,,,,,,c1ccc(C[NH2+]Cc2cn(-c3ccccc3)nn2)cc1,murcko,1,0,11.556923866271973,2.124704360961914,Unassayed
na,Z9499550576,CC[C@H](NC[C@H](O)Cn1cc(C(=O)[O-])cn1)c1ccc2c(c1)OCCO2,Enamine,False,0,0,,,,,,c1cnn(CCCNCc2ccc3c(c2)OCCO3)c1,murcko,1,0,11.393704414367676,3.8922784328460693,Unassayed
na,Z5210478335,CC(C)[C@@H](NCc1cc([O-])n2ncc(C#N)c2n1)[C@H](O)c1ccccc1,Enamine,False,0,0,,,,,,c1ccc(CCNCc2ccn3nccc3n2)cc1,murcko,1,0,13.024102210998535,3.0638458728790283,Unassayed
na,Z2654828003,C[C@H]1CCC[N@H+](Cc2cc([O-])n3nc(N)nc3n2)[C@H]1C(=O)OC(C)(C)C,Enamine,False,0,0,,,,,,c1nc2nc(C[NH+]3CCCCC3)ccn2n1,murcko,5,0,10.31344985961914,0.7551972270011902,Unassayed
na,Z2335477707,O=C([C@H]1C[N@@H+](C2CCCCC2)C1)N1CC[C@@H](O)[C@@H](CO)C1,Enamine,False,0,0,,,,,,O=C([C@H]1C[N@@H+](C2CCCCC2)C1)N1CCCCC1,murcko,1,0,11.806649208068848,1.0248743295669556,Unassayed
na,Z1213744663,CCCOc1ccc(/C([O-])=C2\C(=O)C(=O)N(CCC[NH+]3CCOCC3)[C@@H]2c2ccc(O)cc2)cc1,Enamine,False,0,0,,,,,,O=C1C(=O)N(CCC[NH+]2CCOCC2)[C@H](c2ccccc2)/C1=C/c1ccccc1,murcko,1,0,10.23119831085205,2.212095260620117,Unassayed
na,Z234972552,CC[C@H](NC(=O)NCc1cccc([N-]S(C)(=O)=O)c1)c1ccc(OC)cc1,Enamine,False,0,0,,,,,,O=C(NCc1ccccc1)NCc1ccccc1,murcko,6,0,11.233033180236816,3.4187264442443848,Unassayed
na,Z2936915284,C[C@](O)(C[C@@H](O)CN1CCC[C@@H](N2CC[NH2+]CC2=O)C1)C1CC1,Enamine,False,0,0,,,,,,O=C1C[NH2+]CCN1[C@@H]1CCCN(CCCCC2CC2)C1,murcko,1,0,13.019097328186035,5.65011739730835,Unassayed
na,Z32810225,NC(=O)N[C@@H](CC(=O)N1CC[NH+](C[C@@H]2CCCO2)CC1)c1ccc(Cl)cc1,Enamine,False,0,0,,,,,,O=C(CCc1ccccc1)N1CC[NH+](C[C@@H]2CCCO2)CC1,murcko,1,0,10.697432518005371,2.06254243850708,Unassayed
na,Z6394429857,C[C@H]1C[N@@H+](C)C[C@@H](C(=O)N[C@@H]2CC[C@H](O)CN(C(=O)[C@H]([O-])C(F)(F)F)C2)O1,Enamine,False,0,0,,,,,,O=C(N[C@@H]1CCCCNC1)[C@@H]1C[NH2+]CCO1,murcko,1,0,11.531784057617188,1.220902681350708,Unassayed
na,Z1643252312,O=C1C[C@H]2CC[C@@H](CN1)[N@H+]2CC1(C[N@@H+]2[C@@H]3CC[C@H]2CC(=O)NC3)COC1,Enamine,False,0,0,,,,,,O=C1C[C@H]2CC[C@@H](CN1)[N@H+]2CC1(C[N@@H+]2[C@@H]3CC[C@H]2CC(=O)NC3)COC1,murcko,1,0,10.96961784362793,1.5641003847122192,Unassayed
na,Z2242164947,C[N@@H+](CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc([N-]S(C)(=O)=O)cc1,Enamine,False,0,0,,,,,,c1ccc(CC[NH2+]CCOc2ccccc2)cc1,murcko,1,0,11.043939590454102,3.893693685531616,Unassayed
na,Z56791045,Nc1n[nH]c(CCc2n[nH]c(N)n2)n1,Enamine,False,0,0,,,,,,c1n[nH]c(CCc2nc[nH]n2)n1,murcko,1,0,11.573881149291992,0.5811754465103149,Unassayed
na,Z1006427784,NC(=O)N[C@H](Cc1ccccc1)C(=O)NC[C@H]1C[N@H+]2CCC[C@@H]2CO1,Enamine,False,0,0,,,,,,O=C(CCc1ccccc1)NC[C@H]1C[N@H+]2CCC[C@@H]2CO1,murcko,1,0,10.490869522094727,2.236118793487549,Unassayed
na,Z3382891971,N[C@H](C(=O)NCc1cc(O[C@H]2CC[NH2+]C2)cc[nH+]1)c1ccc(F)c(Cl)c1,Enamine,False,0,0,,,,,,O=C(Cc1ccccc1)NCc1cc(O[C@H]2CC[NH2+]C2)cc[nH+]1,murcko,1,0,11.3805513381958,2.1024928092956543,Unassayed
na,Z9498005012,O=C(Cc1c[nH+]c2c([O-])nccn12)N[C@@H]1CN(C(=O)[C@H]2C[C@@H](n3cc[nH+]c3)C2)CC12CC2,Enamine,False,0,0,,,,,,O=C(Cc1c[nH+]c2cnccn12)N[C@@H]1CN(C(=O)[C@H]2C[C@@H](n3cc[nH+]c3)C2)CC12CC2,murcko,1,0,12.358500480651855,1.131330966949463,Unassayed
na,Z18356146,C/C(N)=C(/C#N)C(=O)CSc1n[nH]c(N)n1,Enamine,False,0,0,,,,,,c1nc[nH]n1,murcko,1,0,11.56713581085205,0.5440540313720703,Unassayed
na,Z2736221492,Nc1nc2c(c(=O)[nH]1)CCN(C(=O)c1[nH+]cccc1[O-])C2,Enamine,False,0,0,,,,,,O=C(c1cccc[nH+]1)N1CCc2c(nc[nH]c2=O)C1,murcko,1,0,12.38487434387207,1.8223735094070435,Unassayed
na,Z507419456,C[NH+](C)CCOc1cccc(CNC(=O)Nc2ccc[nH+]c2)c1,Enamine,False,0,0,,,,,,O=C(NCc1ccccc1)Nc1ccc[nH+]c1,murcko,1,0,11.168456077575684,2.778552293777466,Unassayed
na,Z4767482514,Nc1nc(N)c2nc(CN3CCNC(=O)C3)cnc2[nH+]1,Enamine,False,0,0,,,,,,O=C1CN(Cc2cnc3[nH+]cncc3n2)CCN1,murcko,1,0,12.911995887756348,2.341587543487549,Unassayed
na,Z4069711847,O=C(c1cc(B(O)O)ccc1F)N1C[C@H](O)CO1,Enamine,False,0,0,,,,,,O=C(c1ccccc1)N1CCCO1,murcko,1,0,10.447783470153809,1.5378893613815308,Unassayed
na,Z1421318506,CC[C@H](O)[C@@H]1CCCC[N@H+]1C[C@H](O)COc1cccc2[nH]ccc12,Enamine,False,0,0,,,,,,c1cc(OCCC[NH+]2CCCCC2)c2cc[nH]c2c1,murcko,1,0,10.51533031463623,3.7360734939575195,Unassayed
na,Z6214170292,Nc1nc2c(nc(NCc3ccc[nH+]c3)n2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,Enamine,False,0,0,,,,,,O=c1[nH]cnc2c1nc(NCc1ccc[nH+]c1)n2[C@H]1CCCO1,murcko,1,0,16.357147216796875,6.113363742828369,Unassayed
na,Z1213744656,CCCCOc1ccc(C(=O)C2=C([O-])C(=O)N(CC[NH+]3CCOCC3)[C@H]2c2ccc(O)cc2)cc1,Enamine,False,0,0,,,,,,O=C(C1=CC(=O)N(CC[NH+]2CCOCC2)[C@H]1c1ccccc1)c1ccccc1,murcko,2,0,10.203252792358398,2.2453527450561523,Unassayed
na,Z1762717522,CC[C@H](C(=O)N1C[C@@H](O)[C@H]([N@H+](C)CC(=O)[O-])C1)[NH+](CC)CC,Enamine,False,0,0,,,,,,C1CCNC1,murcko,7,1,11.54373836517334,1.0667471885681152,Unassayed
na,Z1762716552,C[C@H](C(=O)N1C[C@@H](O)[C@H]([N@@H+](C)CC(=O)[O-])C1)[NH+]1CCCCCC1,Enamine,False,0,0,,,,,,O=C(C[NH+]1CCCCCC1)N1CCCC1,murcko,1,0,11.515812873840332,1.0938241481781006,Unassayed
